"","Year","Month","Site","X.x","Group.1","Group.2","ActivityStartDate","Day.x","Chlorophyll.a..corrected.for.pheophytin","Weight","Temperature..water","pH","Specific.conductance","Turbidity","Dissolved.oxygen..DO.","Dissolved.oxygen.saturation","Oxidation.reduction.potential..ORP.","Ammonia","Nitrate...Nitrite","Orthophosphate","Total.dissolved.solids","Total.Nitrogen..mixed.forms","Total.Phosphorus..mixed.forms","Q_CFS.x","Q_CFS.y","anomaly","Days_Since_Freshet","...1","datetime.x","Day.x","Month.x","TN_DISS","TP_DISS","X.y","Begin.date","Day.y","X.Arsenic..water..filtered..micrograms.per.liter","X.Arsenic..water..unfiltered..micrograms.per.liter","X.Cadmium..water..filtered..micrograms.per.liter","X.Cadmium..water..unfiltered..micrograms.per.liter","X.Copper..water..filtered..micrograms.per.liter","X.Copper..water..unfiltered..recoverable..micrograms.per.liter","X.Iron..water..unfiltered..recoverable..micrograms.per.liter","X.Iron..water..filtered..micrograms.per.liter","X.Lead..water..filtered..micrograms.per.liter","X.Lead..water..unfiltered..recoverable..micrograms.per.liter","X.Manganese..water..unfiltered..recoverable..micrograms.per.liter","X.Manganese..water..filtered..micrograms.per.liter","X.Zinc..water..filtered..micrograms.per.liter","X.Zinc..water..unfiltered..recoverable..micrograms.per.liter"
"283",2018,8,"BM",214,"18-Aug","Clark Fork River below Missoula","8/9/2018",9,38.462,11.46315789,15.8,8.335,285.65,2.31,8.935,90.15,2.65,0.0205,0.02865,0.00485,185.6,0.1805,0.01745,51200,2150,4.879954251,90,22,"5/11/2018",11,5,0.0126,0.17235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",2018,8,"BN",216,"18-Aug","Clark Fork River at Bonita","8/7/2018",7,8.12447619,27.97142857,17.95,8.385,447.65,2,9.62,101.2,6,0.0089,0.0047,0.0118,291.2,0.216,0.03365,5870,2830,1.440210036,47,49,"6/21/2018",21,6,0.02185,0.2202,43,NA,18,13,15.6,0.054,0.14,6.8,20.6,407,11.1,0.107,2.57,67.1,16.2,4.7,22
"285",2018,8,"DL",218,"18-Aug","Clark Fork River at Deer Lodge","8/7/2018",7,46.92419048,43.48461538,14,8.175,411.55,2.895,9.64,93.6,19.05,0.01985,0.1002,0.00875,267.5,0.348,0.0304,2180,266,2.862776401,46,76,"6/22/2018",22,6,0.02165,0.26765,115,NA,17,17.8,23.2,0.069,0.14,9.8,26.5,310,15.1,0.109,2.26,48,20.3,5.3,19
"286",2018,8,"FH",220,"18-Aug","Clark Fork River above Flathead","8/8/2018",8,14.40485714,7.945,17.95,8.33,239.15,0.98,8.545,90.1,9.85,0.01175,0.024333333,NA,155.35,0.164333333,0.010366667,59700,7590,2.804569958,88,103,"5/12/2018",12,5,0.010366667,0.15175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",2018,8,"GR",222,"18-Aug","Clark Fork River above Little Blackfoot","8/9/2018",9,72.15738095,58.51875,16.05,8.505,418.55,1.815,11.425,116.1,14.05,0.0194,0.065866667,0.007633333,272,0.337333333,0.028066667,2450,270,3.01232038,50,118,"6/20/2018",20,6,0.020433334,0.290866666,182,NA,17,19.6,22.7,0.076,0.14,11.4,25.2,237,12.8,0.113,1.92,44.9,18.8,4.3,16
"288",2018,8,"HU",224,"18-Aug","Clark Fork River at Huson","8/6/2018",6,26.85714286,10.13809524,17.3,8.165,255.6,2.145,9.05,94.55,14.55,0.0158,0.05845,0.0018,166.1,0.2345,0.0171,51200,2150,4.879954251,87,145,"5/11/2018",11,5,0.0153,0.19185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",2018,8,"MS",226,"18-Aug","Clark Fork River above Missoula","8/8/2018",8,97.54761905,22.12380952,17.05,8.375,283.15,1.505,9.57,98.85,7.95,0.0118,0.0039,0.0033,183.95,0.1385,0.01545,31500,2580,3.49418121,89,172,"5/11/2018",11,5,0.01215,0.1464,244,NA,18,5.1,5.7,0.03,0.05,2.6,6.7,143,10.2,0.05,0.67,26.8,10.3,2,7
"290",2018,9,"BM",215,"18-Sep","Clark Fork River below Missoula","9/11/2018",11,148.3619048,23.26666667,14.15,8.24,310.6,1.89,10.125,98.35,29.95,0.020466667,0.038233333,0.002266667,201.85,0.221333333,0.014466667,51200,2150,4.879954251,123,22,"5/11/2018",11,5,0.0122,0.203566667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",2018,9,"BN",217,"18-Sep","Clark Fork River at Bonita","9/6/2018",6,65.22857143,14.67619048,15.15,8.455,459.65,2.8,11.725,116.8,55.35,0.03285,0.0043,0.00245,299,0.24,0.02185,5870,2830,1.440210036,77,49,"6/21/2018",21,6,0.0194,0.26855,66,NA,15,13,13.8,0.09,0.07,5.2,8.3,85.1,10,0.06,0.44,22.4,11.3,6,8
"292",2018,9,"DL",219,"18-Sep","Clark Fork River at Deer Lodge","9/6/2018",6,74.23333333,28.5952381,11.45,8.16,441.9,2.74,9.695,88.85,64.05,0.014633333,0.13,0.00465,287.35,0.394,0.027633333,2180,266,2.862776401,76,76,"6/22/2018",22,6,0.022983333,0.278633333,138,NA,14,18,18.8,0.077,0.09,9.6,14.4,78.2,17.4,0.113,0.66,26.1,17.7,4.3,7
"293",2018,9,"FH",221,"18-Sep","Clark Fork River above Flathead","9/7/2018",7,29.8047619,13.1047619,13.75,8.215,257.4,1.205,9.235,89.1,44.25,0.0256,0.01905,0.001,167.4,0.1535,0.00895,59700,7590,2.804569958,118,103,"5/12/2018",12,5,0.00795,0.16005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294",2018,9,"GR",223,"18-Sep","Clark Fork River above Little Blackfoot","9/6/2018",6,218.3571905,69.89,12.9,8.285,450.85,3.48,11.13,105.5,61.75,0.0249,0.0893,0.0079,293.15,0.368,0.0319,2450,270,3.01232038,78,118,"6/20/2018",20,6,0.024,0.3036,196,NA,14,20.8,20.9,0.062,0.07,10.2,13.8,50,10,0.086,0.42,14.9,7.56,2.1,5
"295",2018,9,"HU",225,"18-Sep","Clark Fork River at Huson","9/8/2018",8,28.75714286,7.357142857,14.35,8.24,277,1.92,9.265,91.1,40.15,0.016633333,0.0332,0.0017,180.1,0.218,0.01245,51200,2150,4.879954251,120,145,"5/11/2018",11,5,0.01075,0.201433333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",2018,9,"MS",227,"18-Sep","Clark Fork River above Missoula","9/10/2018",10,66.75714286,17.14285714,14.4,8.465,309.7,2.65,11.06,108.4,46.2,0.02255,0.0418,0.0014,201.2,0.1535,0.01235,31500,2580,3.49418121,122,172,"5/11/2018",11,5,0.01095,0.13425,268,NA,15,4.3,4.5,0.03,0.03,1.9,2.7,40.1,10,0.02,0.15,13.3,6.23,2,3
"297",2019,7,"BN",230,"19-Jul","Clark Fork River at Bonita","7/20/2019",20,66.46302128,72.5528,18.65,8.58,423.5,4.51,8.18,87.55,NA,0.00365,0.005,0.039,275.275,0.185,0.0445,3640,2830,1.134115991,103,50,"4/8/2019",8,4,0.0055,0.18365,22,NA,5,10,17.8,0.054,0.27,9,52.9,1340,32.8,0.205,7.8,128,10.9,4.8,69
"298",2019,7,"DL",232,"19-Jul","Clark Fork River at Deer Lodge","7/19/2019",19,188.5196434,66.87256236,18.05,8.85,345.4,3.23,10.925,115.7,NA,0.025,0.0295,0.0255,224.575,0.235,0.034,1280,266,2.193633988,62,77,"5/18/2019",18,5,0.0085,0.2305,94,NA,4,16.1,30,0.078,0.32,12.8,90.3,1650,28.6,0.213,11.9,148,14.4,5.6,68
"299",2019,7,"GR",236,"19-Jul","Clark Fork River above Little Blackfoot","7/21/2019",21,24.7161332,47.52297297,19.4,8.735,378.15,4.03,9.815,106.65,NA,0.0137,NA,0.046,245.705,0.23,0.053,1420,270,2.293307493,64,119,"5/18/2019",18,5,0.007,0.2437,169,NA,4,16.3,33.1,0.084,0.37,14.4,107,1780,29.4,0.245,13.7,133,12.5,5.9,79
"300",2019,7,"MS",240,"19-Jul","Clark Fork River above Missoula","7/17/2019",17,119.8768095,79.84019512,17.4,8.58,277.3,5.13,8.86,92.7,NA,0.01,0.005,0.0245,180.375,0.125,0.0295,16200,2580,2.505807209,60,173,"5/18/2019",18,5,0.005,0.13,223,NA,5,3.5,5.1,0.03,0.08,3.3,13.2,536,21.8,0.072,1.85,45.7,8.08,2.3,19
"301",2019,8,"BM",228,"19-Aug","Clark Fork River below Missoula","8/7/2019",7,42.20480952,15.06725,18.55,8.685,299.05,2.9,10.075,107.65,NA,0.03,0.0445,0.0135,194.35,0.17,0.014,34000,2150,3.976676186,81,23,"5/18/2019",18,5,5e-04,0.1555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302",2019,8,"BN",231,"19-Aug","Clark Fork River at Bonita","8/23/2019",23,117.65,55.81333333,20.75,8.63,412,3.61,8.685,96.25,NA,0.03,0.003,0.026666667,265.85,0.19,0.027666667,3640,2830,1.134115991,137,50,"4/8/2019",8,4,0.001,0.217,44,NA,17,11.8,14,0.034,0.1,4.5,12.8,316,10,0.09,2.02,67.7,16.7,3.1,16
"303",2019,8,"DL",233,"19-Aug","Clark Fork River at Deer Lodge","8/24/2019",24,188.9727273,75.89090909,19.65,8.495,437.3,2.92,9.26,101.7,NA,0.03,0.1425,0.0285,284.375,0.345,0.0255,1280,266,2.193633988,98,77,"5/18/2019",18,5,NA,0.2325,116,NA,16,17.6,19.5,0.053,0.1,7.7,17.3,217,14.2,0.097,1.34,44.8,18,2.2,12
"304",2019,8,"FH",234,"19-Aug","Clark Fork River above Flathead","8/6/2019",6,11.84385714,9.007,20.55,8.57,247.15,2.32,9.12,101.5,NA,0.025,0.011666667,0.016666667,160.55,0.136666667,0.008,42000,7590,2.352359844,79,104,"5/19/2019",19,5,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305",2019,8,"GR",237,"19-Aug","Clark Fork River above Little Blackfoot","8/24/2019",24,128.109619,54.61052632,19.7,8.65,443.9,2.6,9.01,98.7,NA,0.03,0.074,0.03,288.28,0.31,0.0375,1420,270,2.293307493,98,119,"5/18/2019",18,5,0.0075,0.266,183,NA,16,17.8,21.1,0.061,0.13,8.2,22.3,263,10.7,0.109,1.84,66.8,21.7,2.9,16
"306",2019,8,"HU",238,"19-Aug","Clark Fork River at Huson","8/6/2019",6,27.65980952,9.0455,20.4,8.485,274.9,1.71,9.745,107.35,NA,0.03,0.0425,0.0155,178.75,0.19,0.014,34000,2150,3.976676186,80,146,"5/18/2019",18,5,NA,0.1775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307",2019,8,"MS",241,"19-Aug","Clark Fork River above Missoula","8/7/2019",7,108.2,53.43619048,18.05,8.52,303.85,2.195,9.745,103.45,NA,0.02,NA,0.014,197.655,0.13,0.014,16200,2580,2.505807209,81,173,"5/18/2019",18,5,0,0.15,245,NA,17,5.2,5.5,0.03,0.03,2.3,4.1,121,10,0.038,0.43,22.5,5.49,2,5
"308",2019,9,"BM",229,"19-Sep","Clark Fork River below Missoula","9/7/2019",7,253.4,58.55,13.6,8.275,323.65,NA,9.255,89.4,NA,0.005,0.0335,0.0165,211.1,0.19,0.046,34000,2150,3.976676186,112,23,"5/18/2019",18,5,0.0295,0.1615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309",2019,9,"BN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67,NA,21,12.3,13.8,0.039,0.09,4.1,11.2,151,10,0.072,1.1,55.8,16.1,3.2,12
"310",2019,9,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,20,14.9,17.5,0.05,0.08,NA,16.2,137,14.4,0.126,1.05,44.8,22.2,4.2,10
"311",2019,9,"FH",235,"19-Sep","Clark Fork River above Flathead","9/7/2019",7,24.56,10.465,15.2,8.46,265.6,5.19,9.26,92.35,NA,0.01485,0.008,0.0105,172.95,0.12,0.01,42000,7590,2.352359844,111,104,"5/19/2019",19,5,NA,0.12685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",2019,9,"GR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197,NA,20,16.9,19.9,0.05,0.1,7.3,18.6,188,10.8,0.123,1.46,78.3,23.2,2.6,13
"313",2019,9,"HU",239,"19-Sep","Clark Fork River at Huson","9/7/2019",7,68.1,17.25,14.35,8.355,287.45,4.985,9.575,93.1,NA,0.015,0.033,0.013333333,186.875,0.17,0.021666667,34000,2150,3.976676186,112,146,"5/18/2019",18,5,0.008333334,0.152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",2019,9,"MS",242,"19-Sep","Clark Fork River above Missoula","9/7/2019",7,101.85,29.71428571,13.45,8.285,329.35,NA,9.23,88.55,NA,0.005,0.016,0.017,214.175,0.175,0.0465,16200,2580,2.505807209,112,173,"5/18/2019",18,5,0.0295,0.164,269,NA,21,4.6,4.9,0.03,0.03,1.8,3.6,53.4,10,0.024,0.25,17,5.67,2,4
"315",2019,10,"DL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145,NA,9.5,20.35,26.45,0.055,0.345,9.35,67.6,1267.5,20.05,0.1295,8.11,241,20,5.05,57.5
"316",2019,10,"GR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,NA,15.5,16.575,21.625,0.05475,0.3225,9.875,59.4,1055.5,31.775,0.27525,7.07,228.725,15.435,5.5,55.75
"317",2020,7,"BN",245,"20-Jul","Clark Fork River at Bonita","7/23/2020",23,52.93957143,77.21176471,19.5,8.195,378.8,5.015,8.275,NA,NA,NA,NA,0.009,NA,0.15,0.027,3670,2830,1.138779956,62,51,"5/22/2020",22,5,0.018,0.15,23,NA,3,9.7,17.6,0.072,0.33,9.1,67.3,1580,28.9,0.259,9.9,164,13.4,5.3,77
"318",2020,7,"DL",248,"20-Jul","Clark Fork River at Deer Lodge","7/23/2020",23,73.59219048,33.006,19.1,8.47,364.05,3.44,10.165,NA,NA,NA,0.016,0.006,NA,0.17,0.023,1590,266,2.444881103,34,78,"6/19/2020",19,6,0.017,0.154,95,NA,2,10.3,23.3,0.102,0.45,10.8,108,1590,33.1,0.275,13,170,16.2,7,82
"319",2020,7,"GR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170,NA,2,12.1,28.6,0.1,0.51,13.8,159,2330,36.1,0.37,18.2,189,16.3,6.8,111
"320",2020,7,"MS",257,"20-Jul","Clark Fork River above Missoula","7/21/2020",21,39.09814815,68.23259259,18.65,8.18,257.5,8.16,8.965,NA,NA,NA,NA,0.006,NA,0.11,0.017,20000,2580,2.784230232,61,174,"5/21/2020",21,5,0.011,0.11,224,NA,3,3.1,4.4,0.03,0.09,2.8,15.5,794,29.7,0.093,2.36,58.6,6.89,2.5,23
"321",2020,8,"BM",243,"20-Aug","Clark Fork River below Missoula","8/7/2020",7,55.13571429,17.42095238,17.25,8.265,285.35,2.595,9.295,NA,NA,NA,0.025,0.004,NA,0.155,0.0205,37300,2150,4.165193538,77,24,"5/22/2020",22,5,0.0165,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322",2020,8,"BN",246,"20-Aug","Clark Fork River at Bonita","8/8/2020",8,69.39333333,27.51904762,19.55,8.4,481.15,3.015,9.635,NA,NA,NA,NA,0.0085,NA,0.205,0.0175,3670,2830,1.138779956,78,51,"5/22/2020",22,5,0.009,0.205,45,NA,15,9.9,12.1,0.065,0.12,5.6,17.8,313,10,0.094,2.12,49.8,15.9,3.6,19
"323",2020,8,"DL",249,"20-Aug","Clark Fork River at Deer Lodge","8/8/2020",8,182.8999167,75.960625,16.6,8.115,444.65,2.425,8.93,NA,NA,NA,0.077,0.007,NA,0.295,0.017,1590,266,2.444881103,50,78,"6/19/2020",19,6,0.01,0.218,117,NA,14,12.1,15.8,0.091,0.14,7.3,24.2,312,16,0.095,2.06,46.9,17.2,3.6,48
"324",2020,8,"FH",251,"20-Aug","Clark Fork River above Flathead","8/6/2020",6,16.75333333,8.275714286,18.7,8.24,241.35,1.18,8.485,NA,NA,NA,0.008,0.003,NA,0.12,0.006,42900,7590,2.377430107,76,105,"5/22/2020",22,5,0.003,0.112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",2020,8,"GR",253,"20-Aug","Clark Fork River above Little Blackfoot","8/7/2020",7,88.30558333,139.6645,17.95,8.375,448.5,3.92,10.37,NA,NA,NA,0.017,0.0115,NA,0.24,0.02,2040,270,2.748737084,59,120,"6/9/2020",9,6,0.0085,0.223,184,NA,14,13.4,16.9,0.099,0.18,8.7,32.3,394,13.7,0.117,2.94,50.1,15.3,3.1,20
"326",2020,8,"HU",255,"20-Aug","Clark Fork River at Huson","8/6/2020",6,35.84619048,11.68714286,18.6,8.075,266.35,1.995,8.7,NA,NA,0.009,0.023,0.004,NA,0.155,0.0125,37300,2150,4.165193538,76,147,"5/22/2020",22,5,0.0085,0.141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327",2020,8,"MS",258,"20-Aug","Clark Fork River above Missoula","8/8/2020",8,119.3466667,117.93375,18.3,8.365,297.3,2.775,10.23,NA,NA,0.007,0.003,0.0045,NA,0.2,0.016,20000,2580,2.784230232,79,174,"5/21/2020",21,5,0.0115,0.204,246,NA,15,4.2,4.9,0.031,0.05,2.9,7.2,176,10,0.052,0.78,24.2,9.83,2.4,9
"328",2020,9,"BM",244,"20-Sep","Clark Fork River below Missoula","9/6/2020",6,116.3857143,24.88333333,14.05,8.04,298.35,3.38,9.64,NA,NA,0.02,0.025,0.006,NA,0.156666667,0.011333333,37300,2150,4.165193538,107,24,"5/22/2020",22,5,0.005333333,0.151666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",2020,9,"BN",247,"20-Sep","Clark Fork River at Bonita","9/6/2020",6,144.4933333,29.92238095,13.45,8.23,479.45,5.26,9.365,NA,NA,0.02,NA,0.011,NA,0.175,0.025,3670,2830,1.138779956,107,51,"5/22/2020",22,5,0.014,0.195,68,NA,19,12.2,12.4,0.048,0.09,4.8,9.7,119,10,0.055,0.81,47.7,18.6,3,10
"330",2020,9,"DL",250,"20-Sep","Clark Fork River at Deer Lodge","9/6/2020",6,101.8771429,38.15952381,12.75,8.14,485.4,1.305,10.085,NA,NA,0.02,0.089666667,0.008333333,NA,0.253333333,0.013,1590,266,2.444881103,79,78,"6/19/2020",19,6,0.004666667,0.183666666,140,NA,18,13.2,13.9,0.074,0.11,6.2,12.2,90,10.3,0.076,0.7,37.2,23.4,3.9,8
"331",2020,9,"FH",252,"20-Sep","Clark Fork River above Flathead","9/6/2020",6,16.49809524,8.197619048,13.85,8.13,260.95,1.705,9.44,NA,NA,0.02,0.01075,0.004,NA,0.1,0.00625,42900,7590,2.377430107,107,105,"5/22/2020",22,5,0.00225,0.10925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",2020,9,"GR",254,"20-Sep","Clark Fork River above Little Blackfoot","9/5/2020",5,147.9741667,66.27791667,12.35,8.265,489.1,2.4,10.695,NA,NA,0.02,0.036,0.013666667,NA,0.25,0.022333333,2040,270,2.748737084,88,120,"6/9/2020",9,6,0.008666666,0.234,198,NA,18,15,15.4,0.075,0.13,7.1,15,130,10,0.089,0.99,49.6,24.6,2.1,10
"333",2020,9,"HU",256,"20-Sep","Clark Fork River at Huson","9/7/2020",7,80.84666667,20.15380952,14.7,8.135,290.8,2.825,10.965,NA,NA,0.02,0.047333333,0.005333333,NA,0.176666667,0.010666667,37300,2150,4.165193538,108,147,"5/22/2020",22,5,0.005333334,0.149333334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",2020,9,"MS",259,"20-Sep","Clark Fork River above Missoula","9/7/2020",7,92.82,36.91714286,13.85,8.12,324.95,3.915,9.94,NA,NA,0.02,0.003,0.005666667,NA,0.125,0.012,20000,2580,2.784230232,109,174,"5/21/2020",21,5,0.006333333,0.142,270,NA,19,3.9,4.4,0.03,0.03,2,3.6,71.1,10,0.021,0.32,22.6,7.85,2,6
"335",2021,7,"BM",260,"21-Jul","Clark Fork River below Missoula","7/15/2021",15,57.33333333,16.38095238,17.6,8.44,262.35,2.045,8.47,NA,NA,0.02,0.02,0.001,NA,0.13,0.015,28200,2150,3.621640384,40,25,"6/5/2021",5,6,0.014,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",2021,7,"BN",262,"21-Jul","Clark Fork River at Bonita","7/14/2021",14,186.2727273,137.1363636,21.65,8.67,548.7,2.61,8.88,NA,NA,NA,0.005,0.005,NA,0.23,0.0175,1650,2830,0.76356982,48,52,"5/27/2021",27,5,0.0125,0.225,24,NA,9,8.6,12.1,0.054,0.2,5.7,32,688,14.1,0.136,4.65,90.9,12.7,3.1,34
"337",2021,7,"DL",265,"21-Jul","Clark Fork River at Deer Lodge","7/14/2021",14,120.4285714,41.9047619,19.35,8.44,453.15,2.77,9.505,NA,NA,0.03,0.114,0.002,NA,0.335,0.021,590,266,1.489310281,38,79,"6/6/2021",6,6,0.019,0.251,96,NA,8,9.3,15,0.086,0.23,6.1,54,863,18.2,0.151,6.24,107,17.2,4.6,39
"338",2021,7,"GR",270,"21-Jul","Clark Fork River above Little Blackfoot","7/15/2021",15,99.66666667,59.95238095,20.75,8.67,476.15,2.635,10.38,NA,NA,0.01,0.002,0.004666667,NA,0.26,0.034333333,577,270,1.461860813,39,121,"6/6/2021",6,6,0.029666666,0.268,171,NA,8,11.2,20.1,0.084,0.33,8.2,76.3,1080,15.1,0.174,9.43,144,18.3,4.9,55
"339",2021,7,"MS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,225,NA,9,2.1,2.9,0.03,0.05,1.9,8.5,417,18.1,0.052,1.34,37.1,4.96,2,12
"340",2021,8,"BM",261,"21-Aug","Clark Fork River below Missoula","8/9/2021",9,59.19047619,14.04761905,16.4,8.335,298.7,4.49,8.365,NA,NA,0.01,0.015,NA,NA,0.16,0.007,28200,2150,3.621640384,65,25,"6/5/2021",5,6,0.007,0.155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",2021,8,"BN",263,"21-Aug","Clark Fork River at Bonita","8/8/2021",8,185,96.42857143,19.9,8.655,513.45,4.595,10.985,NA,NA,NA,NA,NA,NA,0.2,0.019,1650,2830,0.76356982,73,52,"5/27/2021",27,5,0.019,0.2,46,NA,14,10.4,11,0.03,0.04,4.9,7.5,70.2,5.9,0.071,0.49,30.4,13.3,2,6
"342",2021,8,"DL",266,"21-Aug","Clark Fork River at Deer Lodge","8/8/2021",8,139.5714286,37.19047619,16.8,8.43,514.05,3.03,11.18,NA,NA,0.03,0.093,NA,NA,0.33,0.017,590,266,1.489310281,63,79,"6/6/2021",6,6,0.017,0.267,118,NA,13,13.2,13.6,0.053,0.07,6.6,10.9,83.5,21.2,0.427,0.78,56.7,46.8,3.7,6
"343",2021,8,"FH",268,"21-Aug","Clark Fork River above Flathead","8/9/2021",9,19.4047619,9.538095238,18.1,8.36,251.3,2.25,8.95,NA,NA,0.02,0.006,NA,NA,0.13,0.008,31700,7590,2.043660463,64,106,"6/6/2021",6,6,0.008,0.144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",2021,8,"GR",271,"21-Aug","Clark Fork River above Little Blackfoot","8/8/2021",8,238.8571429,61.80952381,18.75,8.615,498.7,3.215,11.215,NA,NA,NA,0.004,0.003,NA,0.26,0.03,577,270,1.461860813,63,121,"6/6/2021",6,6,0.027,0.256,185,NA,13,13.9,15.2,0.067,0.09,7.2,13.8,106,15,0.144,0.92,59.1,35.6,2.4,8
"345",2021,8,"HU",273,"21-Aug","Clark Fork River at Huson","8/9/2021",9,62.95238095,16.19047619,17.2,8.08,274.95,3.945,8.325,NA,NA,0.02,0.01,NA,NA,0.15,0.015,28200,2150,3.621640384,65,148,"6/5/2021",5,6,0.015,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",2021,8,"MS",275,"21-Aug","Clark Fork River above Missoula","8/9/2021",9,196.8571429,45.19047619,18.6,8.53,307.45,4.785,10.36,NA,NA,NA,NA,NA,NA,0.12,0.015,13500,2580,2.287478555,65,175,"6/5/2021",5,6,0.015,0.12,247,NA,14,2.9,2.9,0.03,0.03,1.5,2.2,46.9,8.4,0.029,0.15,10.7,4.27,2,2
"347",2021,9,"BN",264,"21-Sep","Clark Fork River at Bonita","9/6/2021",6,185.7619048,66.61904762,11.95,8.45,528.4,4.66,10.97,NA,NA,0.02,NA,8e-04,NA,0.18,0.0195,1650,2830,0.76356982,102,52,"5/27/2021",27,5,0.0187,0.2,69,NA,18,9.9,10.5,0.051,0.08,3.7,10.1,198,7.1,0.079,1.19,70.1,11.2,3.4,13
"348",2021,9,"DL",267,"21-Sep","Clark Fork River at Deer Lodge","9/5/2021",5,99.07145238,30.80952381,9.65,8.19,532.6,2.98,11.185,NA,NA,NA,0.119,NA,NA,0.31,0.012,590,266,1.489310281,91,79,"6/6/2021",6,6,0.012,0.191,141,NA,17,13.2,13.3,0.113,0.09,6.7,11.1,84.4,17,0.131,0.75,44.3,24.5,2.4,8
"349",2021,9,"FH",269,"21-Sep","Clark Fork River above Flathead","9/7/2021",7,50.76190476,19.23809524,13.45,8.305,269.7,2.635,9.54,NA,NA,0.02,0.01,NA,NA,0.115,0.0105,31700,7590,2.043660463,93,106,"6/6/2021",6,6,0.0105,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",2021,9,"GR",272,"21-Sep","Clark Fork River above Little Blackfoot","9/6/2021",6,144.8571429,46.80952381,10.55,8.52,509.45,1.985,13.315,NA,NA,0.01,0.034,0.002,NA,0.225,0.0155,577,270,1.461860813,92,121,"6/6/2021",6,6,0.0135,0.201,199,NA,17,13.4,13.6,0.094,0.08,7.7,11,75.1,13.2,0.117,0.61,42.8,15.5,2,6
