year,Site,Site,ActivityStartDate,date_yearmon,Chlorophyll.a,Weight,Temperature.oC,pH,TN.ug/l,TP.ug/l,Q.Anomaly,Days.Since.Freshet,Nitrate...Nitrite.y,Orthophosphate.y,N_%_Diss,P_%_Diss,N_P,,,Site,ActivityStartDate,NH4_mg_L,DIN_mg_L,SRP__mg_L,pH,SPC,Temp_oC,TDS,TN_mg_L,TP_mg_L,TURBIDITY,Q_CFS.x,Q_CFS.y,Days_Since_Freshet,anomaly,AFDM,CHLa
2013,Clark Fork River at Deer Lodge,DL,8/4/2013,13-Aug,331.4482759,110.5714286,14.9,8.23,502.9166667,19.13666667,1.145438813,70,178.5866667,8.593333333,0.355101906,0.449050688,26.28026476,,150,DL,8/11/2013,0.017110833,0.123040833,0.010386667,8.425,475.025,18.05,308.9,0.34142,0.019136667,2.6175,349,266,73.83333333,1.0947491,110.5714286,331.4482759
2013,Clark Fork River at Deer Lodge,DL,9/1/2013,13-Sep,168.1153846,80.96153846,14.9,8.23,502.9166667,19.13666667,1.145438813,97,178.5866667,8.593333333,0.355101906,0.449050688,26.28026476,,151,DL,9/6/2013,0.016680833,0.188708333,0.008634167,8.425,498.6,15.95,324.175,0.34142,0.019136667,3.43,349,266,99,1.0947491,80.96153846,168.1153846
2014,Clark Fork River at Deer Lodge,DL,8/16/2014,14-Aug,225.0666667,65.13333333,13.1,8.59,320,24.95,1.669045921,48,62.1,10.75,0.1940625,0.430861723,12.8256513,,161,DL,8/14/2014,0.012625,0.056175,0.013575,8.27,378.825,18.175,246.375,0.338,0.02495,4.3375,741,266,47.8,1.407058618,65.13333333,225.0666667
2015,Clark Fork River at Deer Lodge,DL,7/1/2015,15-Jul,188.9047619,74.19047619,11.7,8.385,406,12.55,1.536522781,30,159.6333333,2.35,0.39318555,0.187250996,32.35059761,,176,DL,7/8/2015,0.01085,0.0503,0.0042,8.305,354.05,17.8,230.1,0.3285,0.01255,2.565,628,266,35,1.331555693,74.19047619,188.9047619
2015,Clark Fork River at Deer Lodge,DL,8/1/2015,15-Aug,235.2857143,103.1428571,11.7,8.385,406,12.55,1.536522781,64,159.6333333,2.35,0.39318555,0.187250996,32.35059761,,177,DL,8/9/2015,0.010258333,0.104966667,0.003275,8.305,409.425,16.125,266.175,0.3285,0.01255,1.9475,628,266,67.11111111,1.331555693,103.1428571,235.2857143
2015,Clark Fork River at Deer Lodge,DL,9/5/2015,15-Sep,158.3809524,50.85714286,11.7,8.385,406,12.55,1.536522781,98,159.6333333,2.35,0.39318555,0.187250996,32.35059761,,178,DL,9/10/2015,0.012108333,0.124366667,0.002425,8.305,467.95,13.075,304.2,0.3285,0.01255,2.3475,628,266,99.5,1.331555693,50.85714286,158.3809524
2016,Clark Fork River at Deer Lodge,DL,7/17/2016,16-Jul,389.1023256,118.6211628,11,8.205,294.5,19.4,1.380585035,55,38.7,3.6,0.131409168,0.18556701,15.18041237,,192,DL,7/15/2016,0.012,0.0387,0.0036,8.285,400.2,16.05,260.3,0.2945,0.0125,1.9,507,266,54.10465116,1.23986797,118.6211628,389.1023256
2016,Clark Fork River at Deer Lodge,DL,9/4/2016,16-Sep,260.6904762,81.25,11,8.205,294.5,19.4,1.380585035,108,38.7,3.6,0.131409168,0.18556701,15.18041237,,193,DL,9/13/2016,0.019416667,0.2192,0.002425,8.285,456.7,11.925,296.725,0.2945,0.0125,1.685,507,266,114,1.23986797,81.25,260.6904762
2017,Clark Fork River at Deer Lodge,DL,7/5/2017,17-Jul,105.9761905,53.1,10.65,8.185,530.6666667,16.86666667,2.421706352,25,240.7333333,3.8,0.453643216,0.225296443,31.46245059,,209,DL,7/11/2017,0.01275,0.02725,0.0081,8.22,363.45,18.6,236.25,0.2595,0.016866667,2.29,1560,266,27.25,1.803353999,53.1,105.9761905
2017,Clark Fork River at Deer Lodge,DL,8/2/2017,17-Aug,190.5857143,99.56190476,10.65,8.185,530.6666667,16.86666667,2.421706352,55,240.7333333,3.8,0.453643216,0.225296443,31.46245059,,210,DL,8/11/2017,0.013341667,0.133991667,0.00595,8.22,392.475,17.3,255.125,0.2595,0.016866667,1.795,1560,266,58.83333333,1.803353999,99.56190476,190.5857143
2017,Clark Fork River at Deer Lodge,DL,9/3/2017,17-Sep,76.86666667,61.25238095,10.65,8.185,530.6666667,16.86666667,2.421706352,84,240.7333333,3.8,0.453643216,0.225296443,31.46245059,,211,DL,9/7/2017,0.012016667,0.226691667,0.0036,8.22,446.3,13.325,290.075,0.2595,0.016866667,1.75,1560,266,85.5,1.803353999,61.25238095,76.86666667
2018,Clark Fork River at Deer Lodge,DL,8/4/2018,18-Aug,75.8,43.48461538,14,8.175,348,30.4,2.862776401,46,100.2,8.75,0.287931034,0.287828947,11.44736842,,225,DL,8/8/2018,0.01545,0.073625,0.0121,8.17,356.025,15.75,231.4,0.305,0.0304,3.76,2180,266,47.25,2.016159805,43.48461538,75.8
2018,Clark Fork River at Deer Lodge,DL,9/4/2018,18-Sep,74.23333333,28.5952381,14,8.175,348,30.4,2.862776401,76,100.2,8.75,0.287931034,0.287828947,11.44736842,,226,DL,9/7/2018,0.017241667,0.1151,0.0067,8.17,426.725,12.725,277.425,0.305,0.0304,2.8175,2180,266,77.5,2.016159805,28.5952381,74.23333333
2019,Clark Fork River at Deer Lodge,DL,7/22/2019,19-Jul,201.9852608,66.87256236,13.75,8.205,345,25.5,2.193633988,62,142.5,28.5,0.413043478,1,13.52941176,,240,DL,7/15/2019,0.025,0.0295,0.0255,8.85,345.4,18.05,224.575,0.235,0.0255,3.23,1280,266,58.84444444,1.688273399,66.87256236,201.9852608
2019,Clark Fork River at Deer Lodge,DL,8/30/2019,19-Aug,188.9727273,75.89090909,13.75,8.205,345,25.5,2.193633988,98,142.5,28.5,0.413043478,1,13.52941176,,241,DL,8/21/2019,0.0275,0.086,0.027,8.85,391.35,18.85,254.475,0.235,0.0255,3.075,1280,266,95.75,1.688273399,75.89090909,188.9727273
2020,Clark Fork River at Deer Lodge,DL,7/24/2020,20-Jul,103.0286667,33.006,,,295,17,2.444881103,34,77,7,0.261016949,0.411764706,17.35294118,,257,DL,7/22/2020,,0.016,0.006,8.47,364.05,19.1,,0.17,0.017,3.44,1590,266,33.83333333,1.81484064,33.006,103.0286667
2020,Clark Fork River at Deer Lodge,DL,8/5/2020,20-Aug,274.349375,75.960625,,,295,17,2.444881103,50,77,7,0.261016949,0.411764706,17.35294118,,258,DL,8/12/2020,,0.0465,0.0065,8.47,404.35,17.85,,0.17,0.017,2.9325,1590,266,54.5,1.81484064,75.960625,274.349375
2020,Clark Fork River at Deer Lodge,DL,9/1/2020,20-Sep,101.8771429,38.15952381,,,295,17,2.444881103,79,77,7,0.261016949,0.411764706,17.35294118,,256,DL,9/10/2020,0.02,0.083333333,0.007666667,8.47,465.025,14.675,,0.17,0.017,1.865,1590,266,83.16666667,1.81484064,38.15952381,101.8771429
2021,Clark Fork River at Deer Lodge,DL,7/13/2021,21-Jul,120.4285714,41.9047619,,,335,21,1.489310281,38,114,2,0.340298507,0.095238095,15.95238095,,273,DL,7/16/2021,0.03,0.114,0.002,8.44,453.15,19.35,,0.335,0.017,2.77,590,266,40.33333333,1.304137726,41.9047619,120.4285714
2021,Clark Fork River at Deer Lodge,DL,8/3/2021,21-Aug,139.5714286,37.19047619,,,335,21,1.489310281,63,114,2,0.340298507,0.095238095,15.95238095,,274,DL,8/16/2021,0.03,0.1035,0.002,8.44,483.6,18.075,,0.335,0.017,2.9,590,266,71.33333333,1.304137726,37.19047619,139.5714286
2021,Clark Fork River at Deer Lodge,DL,9/2/2021,21-Sep,101.4878049,30.80952381,,,335,21,1.489310281,91,114,2,0.340298507,0.095238095,15.95238095,,275,DL,9/13/2021,0.025,0.106,,8.44,523.325,13.225,,0.335,0.017,3.005,590,266,99.66666667,1.304137726,30.80952381,101.4878049
2022,Clark Fork River at Deer Lodge,DL,7/15/2022,22-Jul,187.839265,33.55,14.1,8.28,300,12,1.793891054,34,114.5,1.9,0.381666667,0.158333333,25,,290,DL,7/18/2022,0.03,0.0135,0.002,8.41,430.6,20.5,,0.213333333,0.012,2.57,856,266,36.75,1.476377358,33.55,187.839265
2022,Clark Fork River at Deer Lodge,DL,8/3/2022,22-Aug,175.9389958,87.08333333,14.1,8.28,300,12,1.793891054,56,114.5,1.9,0.381666667,0.158333333,25,,291,DL,8/11/2022,0.0225,0.064,0.00195,8.41,460.325,19.975,,0.213333333,0.012,1.9575,856,266,60.25,1.476377358,87.08333333,175.9389958
2022,Clark Fork River at Deer Lodge,DL,9/3/2022,22-Sep,208.5242,201.6956522,14.1,8.28,300,12,1.793891054,88,114.5,1.9,0.381666667,0.158333333,25,,292,DL,9/11/2022,0.015,0.132,0.0014,8.41,513.675,16.775,,0.213333333,0.012,1.6425,856,266,91.5,1.476377358,201.6956522,208.5242
2008,Clark Fork River above Flathead,FH,8/1/2008,8-Aug,4.333333333,3.876470588,19.46666667,8.676666667,149.333333,8.5,2.453788982,82,NA,NA,,,,,71,FH,8/14/2008,0.01,0.0155,,8.486666667,197.2166667,20.11666667,104.65,0.15,0.0085,2.608333333,45700,7590,85.91666667,1.819246193,3.295,4.333333333
2008,Clark Fork River above Flathead,FH,9/1/2008,8-Sep,13.3,4.15,16.45,8.865,214,9.5,2.453788982,109,NA,NA,,,,,70,FH,9/9/2008,0.01,0.015,,8.486666667,229,17.95833333,121.6666667,0.15,0.0085,1.566666667,45700,7590,111.5,1.819246193,4.15,13.3
2009,Clark Fork River above Flathead,FH,8/2/2009,9-Aug,23.04761905,8,22.1,8.29,136,10.68666667,2.36632056,70,7.4625,3.4775,0.054871324,0.32540549,12.72613849,,84,FH,8/13/2009,0.007569,0.00664625,0.00367875,8.29,215.8,21.26666667,114.6333333,0.136,0.0096475,1.958333333,42500,7590,73.89583333,1.775752295,7.6,23.04761905
2009,Clark Fork River above Flathead,FH,9/5/2009,9-Sep,51.61904762,19.1,22.1,8.29,136,10.68666667,2.36632056,98,7.4625,3.4775,0.054871324,0.32540549,12.72613849,,85,FH,9/8/2009,0.00892525,0.00709375,0.00331375,8.29,242.6666667,20.3,128.9666667,0.136,0.0096475,1.33,42500,7590,99.91666667,1.775752295,19.1,51.61904762
2010,Clark Fork River above Flathead,FH,8/1/2010,10-Aug,38.36363636,15.66666667,16.3,8.54,166.5,10.675,1.865009616,61,8,3.55,0.048048048,0.332552693,15.5971897,,98,FH,8/9/2010,0.007591667,0.007883333,0.004158333,8.22,214.45,21.96666667,114.05,0.206,0.010675,1.655,26400,7590,63.26666667,1.515144488,15.66666667,38.36363636
2010,Clark Fork River above Flathead,FH,9/10/2010,10-Sep,36.90952381,24,16.3,8.54,166.5,10.675,1.865009616,94,8,3.55,0.048048048,0.332552693,15.5971897,,99,FH,9/9/2010,0.007775,0.008583333,0.003375,8.22,239.5,19.6,127.4333333,0.206,0.010675,1.563333333,26400,7590,94.5,1.515144488,24,36.90952381
2011,Clark Fork River above Flathead,FH,8/2/2011,11-Aug,10,6.944444444,14.95,8.505,118.615,15.3,2.6845579,61,5.25,4.525,0.044260844,0.295751634,7.752614379,,113,FH,8/10/2011,0.009866667,0.013408333,0.0060625,8.206666667,170.5833333,17.58333333,110.85,0.144,0.0153,5.14,54700,7590,61,1.931591046,6.944444444,10
2011,Clark Fork River above Flathead,FH,9/4/2011,11-Sep,14.95238095,6.666666667,14.95,8.505,118.615,15.3,2.6845579,91,5.25,4.525,0.044260844,0.295751634,7.752614379,,112,FH,9/11/2011,0.008125,0.0148,0.0045125,8.206666667,209.9333333,16.75833333,136.4416667,0.144,0.0153,1.208333333,54700,7590,93,1.931591046,6.666666667,14.95238095
2012,Clark Fork River above Flathead,FH,8/1/2012,12-Aug,16.11111111,16.14,15.25,8.55,165.765,8.2,2.357954049,103,10.085,4.166666667,0.06083914,0.508130081,20.2152439,,126,FH,8/12/2012,0.009805,0.009714167,0.003703333,8.326666667,191.1,19.45,124.25,0.169793333,0.0082,1.24,42200,7590,106.0444444,1.771564185,16.14,16.11111111
2012,Clark Fork River above Flathead,FH,9/2/2012,12-Sep,19.46153846,10.6,15.25,8.55,165.765,8.2,2.357954049,129,10.085,4.166666667,0.06083914,0.508130081,20.2152439,,127,FH,9/5/2012,0.006866667,0.010335,0.002958333,8.326666667,209.3333333,17.15833333,136.2333333,0.169793333,0.0082,1.029166667,42200,7590,130.75,1.771564185,10.6,19.46153846
2013,Clark Fork River above Flathead,FH,7/31/2013,13-Jul,21.35714286,8.823529412,16.3,8.43,151.32,9.04,2.075644573,73,10.405,3.53,0.068761565,0.390486726,16.73893805,,140,FH,7/26/2013,,0.011606667,0.003883333,8.453333333,211.6666667,20.8,137.5666667,0.154586667,0.00904,1.083333333,32700,7590,72.66666667,1.627178981,8.823529412,21.35714286
2013,Clark Fork River above Flathead,FH,8/31/2013,13-Aug,15.57142857,7.25,16.3,8.43,151.32,9.04,2.075644573,106,10.405,3.53,0.068761565,0.390486726,16.73893805,,141,FH,8/28/2013,0.00873,0.011005833,0.003706667,8.453333333,219.3333333,20.15,142.5583333,0.154586667,0.00904,1.049166667,32700,7590,105.75,1.627178981,7.25,15.57142857
2014,Clark Fork River above Flathead,FH,8/15/2014,14-Aug,22.66666667,12.65294118,15.5,8.06,178.6666667,9.733333333,2.324186854,82,8.733333333,3.366666667,0.048880597,0.345890411,18.35616439,,157,FH,8/17/2014,0.0114,0.009966667,0.004333333,7.93,195.5416667,18.85,127.0583333,0.159,0.009733333,2.57,41000,7590,83.89018088,1.754610377,12.65294118,22.66666667
2015,Clark Fork River above Flathead,FH,8/2/2015,15-Aug,36.25,20.2,20.55,8.58,168.5,10.55,1.496592528,63,7.65,2.2,0.045400593,0.208530806,15.97156398,,165,FH,8/6/2015,0.00725,0.00655,0.0022,8.58,196.875,19.525,128.05,0.1685,0.01005,0.97,17000,7590,64.5,1.308385478,20.2,36.25
2015,Clark Fork River above Flathead,FH,9/6/2015,15-Sep,57.85714286,26.14285714,20.55,8.58,168.5,10.55,1.496592528,99,7.65,2.2,0.045400593,0.208530806,15.97156398,,166,FH,9/12/2015,0.00765,0.00575,,8.58,226.025,16.375,147.075,0.1685,0.01005,1.4975,17000,7590,101.6,1.308385478,26.14285714,57.85714286
2016,Clark Fork River above Flathead,FH,7/29/2016,16-Jul,11.2,5.525,17,8.365,152.5,9.6,1.655429841,75,6.55,0.85,0.04295082,0.088541667,15.88541667,,184,FH,7/23/2016,0.0211,0.0096,0.0012,8.345,192.05,18.8,124.8,0.1335,0.0096,0.86,20800,7590,74.5,1.39939565,5.525,11.2
2016,Clark Fork River above Flathead,FH,9/3/2016,16-Sep,13.75,15.03333333,17,8.365,152.5,9.6,1.655429841,121,6.55,0.85,0.04295082,0.088541667,15.88541667,,185,FH,9/10/2016,0.020675,0.007275,0.0009375,8.345,225.7,15.5,146.75,0.1335,0.0096,1.3,20800,7590,123.9166667,1.39939565,15.03333333,13.75
2017,Clark Fork River above Flathead,FH,8/1/2017,17-Aug,10.9,5.76875,19,8.305,182.5,7.9,2.132007164,63,27.75,1.6,0.152054795,0.202531646,23.10126582,,198,FH,8/6/2017,0.020575,0.0236,0.001575,8.14,216.025,19.55,140.2,0.1365,0.0079,0.99825,34500,7590,64.5,1.656503812,5.76875,10.9
2017,Clark Fork River above Flathead,FH,9/2/2017,17-Sep,20.43333333,11.72857143,19,8.305,182.5,7.9,2.132007164,95,27.75,1.6,0.152054795,0.202531646,23.10126582,,199,FH,9/9/2017,0.020275,0.024775,0.0016,8.14,236.575,16.775,153.725,0.1365,0.0079,1.17575,34500,7590,98,1.656503812,11.72857143,20.43333333
2018,Clark Fork River above Flathead,FH,8/3/2018,18-Aug,15.92105263,7.945,13.75,8.215,133.5,12.55,2.804569958,88,11.4,3.1,0.085393258,0.247011952,10.6374502,,217,FH,8/10/2018,0.010691667,0.017866667,0.0031,8.2,223.7,18.5,145.425,0.1335,0.010366667,2.0675,59700,7590,90.91666667,1.988737754,7.945,15.92105263
2018,Clark Fork River above Flathead,FH,9/5/2018,18-Sep,29.8047619,13.1047619,13.75,8.215,133.5,12.55,2.804569958,118,11.4,3.1,0.085393258,0.247011952,10.6374502,,218,FH,9/8/2018,0.018675,0.021691667,0.001,8.2,248.275,15.85,161.375,0.1335,0.010366667,1.0925,59700,7590,119.5,1.988737754,13.1047619,29.8047619
2019,Clark Fork River above Flathead,FH,8/2/2019,19-Aug,16.581,9.007,15.2,8.46,136.6666667,8,2.352359844,79,11.66666667,16.66666667,0.085365854,1,17.08333334,,231,FH,8/9/2019,0.0225,0.012583333,0.020083333,8.45,227.85,18.975,148.0375,0.115,0.008,2.225,42000,7590,82.38888889,1.768761072,9.007,16.581
2019,Clark Fork River above Flathead,FH,9/1/2019,19-Sep,24.56,10.465,15.2,8.46,136.6666667,8,2.352359844,111,11.66666667,16.66666667,0.085365854,1,17.08333334,,232,FH,9/9/2019,0.019925,0.009833333,0.013583333,8.45,256.375,17.875,166.75,0.115,0.008,3.755,42000,7590,113.25,1.768761072,10.465,24.56
2020,Clark Fork River above Flathead,FH,8/3/2020,20-Aug,16.75333333,8.275714286,19.2,8.075,120,6,2.377430107,76,8,3,0.066666667,0.5,20,,246,FH,8/10/2020,,0.0065,0.002,8.075,220.7,18.95,,0.09,0.006,2.2775,42900,7590,80.83333333,1.781305896,8.275714286,16.75333333
2020,Clark Fork River above Flathead,FH,9/2/2020,20-Sep,16.49809524,8.197619048,19.2,8.075,120,6,2.377430107,107,8,3,0.066666667,0.5,20,,247,FH,9/9/2020,0.02,0.009375,0.0035,8.075,251.15,16.275,,0.09,0.006,1.4425,42900,7590,110.8333333,1.781305896,8.197619048,16.49809524
2021,Clark Fork River above Flathead,FH,8/4/2021,21-Aug,19.4047619,9.538095238,18.1,8.36,130,8,2.043660463,64,23.66666667,25,0.182051282,1,16.25,,263,FH,8/17/2021,0.02,0.014833333,0.025,8.525,233.65,14.025,,0.193333333,0.008,2.6025,31700,7590,72,1.610420025,9.538095238,19.4047619
2021,Clark Fork River above Flathead,FH,9/3/2021,21-Sep,50.76190476,19.23809524,,,193.3333333,33.66666667,2.043660463,93,23.66666667,25,0.122413793,0.742574257,5.742574256,,264,FH,9/13/2021,0.02,0.008,,8.525,260.5,15.775,,0.193333333,0.008,2.4425,31700,7590,99,1.610420025,19.23809524,50.76190476
2022,Clark Fork River above Flathead,FH,8/1/2022,22-Aug,7.713405882,4.041176471,15.05,8.24,150,6,2.168768617,54,7,2,0.046666667,0.333333333,25,,280,FH,8/12/2022,0.02,0.01175,0.01025,7.95,198.4166667,19.06666667,,0.15,0.029333333,2.47,35700,7590,60.375,1.675491183,4.041176471,7.713405882
2022,Clark Fork River above Flathead,FH,9/2/2022,22-Sep,20.48092381,9.674761905,15.05,8.24,150,6,2.168768617,87,7,2,0.046666667,0.333333333,25,,281,FH,9/11/2022,0.02,0.01375,0.00975,7.95,241.0666667,17.39166667,,0.15,0.029333333,1.3975,35700,7590,90.75,1.675491183,9.674761905,20.48092381
2008,Clark Fork River above Little Blackfoot,GR,8/1/2008,8-Aug,129.1,102.315,,,,,,,NA,NA,,,,,73,GR,8/10/2008,0.013333333,0.0045,,8.6,419,17.76666667,222.8,0.325,0.021,2.72,,,,,102.315,129.1
2008,Clark Fork River above Little Blackfoot,GR,9/1/2008,8-Sep,134.8,36.17,,,,,,,NA,NA,,,,,72,GR,9/9/2008,0.01,0.0235,,8.6,471.1666667,14.325,250.5833333,0.325,0.021,2.411666667,,,,,36.17,134.8
2009,Clark Fork River above Little Blackfoot,GR,8/1/2009,9-Aug,102.2047619,95.22,17.73333333,8.35,262,35.73666667,2.293307493,67,14.30666667,15.94,0.054605598,0.446040481,7.331405652,,87,GR,8/7/2009,0.006436667,0.012704583,0.018618,8.38,385,18.5,204.6166667,0.32525,0.035736667,4.585,1420,270,67.66666667,1.739034482,95.22,102.2047619
2009,Clark Fork River above Little Blackfoot,GR,9/6/2009,9-Sep,126.2857143,60.65,17.73333333,8.35,262,35.73666667,2.293307493,98,14.30666667,15.94,0.054605598,0.446040481,7.331405652,,86,GR,9/7/2009,0.008001667,0.010178333,0.012443333,8.38,438,18.55,232.6666667,0.32525,0.035736667,2.568333333,1420,270,98.5,1.739034482,60.65,126.2857143
2010,Clark Fork River above Little Blackfoot,GR,8/1/2010,10-Aug,64.14782609,67.80952381,14.53333333,8.443333333,363.3333333,88.53333333,2.708012802,48,14.6,37.63333333,0.040183486,0.425075301,4.103915662,,101,GR,8/6/2010,0.010775,0.0162875,0.031766667,8.08,363.6666667,19.7,194.1333333,0.306,0.088533333,13.64833333,1980,270,49,1.942825561,67.80952381,64.14782609
2010,Clark Fork River above Little Blackfoot,GR,9/10/2010,10-Sep,119.4666667,59.95,14.53333333,8.443333333,363.3333333,88.53333333,2.708012802,83,14.6,37.63333333,0.040183486,0.425075301,4.103915662,,100,GR,9/9/2010,0.00955,0.024083333,0.027883333,8.08,413.6666667,17.33333333,219.6666667,0.306,0.088533333,13.26333333,1980,270,83,1.942825561,59.95,119.4666667
2011,Clark Fork River above Little Blackfoot,GR,8/1/2011,11-Aug,50.66666667,13,11.8,8.565,305,51.56666667,3.079201436,59,65.8,31.5,0.215737705,0.610859728,5.914673561,,114,GR,8/9/2011,0.013466667,0.052133333,0.0295,8.25,298.05,16.2,193.8,0.296,0.051566667,7.765,2560,270,60,2.116534736,13,50.66666667
2011,Clark Fork River above Little Blackfoot,GR,9/3/2011,11-Sep,65.26666667,16.66666667,11.8,8.565,305,51.56666667,3.079201436,90,65.8,31.5,0.215737705,0.610859728,5.914673561,,115,GR,9/10/2011,0.0135,0.0611,0.023575,8.25,357.8083333,14.35,232.5916667,0.296,0.051566667,3.103333333,2560,270,92,2.116534736,16.66666667,65.26666667
2012,Clark Fork River above Little Blackfoot,GR,7/31/2012,12-Jul,85.19047619,72.61904762,,,290.65,48.0775,1.923538406,47,1.78,19.3825,0.006124204,0.403151162,6.045447455,,129,GR,7/21/2012,0.00955375,0.013525,0.02191875,8.383333333,345.2833333,16.65833333,224.4083333,0.29065,0.02873,3.915,999,270,45.4,1.546680374,72.61904762,85.19047619
2012,Clark Fork River above Little Blackfoot,GR,9/1/2012,12-Sep,147.7619048,57.0952381,,,290.65,48.0775,1.923538406,89,1.78,19.3825,0.006124204,0.403151162,6.045447455,,128,GR,9/4/2012,0.0094,,0.006783333,8.383333333,424.4416667,14.175,275.8333333,0.29065,0.02873,2.174166667,999,270,90.75,1.546680374,57.0952381,147.7619048
2013,Clark Fork River above Little Blackfoot,GR,6/28/2013,13-Jun,63.13636364,61.95652174,14.9,8.265,269.29,27.52333333,1.207998038,29,1.373333333,16.33666667,0.00509983,0.593556982,9.784062009,,142,GR,6/28/2013,0.01894,0.001505,0.018715,8.47,453.95,18.65,295.1,0.281795,0.027523333,1.31,394,270,29,1.134255305,61.95652174,63.13636364
2013,Clark Fork River above Little Blackfoot,GR,8/4/2013,13-Aug,196.8888889,107.0740741,14.9,8.265,269.29,27.52333333,1.207998038,69,1.373333333,16.33666667,0.00509983,0.593556982,9.784062009,,143,GR,8/9/2013,0.013233333,0.001439167,0.017525833,8.47,470.275,17.6,305.65,0.281795,0.027523333,1.415,394,270,71.5,1.134255305,107.0740741,196.8888889
2013,Clark Fork River above Little Blackfoot,GR,9/1/2013,13-Sep,150.0689655,71.71428571,14.9,8.265,269.29,27.52333333,1.207998038,96,1.373333333,16.33666667,0.00509983,0.593556982,9.784062009,,144,GR,9/6/2013,0.008283333,0.005199167,0.016255833,8.47,492.875,15.725,320.275,0.281795,0.027523333,1.8025,394,270,99,1.134255305,71.71428571,150.0689655
2014,Clark Fork River above Little Blackfoot,GR,8/14/2014,14-Aug,95.61363636,105.9522727,18,8.325,263.3333333,31.4,1.903213656,46,1.65,17.63333333,0.006265823,0.561571125,8.386411889,,158,GR,8/12/2014,0.010725,0.013425,0.022516667,8.325,387.95,18.275,252.375,0.356,0.0314,4.18,978,270,45.44074074,1.535765935,105.9522727,95.61363636
2015,Clark Fork River above Little Blackfoot,GR,7/1/2015,15-Jul,75.12,135.88,11.5,8.2,212.5,24.03333333,1.728840331,30,5.925,6.933333333,0.027882353,0.288488211,8.84188627,,167,GR,7/8/2015,0.0087,0.00165,0.01085,8.225,377.7,17.35,245.7,0.3175,0.024033333,1.885,807,270,35,1.440466813,135.88,75.12
2015,Clark Fork River above Little Blackfoot,GR,8/1/2015,15-Aug,312.1904762,183.5714286,11.5,8.2,212.5,24.03333333,1.728840331,63,5.925,6.933333333,0.027882353,0.288488211,8.84188627,,168,GR,8/7/2015,0.0116875,0.0037875,0.008891667,8.225,427.55,15.85,278.05,0.3175,0.024033333,1.735,807,270,65.16666667,1.440466813,183.5714286,312.1904762
2015,Clark Fork River above Little Blackfoot,GR,9/5/2015,15-Sep,129.1904762,45.85714286,11.5,8.2,212.5,24.03333333,1.728840331,98,5.925,6.933333333,0.027882353,0.288488211,8.84188627,,169,GR,9/10/2015,0.0142875,0.0162875,0.006216667,8.225,479.925,12.925,312.025,0.3175,0.024033333,2.6475,807,270,99.5,1.440466813,45.85714286,129.1904762
2016,Clark Fork River above Little Blackfoot,GR,7/17/2016,16-Jul,195.4755556,170.2084444,11.2,8.24,279.6666667,30.16666667,1.488225391,49,1.766666667,10.43333333,0.006317044,0.345856353,9.270718232,,186,GR,7/15/2016,0.0219,0.00125,0.0231,8.15,438.3,15.55,284.7,0.285,0.030166667,1.37,598,270,48.11111111,1.303504315,170.2084444,195.4755556
2016,Clark Fork River above Little Blackfoot,GR,9/4/2016,16-Sep,125.1761905,52.92285714,11.2,8.24,279.6666667,30.16666667,1.488225391,102,1.766666667,10.43333333,0.006317044,0.345856353,9.270718232,,187,GR,9/13/2016,0.0171125,0.018333333,0.008941667,8.15,464.45,12.225,301.925,0.285,0.030166667,1.2025,598,270,108,1.303504315,52.92285714,125.1761905
2017,Clark Fork River above Little Blackfoot,GR,7/5/2017,17-Jul,34,27.72857143,10.9,8.23,321,17.4,2.610520028,25,74.35,4.55,0.231619938,0.261494253,18.44827586,,200,GR,7/11/2017,0.0135,0.0025,0.0151,8.235,398.05,19,258.7,0.2845,0.0174,2.15,1840,270,27.25,1.89591132,27.72857143,34
2017,Clark Fork River above Little Blackfoot,GR,8/2/2017,17-Aug,116.2428571,167.6380952,10.9,8.23,321,17.4,2.610520028,54,74.35,4.55,0.231619938,0.261494253,18.44827586,,201,GR,8/9/2017,0.013016667,0.038425,0.009825,8.235,435.5,17.6,283.05,0.2845,0.0174,1.5125,1840,270,56.88888889,1.89591132,167.6380952,116.2428571
2017,Clark Fork River above Little Blackfoot,GR,9/3/2017,17-Sep,77.34090909,139.9227273,10.9,8.23,321,17.4,2.610520028,84,74.35,4.55,0.231619938,0.261494253,18.44827586,,202,GR,9/7/2017,0.013116667,0.127575,0.007725,8.235,480.025,13.55,312,0.2845,0.0174,1.77,1840,270,85.5,1.89591132,139.9227273,77.34090909
2018,Clark Fork River above Little Blackfoot,GR,8/4/2018,18-Aug,94.70625,58.51875,12.9,8.285,337.3333333,28.06666667,3.01232038,50,65.86666667,7.633333333,0.195256917,0.271971496,12.01900237,,219,GR,8/11/2018,0.01545,0.045708333,0.013991667,8.28,382.975,17.35,248.95,0.324,0.028066667,3.3775,2450,270,52.08333333,2.085774915,58.51875,94.70625
2018,Clark Fork River above Little Blackfoot,GR,9/4/2018,18-Sep,229.275,69.89,12.9,8.285,337.3333333,28.06666667,3.01232038,78,65.86666667,7.633333333,0.195256917,0.271971496,12.01900237,,220,GR,9/7/2018,0.02215,0.077583333,0.007766667,8.28,434.7,14.475,282.575,0.324,0.028066667,2.6475,2450,270,79.5,2.085774915,69.89,229.275
