"","date_yearmon","Site","Ammonia","Kjeldahl nitrogen","Nitrate + Nitrite","pH","Specific conductance","Temperature, water","Total dissolved solids","Total Phosphorus, mixed forms","Total Nitrogen, mixed forms","Turbidity","Weight","Chlorophyll a, corrected for pheophytin"
"387",Aug 2001,"Clark Fork River above Little Blackfoot",NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",Sep 2001,"Clark Fork River above Little Blackfoot",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",Oct 2001,"Clark Fork River above Little Blackfoot",NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",Nov 2001,"Clark Fork River above Little Blackfoot",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",Dec 2001,"Clark Fork River above Little Blackfoot",NA,0.4,NA,8.02,547,0.9,274,NA,NA,5.04,NA,NA
"392",Jan 2002,"Clark Fork River above Little Blackfoot",NA,0.3,NA,8.48,552,0.2,276,NA,NA,5.04,NA,NA
"393",Mar 2002,"Clark Fork River above Little Blackfoot",NA,0.4,NA,8.31,559,0.9,280,NA,NA,9.11,NA,NA
"394",Apr 2002,"Clark Fork River above Little Blackfoot",NA,0.466666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",May 2002,"Clark Fork River above Little Blackfoot",NA,0.3,NA,7.98,477,14.4,241,NA,NA,10.1,NA,NA
"396",Jun 2002,"Clark Fork River above Little Blackfoot",NA,1,NA,8.8,399,17.8,201,NA,NA,14,NA,NA
"397",Jul 2002,"Clark Fork River above Little Blackfoot",NA,0.233333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",Aug 2002,"Clark Fork River above Little Blackfoot",NA,0.233333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",Sep 2002,"Clark Fork River above Little Blackfoot",NA,0.233333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",Jun 2003,"Clark Fork River above Little Blackfoot",NA,0.45,NA,7.96,339.5,16.6,181.9,NA,NA,10.83,NA,NA
"401",Jul 2003,"Clark Fork River above Little Blackfoot",NA,0.45,NA,8.01,443.5,20.6,235.5,NA,NA,2.025,NA,NA
"402",Aug 2003,"Clark Fork River above Little Blackfoot",NA,0.225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",Sep 2003,"Clark Fork River above Little Blackfoot",NA,0.433333333333333,NA,8.27666666666667,505.333333333333,13.3333333333333,268.333333333333,NA,NA,4.22666666666667,NA,NA
"404",May 2004,"Clark Fork River above Little Blackfoot",NA,0.3,NA,8.4,502,12.4,NA,NA,NA,5.5,NA,NA
"405",Jun 2004,"Clark Fork River above Little Blackfoot",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",Jul 2004,"Clark Fork River above Little Blackfoot",NA,0.5,NA,8.41,491.5,18.7,NA,NA,NA,2.085,NA,NA
"407",Aug 2004,"Clark Fork River above Little Blackfoot",NA,0.45,NA,8.305,505,16.15,NA,NA,NA,7.515,NA,NA
"408",Sep 2004,"Clark Fork River above Little Blackfoot",NA,0.4,NA,8.29,507.5,11.95,NA,NA,NA,5.49,NA,NA
"409",Jan 2005,"Clark Fork River above Little Blackfoot",NA,0.5,NA,7.23,606,2,NA,NA,NA,24.7,NA,NA
"410",Feb 2005,"Clark Fork River above Little Blackfoot",NA,0.4,NA,8.24,553,2.3,NA,NA,NA,11.5,NA,NA
"411",Mar 2005,"Clark Fork River above Little Blackfoot",NA,0.5,NA,8.45,576,5.9,NA,NA,NA,9.1,NA,NA
"412",Apr 2005,"Clark Fork River above Little Blackfoot",NA,0.3,NA,8.21,579,9.6,NA,NA,NA,6.2,NA,NA
"413",May 2005,"Clark Fork River above Little Blackfoot",NA,0.8,NA,7.88,531,13.6,NA,NA,NA,24.6,NA,NA
"414",Jun 2005,"Clark Fork River above Little Blackfoot",NA,0.55,NA,NA,547,14.5,NA,NA,NA,17.75,NA,NA
"415",Jul 2005,"Clark Fork River above Little Blackfoot",NA,0.533333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",Aug 2005,"Clark Fork River above Little Blackfoot",NA,0.233333333333333,NA,8.84666666666667,459.666666666667,16.9,NA,NA,NA,0.933333333333333,NA,NA
"417",Sep 2005,"Clark Fork River above Little Blackfoot",NA,0.15,NA,8.755,483,11.1,NA,NA,NA,2.75,NA,NA
"418",Oct 2005,"Clark Fork River above Little Blackfoot",NA,0.9,NA,8.64,533,11.1,NA,NA,NA,NA,NA,NA
"419",Nov 2005,"Clark Fork River above Little Blackfoot",NA,0.4,NA,NA,418,0,NA,NA,NA,NA,NA,NA
"420",Dec 2005,"Clark Fork River above Little Blackfoot",NA,0.3,NA,NA,585,0,NA,NA,NA,NA,NA,NA
"421",Jun 2006,"Clark Fork River above Little Blackfoot",NA,0.575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",Jul 2006,"Clark Fork River above Little Blackfoot",NA,0.3,NA,8.285,450,21.55,NA,NA,NA,2.13,NA,NA
"423",Aug 2006,"Clark Fork River above Little Blackfoot",NA,0.266666666666667,NA,8.53666666666667,481,16.6333333333333,NA,NA,NA,1.07,NA,NA
"424",Sep 2006,"Clark Fork River above Little Blackfoot",NA,NA,NA,8.475,521,13.75,NA,NA,NA,3.24,NA,NA
"425",Jun 2007,"Clark Fork River above Little Blackfoot",NA,0.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",Jul 2007,"Clark Fork River above Little Blackfoot",NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",Aug 2007,"Clark Fork River above Little Blackfoot",NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",Sep 2007,"Clark Fork River above Little Blackfoot",NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",Jun 2008,"Clark Fork River above Little Blackfoot",NA,0.5,NA,8.305,260.05,13.15,138.25,NA,NA,18.4,NA,NA
"430",Jul 2008,"Clark Fork River above Little Blackfoot",NA,0.325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",Aug 2008,"Clark Fork River above Little Blackfoot",NA,0.2,NA,8.38666666666667,471.333333333333,16.3,250.666666666667,NA,NA,1.64333333333333,NA,NA
"432",Sep 2008,"Clark Fork River above Little Blackfoot",NA,0.25,NA,8.965,471,12.35,250.5,NA,NA,3.18,NA,NA
