"","date_yearmon","Site","ActivityStartDate","Ammonia","Chlorophyll a, corrected for pheophytin","Kjeldahl nitrogen","Nitrate + Nitrite","Orthophosphate","pH","Specific conductance","Temperature, water","Total dissolved solids","Total Nitrogen, mixed forms","Total Phosphorus, mixed forms","Turbidity","Weight"
"435",Aug 2015,"Clark Fork River above Missoula",2015-08-03,NA,61.7619047619048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.047619047619
"436",Sep 2015,"Clark Fork River above Missoula",2015-09-04,NA,76.0952380952381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.952380952381
"437",Jul 2016,"Clark Fork River above Missoula",2016-07-12,NA,114.755813953488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.1009302325581
"438",Aug 2016,"Clark Fork River above Missoula",2016-08-31,NA,67.7619047619048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.4857142857143
"439",Jul 2017,"Clark Fork River above Missoula",2017-07-06,NA,28.3611111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2444444444444
"440",Aug 2017,"Clark Fork River above Missoula",2017-08-04,NA,106.614285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.6
"441",Sep 2017,"Clark Fork River above Missoula",2017-09-01,NA,68.8285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.5333333333333
"442",Aug 2018,"Clark Fork River above Missoula",2018-08-06,NA,97.5476190476191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.1238095238095
"443",Sep 2018,"Clark Fork River above Missoula",2018-09-10,NA,66.7571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1428571428571
"444",Jul 2019,"Clark Fork River above Missoula",2019-07-20,NA,122.800609756098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.8401951219512
"445",Aug 2019,"Clark Fork River above Missoula",2019-08-04,NA,108.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.4361904761905
"446",Sep 2019,"Clark Fork River above Missoula",2019-09-02,NA,101.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7142857142857
"447",Aug 2020,"Clark Fork River above Missoula",2020-08-06,NA,119.346666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.93375
"448",Sep 2020,"Clark Fork River above Missoula",2020-09-03,NA,92.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9171428571429
"449",Aug 2021,"Clark Fork River above Missoula",2021-08-05,NA,196.857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.1904761904762
"450",Sep 2021,"Clark Fork River above Missoula",2021-09-04,NA,103.761904761905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.3333333333333
"451",Jul 2022,"Clark Fork River above Missoula",2022-07-24,NA,88.9281756097561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.7073170731707
"452",Sep 2022,"Clark Fork River above Missoula",2022-09-01,NA,95.7108761904762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7142857142857
"453",Aug 2008,"Clark Fork River at Bonita",2008-08-01,NA,112.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.72
"454",Sep 2008,"Clark Fork River at Bonita",2008-09-01,NA,259.473684210526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.3
"455",Aug 2009,"Clark Fork River at Bonita",2009-08-01,NA,144.857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111.7
"456",Sep 2009,"Clark Fork River at Bonita",2009-09-06,NA,225.619047619048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.35
"457",Aug 2010,"Clark Fork River at Bonita",2010-08-01,NA,61.9894736842105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.6842105263158
"458",Sep 2010,"Clark Fork River at Bonita",2010-09-10,NA,138.357142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.45
"459",Aug 2011,"Clark Fork River at Bonita",2011-08-01,NA,34.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4444444444444
"460",Sep 2011,"Clark Fork River at Bonita",2011-09-03,NA,69.5555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2
"461",Jul 2012,"Clark Fork River at Bonita",2012-07-31,NA,216.142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.761904761905
"462",Sep 2012,"Clark Fork River at Bonita",2012-09-01,NA,167.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.2857142857143
"463",Jun 2013,"Clark Fork River at Bonita",2013-06-28,NA,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.0952380952381
"464",Aug 2013,"Clark Fork River at Bonita",2013-08-04,NA,111.952380952381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.6190476190476
"465",Sep 2013,"Clark Fork River at Bonita",2013-09-01,NA,119.619047619048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.4761904761905
"466",Aug 2014,"Clark Fork River at Bonita",2014-08-16,NA,129.372093023256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.1976744186046
"467",Jul 2015,"Clark Fork River at Bonita",2015-07-01,NA,68.9047619047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.7619047619048
"468",Aug 2015,"Clark Fork River at Bonita",2015-08-01,NA,179.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.9
"469",Sep 2015,"Clark Fork River at Bonita",2015-09-07,NA,57.0476190476191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5238095238095
"470",Jul 2016,"Clark Fork River at Bonita",2016-07-17,NA,185.351351351351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.800810810811
"471",Sep 2016,"Clark Fork River at Bonita",2016-09-04,NA,96.2727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.1045454545455
"472",Jul 2017,"Clark Fork River at Bonita",2017-07-05,NA,21.7352941176471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.0823529411765
"473",Aug 2017,"Clark Fork River at Bonita",2017-08-02,NA,25.8619047619048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.0428571428571
"474",Sep 2017,"Clark Fork River at Bonita",2017-09-03,NA,58.452380952381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.1619047619048
"475",Aug 2018,"Clark Fork River at Bonita",2018-08-04,NA,24.3714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.9714285714286
"476",Sep 2018,"Clark Fork River at Bonita",2018-09-04,NA,65.2285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6761904761905
"477",Jul 2019,"Clark Fork River at Bonita",2019-07-23,NA,69.4168888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.5528
"478",Aug 2019,"Clark Fork River at Bonita",2019-08-30,NA,117.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.8133333333333
"479",Jul 2020,"Clark Fork River at Bonita",2020-07-24,NA,55.5865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.2117647058824
"480",Aug 2020,"Clark Fork River at Bonita",2020-08-05,NA,69.3933333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.5190476190476
"481",Sep 2020,"Clark Fork River at Bonita",2020-09-01,NA,144.493333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.922380952381
"482",Jul 2021,"Clark Fork River at Bonita",2021-07-13,NA,186.272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137.136363636364
"483",Aug 2021,"Clark Fork River at Bonita",2021-08-03,NA,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.4285714285714
"484",Sep 2021,"Clark Fork River at Bonita",2021-09-01,NA,185.761904761905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.6190476190476
"485",Jul 2022,"Clark Fork River at Bonita",2022-07-15,NA,66.8821666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.6190476190476
"486",Aug 2022,"Clark Fork River at Bonita",2022-08-03,NA,145.048280952381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7142857142857
"487",Sep 2022,"Clark Fork River at Bonita",2022-09-01,NA,87.8959476190476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2380952380952
"488",Aug 2008,"Clark Fork River at Deer Lodge",2008-08-01,NA,172.071428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.7714285714286
"489",Sep 2008,"Clark Fork River at Deer Lodge",2008-09-01,NA,200.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.145
"490",Aug 2009,"Clark Fork River at Deer Lodge",2009-08-01,NA,181.047619047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.1
"491",Sep 2009,"Clark Fork River at Deer Lodge",2009-09-06,NA,502.904761904762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.8
"492",Aug 2010,"Clark Fork River at Deer Lodge",2010-08-01,NA,54.8684210526316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.375
"493",Sep 2010,"Clark Fork River at Deer Lodge",2010-09-10,NA,155.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46
"494",Aug 2011,"Clark Fork River at Deer Lodge",2011-08-01,NA,66.1904761904762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2380952380952
"495",Sep 2011,"Clark Fork River at Deer Lodge",2011-09-03,NA,44.7647058823529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1111111111111
"496",Jul 2012,"Clark Fork River at Deer Lodge",2012-07-31,NA,110.095238095238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.0476190476191
"497",Sep 2012,"Clark Fork River at Deer Lodge",2012-09-01,NA,180.714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.3333333333333
"498",Jun 2013,"Clark Fork River at Deer Lodge",2013-06-28,NA,244.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.35
"499",Aug 2013,"Clark Fork River at Deer Lodge",2013-08-04,NA,331.448275862069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110.571428571429
"500",Sep 2013,"Clark Fork River at Deer Lodge",2013-09-01,NA,168.115384615385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.9615384615385
"501",Aug 2014,"Clark Fork River at Deer Lodge",2014-08-16,NA,225.066666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.1333333333333
"502",Jul 2015,"Clark Fork River at Deer Lodge",2015-07-01,NA,188.904761904762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.1904761904762
"503",Aug 2015,"Clark Fork River at Deer Lodge",2015-08-01,NA,235.285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.142857142857
"504",Sep 2015,"Clark Fork River at Deer Lodge",2015-09-05,NA,158.380952380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.8571428571429
"505",Jul 2016,"Clark Fork River at Deer Lodge",2016-07-17,NA,389.102325581395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.621162790698
"506",Sep 2016,"Clark Fork River at Deer Lodge",2016-09-04,NA,260.690476190476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.25
"507",Jul 2017,"Clark Fork River at Deer Lodge",2017-07-05,NA,105.97619047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.1
"508",Aug 2017,"Clark Fork River at Deer Lodge",2017-08-02,NA,190.585714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5619047619048
"509",Sep 2017,"Clark Fork River at Deer Lodge",2017-09-03,NA,76.8666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.252380952381
"510",Aug 2018,"Clark Fork River at Deer Lodge",2018-08-04,NA,75.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.4846153846154
"511",Sep 2018,"Clark Fork River at Deer Lodge",2018-09-04,NA,74.2333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.5952380952381
"512",Jul 2019,"Clark Fork River at Deer Lodge",2019-07-22,NA,201.985260771429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.8725623583333
"513",Aug 2019,"Clark Fork River at Deer Lodge",2019-08-30,NA,188.972727273913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.8909090908696
"514",Jul 2020,"Clark Fork River at Deer Lodge",2020-07-24,NA,103.028666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.006
"515",Aug 2020,"Clark Fork River at Deer Lodge",2020-08-05,NA,274.349375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.960625
"516",Sep 2020,"Clark Fork River at Deer Lodge",2020-09-01,NA,101.877142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.1595238095238
"517",Jul 2021,"Clark Fork River at Deer Lodge",2021-07-13,NA,120.428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.9047619047619
"518",Aug 2021,"Clark Fork River at Deer Lodge",2021-08-03,NA,139.571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.1904761904762
"519",Sep 2021,"Clark Fork River at Deer Lodge",2021-09-02,NA,101.487804878049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.8095238095238
"520",Jul 2022,"Clark Fork River at Deer Lodge",2022-07-15,NA,187.839265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.55
"521",Aug 2022,"Clark Fork River at Deer Lodge",2022-08-03,NA,175.938995833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.0833333333333
"522",Sep 2022,"Clark Fork River at Deer Lodge",2022-09-03,NA,208.5242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.695652173913
"523",Aug 2008,"Clark Fork River at Huson",2008-08-01,NA,11.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.205
"524",Sep 2008,"Clark Fork River at Huson",2008-09-01,NA,43.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.725
"525",Aug 2009,"Clark Fork River at Huson",2009-08-02,NA,39.1904761904762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6
"526",Sep 2009,"Clark Fork River at Huson",2009-09-05,NA,51.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.5789473684211
"527",Aug 2010,"Clark Fork River at Huson",2010-08-01,NA,63.7454545454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.4285714285714
"528",Sep 2010,"Clark Fork River at Huson",2010-09-10,NA,93.3285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.15
"529",Aug 2011,"Clark Fork River at Huson",2011-08-02,NA,16.8095238095238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8
"530",Sep 2011,"Clark Fork River at Huson",2011-09-04,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6666666666667
"531",Aug 2012,"Clark Fork River at Huson",2012-08-01,NA,25.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.33333333333333
"532",Sep 2012,"Clark Fork River at Huson",2012-09-02,NA,47.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.38095238095238
"533",Jul 2013,"Clark Fork River at Huson",2013-07-31,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.28571428571429
"534",Aug 2013,"Clark Fork River at Huson",2013-08-31,NA,22.8571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.23809523809524
"535",Aug 2014,"Clark Fork River at Huson",2014-08-15,NA,25.3243243243243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.13421052631579
"536",Aug 2015,"Clark Fork River at Huson",2015-08-02,NA,15.8888888888889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.1
"537",Sep 2015,"Clark Fork River at Huson",2015-09-06,NA,93.7619047619048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.047619047619
"538",Jul 2016,"Clark Fork River at Huson",2016-07-29,NA,40.0714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.7
"539",Sep 2016,"Clark Fork River at Huson",2016-09-03,NA,70.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6047619047619
"540",Aug 2017,"Clark Fork River at Huson",2017-08-01,NA,25.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.97
"541",Sep 2017,"Clark Fork River at Huson",2017-09-02,NA,35.1857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1714285714286
"542",Aug 2018,"Clark Fork River at Huson",2018-08-03,NA,26.8571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1380952380952
"543",Sep 2018,"Clark Fork River at Huson",2018-09-05,NA,28.7571428571429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.35714285714286
"544",Aug 2019,"Clark Fork River at Huson",2019-08-02,NA,29.04275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0455
"545",Sep 2019,"Clark Fork River at Huson",2019-09-01,NA,68.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.25
"546",Aug 2020,"Clark Fork River at Huson",2020-08-03,NA,35.8461904761905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6871428571429
"547",Sep 2020,"Clark Fork River at Huson",2020-09-02,NA,80.8466666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1538095238095
"548",Aug 2021,"Clark Fork River at Huson",2021-08-04,NA,62.9523809523809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.1904761904762
"549",Sep 2021,"Clark Fork River at Huson",2021-09-02,NA,363.714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8095238095238
"550",Aug 2022,"Clark Fork River at Huson",2022-08-01,NA,43.62551875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6875
"551",Sep 2022,"Clark Fork River at Huson",2022-09-02,NA,68.8747619047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.047619047619
"552",Aug 2008,"Clark Fork River below Missoula",2008-08-01,NA,62.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.315
"553",Sep 2008,"Clark Fork River below Missoula",2008-09-01,NA,73.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.565
"554",Aug 2009,"Clark Fork River below Missoula",2009-08-03,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.75
"555",Sep 2009,"Clark Fork River below Missoula",2009-09-07,NA,360.761904761905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.7
"556",Aug 2010,"Clark Fork River below Missoula",2010-08-01,NA,66.4047619047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.5263157894737
"557",Sep 2010,"Clark Fork River below Missoula",2010-09-10,NA,138.828571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.95
"558",Aug 2011,"Clark Fork River below Missoula",2011-08-03,NA,44.2857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0952380952381
"559",Sep 2011,"Clark Fork River below Missoula",2011-09-05,NA,39.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.42857142857143
"560",Aug 2012,"Clark Fork River below Missoula",2012-08-02,NA,32.7619047619048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.047619047619
"561",Sep 2012,"Clark Fork River below Missoula",2012-09-03,NA,161.380952380952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.8095238095238
"562",Aug 2013,"Clark Fork River below Missoula",2013-08-01,NA,22.8095238095238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.04761904761905
"563",Sep 2013,"Clark Fork River below Missoula",2013-09-02,NA,81.4285714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4761904761905
"564",Jul 2014,"Clark Fork River below Missoula",2014-07-31,NA,44.1578947368421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.6368421052632
"565",Sep 2014,"Clark Fork River below Missoula",2014-09-01,NA,123.666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.5380952380952
"566",Jul 2015,"Clark Fork River below Missoula",2015-07-04,NA,228.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.375
"567",Aug 2015,"Clark Fork River below Missoula",2015-08-03,NA,100.238095238095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.7619047619048
"568",Sep 2015,"Clark Fork River below Missoula",2015-09-07,NA,76.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3333333333333
"569",Jul 2016,"Clark Fork River below Missoula",2016-07-13,NA,252.7425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.22975
"570",Sep 2016,"Clark Fork River below Missoula",2016-09-02,NA,285.761904761905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.0238095238095
"571",Jul 2017,"Clark Fork River below Missoula",2017-07-04,NA,13.5047619047619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.07142857142857
"572",Aug 2017,"Clark Fork River below Missoula",2017-08-05,NA,24.9904761904762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.58571428571429
"573",Sep 2017,"Clark Fork River below Missoula",2017-09-01,NA,175.838095238095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.0190476190476
"574",Aug 2018,"Clark Fork River below Missoula",2018-08-05,NA,42.5105263157895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4631578947368
"575",Sep 2018,"Clark Fork River below Missoula",2018-09-10,NA,148.361904761905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2666666666667
"576",Aug 2019,"Clark Fork River below Missoula",2019-08-03,NA,44.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.06725
"577",Sep 2019,"Clark Fork River below Missoula",2019-09-03,NA,253.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.55
"578",Aug 2020,"Clark Fork River below Missoula",2020-08-04,NA,55.1357142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.4209523809524
"579",Sep 2020,"Clark Fork River below Missoula",2020-09-02,NA,116.385714285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8833333333333
"580",Jul 2021,"Clark Fork River below Missoula",2021-07-14,NA,57.3333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.3809523809524
"581",Aug 2021,"Clark Fork River below Missoula",2021-08-02,NA,59.1904761904762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.047619047619
"582",Jul 2022,"Clark Fork River below Missoula",2022-07-25,NA,53.8609571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.7142857142857
"583",Sep 2022,"Clark Fork River below Missoula",2022-09-02,NA,116.164061904762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.047619047619
"584",Aug 2008,"Clark Fork River below Missoula",2008-08-24,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585",Aug 2022,"Clark Fork River above Flathead",2022-08-22,NA,NA,NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",Jul 2022,"Clark Fork River above Little Blackfoot",2022-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587",Jul 2022,"Clark Fork River at Bonita",2022-07-22,NA,NA,NA,21,22.5,8.395,441,22.05,NA,NA,60,8.14,NA
"588",Aug 2016,"Clark Fork River at Deer Lodge",2016-08-17,NA,NA,NA,NA,2.3,8.21,436.45,12.85,283700,NA,12.5,1.13,NA
"589",Jul 2022,"Clark Fork River at Deer Lodge",2022-07-13,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,45,NA,NA
"590",Sep 2009,"Clark Fork River at Huson",2009-09-06,NA,NA,NA,NA,2.97,NA,NA,NA,NA,NA,NA,NA,NA
"591",Aug 2022,"Clark Fork River at Huson",2022-08-22,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA
"592",Aug 2008,"Clark Fork River above Flathead",2008-08-21,NA,NA,NA,NA,NA,8.67666666666667,221,19.4666666666667,117333.333333333,NA,NA,1.36333333333333,NA
"593",Aug 2009,"Clark Fork River above Flathead",2009-08-15,NA,NA,NA,NA,NA,8.67666666666667,236,20.4333333333333,125333.333333333,NA,NA,1.3,NA
"594",Sep 2009,"Clark Fork River above Flathead",2009-09-10,NA,NA,NA,NA,NA,8.5,249.333333333333,20.1666666666667,132600,157,8.32666666666667,1.36,NA
"595",Aug 2010,"Clark Fork River above Flathead",2010-08-12,NA,NA,NA,NA,NA,8.41333333333333,235.666666666667,22.9,125533.333333333,NA,NA,1.39,NA
"596",Aug 2012,"Clark Fork River above Flathead",2012-08-18,NA,NA,NA,NA,NA,8.48666666666667,207.666666666667,19.0666666666667,134966.666666667,NA,NA,0.823333333333333,NA
"597",Aug 2014,"Clark Fork River above Flathead",2014-08-17,NA,NA,NA,NA,NA,8.17666666666667,237.733333333333,19.2,154666.666666667,NA,NA,1.44,NA
"598",Sep 2015,"Clark Fork River above Flathead",2015-09-15,NA,NA,NA,NA,NA,8.48,240.5,14.25,156650,NA,NA,1.955,NA
"599",Sep 2016,"Clark Fork River above Flathead",2016-09-12,NA,NA,NA,NA,NA,8.375,234.4,14,152450,NA,NA,1.52,NA
"600",Sep 2017,"Clark Fork River above Flathead",2017-09-11,NA,NA,NA,NA,NA,8.215,250.4,14.55,162850,NA,NA,1.435,NA
"601",Jul 2018,"Clark Fork River above Flathead",2018-07-18,NA,NA,NA,NA,NA,8.2,208.25,19.05,135500,NA,NA,3.155,NA
"602",Aug 2018,"Clark Fork River above Flathead",2018-08-12,NA,NA,NA,NA,NA,8.33,239.15,17.95,155350,NA,NA,0.98,NA
"603",Aug 2019,"Clark Fork River above Flathead",2019-08-14,NA,NA,NA,NA,NA,8.57,247.15,20.55,160550,NA,NA,2.32,NA
"604",Aug 2020,"Clark Fork River above Flathead",2020-08-18,NA,NA,NA,NA,NA,8.24,241.35,18.7,NA,NA,NA,1.18,NA
"605",Sep 2020,"Clark Fork River above Flathead",2020-09-14,NA,NA,NA,NA,NA,8.13,260.95,13.85,NA,NA,NA,1.705,NA
"606",Jul 2021,"Clark Fork River above Flathead",2021-07-13,NA,NA,NA,NA,NA,8.525,216,19.9,NA,NA,NA,2.955,NA
"607",Aug 2021,"Clark Fork River above Flathead",2021-08-23,NA,NA,NA,NA,NA,8.36,251.3,18.1,NA,NA,NA,2.25,NA
"608",Sep 2021,"Clark Fork River above Flathead",2021-09-22,NA,NA,NA,NA,NA,8.305,269.7,13.45,NA,NA,NA,2.635,NA
"609",Jul 2008,"Clark Fork River above Little Blackfoot",2008-07-16,NA,NA,NA,NA,NA,8.6,366.666666666667,19.2333333333333,194933.333333333,NA,NA,3.79666666666667,NA
"610",Jul 2009,"Clark Fork River above Little Blackfoot",2009-07-15,NA,NA,NA,NA,NA,8.38,340.666666666667,17.6333333333333,181233.333333333,NA,NA,6.36,NA
"611",Jun 2011,"Clark Fork River above Little Blackfoot",2011-06-25,NA,NA,NA,NA,NA,8.15,254.8,14.6,165400,NA,NA,13.75,NA
