"","date_yearmon","Site","ActivityStartDate","Ammonia","Chlorophyll a, corrected for pheophytin","Kjeldahl nitrogen","Nitrate + Nitrite","Orthophosphate","pH","Specific conductance","Temperature, water","Total dissolved solids","Total Nitrogen, mixed forms","Total Phosphorus, mixed forms","Turbidity","Weight"
"21",Jul 2013,"Clark Fork River above Flathead",2013-07-22,NA,NA,NA,11.6066666666667,3.88333333333333,8.45333333333333,211.666666666667,20.8,137566.666666667,154.586666666667,8.86666666666667,1.08333333333333,NA
"22",Aug 2013,"Clark Fork River above Flathead",2013-08-26,8.73,NA,NA,10.405,3.53,8.445,227,19.5,147550,151.32,9.04,1.015,NA
"23",Sep 2013,"Clark Fork River above Flathead",2013-09-19,11.23,NA,NA,8.93,2.73,8.43,248.7,16.3,161800,152.4,12.48,1.48,NA
"24",Jul 2014,"Clark Fork River above Flathead",2014-07-10,9.4,NA,NA,11.2,5.3,7.93,153.35,18.5,99450,159,13.95,3.7,NA
"25",Aug 2014,"Clark Fork River above Flathead",2014-08-20,13.4,NA,NA,8.73333333333333,3.36666666666667,NA,NA,NA,NA,178.666666666667,9.73333333333333,NA,NA
"26",Sep 2014,"Clark Fork River above Flathead",2014-09-18,10.8,NA,NA,7.7,4.1,8.06,280.7,15.5,182600,144.5,8.05,1.54,NA
"27",Jul 2015,"Clark Fork River above Flathead",2015-07-09,5.3,NA,NA,7.65,2.2,8.58,182.2,20.55,118600,168.5,10.55,0.9,NA
"28",Aug 2015,"Clark Fork River above Flathead",2015-08-11,9.2,NA,NA,5.45,NA,8.525,211.55,18.5,137500,187,10.05,1.04,NA
"29",Sep 2015,"Clark Fork River above Flathead",2015-09-16,6.1,NA,NA,6.05,NA,NA,NA,NA,NA,186.666666666667,12.0333333333333,NA,NA
"30",Jul 2016,"Clark Fork River above Flathead",2016-07-18,21.1,NA,NA,9.6,1.2,8.345,192.05,18.8,124800,133.5,8.7,0.86,NA
"31",Aug 2016,"Clark Fork River above Flathead",2016-08-18,13.75,NA,NA,6.55,0.85,8.365,217,17,141050,152.5,9.6,1.08,NA
"32",Sep 2016,"Clark Fork River above Flathead",2016-09-17,27.6,NA,NA,8,1.025,NA,NA,NA,NA,190.333333333333,11.2333333333333,NA,NA
"33",Jul 2017,"Clark Fork River above Flathead",2017-07-19,19.1,NA,NA,19.45,1.55,8.14,209.3,20.1,135800,136.5,9,1.08,NA
"34",Aug 2017,"Clark Fork River above Flathead",2017-08-12,22.05,NA,NA,27.75,1.6,8.305,222.75,19,144600,182.5,7.9,0.9165,NA
"35",Sep 2017,"Clark Fork River above Flathead",2017-09-14,18.5,NA,NA,21.8,NA,NA,NA,NA,NA,182.5,9.65,NA,NA
"36",Jul 2018,"Clark Fork River above Flathead",2018-07-20,9.63333333333333,NA,NA,11.4,3.1,NA,NA,NA,NA,133.5,12.55,NA,NA
"37",Aug 2018,"Clark Fork River above Flathead",2018-08-17,11.75,NA,NA,24.3333333333333,NA,NA,NA,NA,NA,164.333333333333,10.3666666666667,NA,NA
"38",Sep 2018,"Clark Fork River above Flathead",2018-09-12,25.6,NA,NA,19.05,1,8.215,257.4,13.75,167400,153.5,8.95,1.205,NA
"39",Jul 2019,"Clark Fork River above Flathead",2019-07-10,20,NA,NA,13.5,23.5,8.45,208.55,17.4,135525,115,9,2.13,NA
"40",Aug 2019,"Clark Fork River above Flathead",2019-08-11,25,NA,NA,11.6666666666667,16.6666666666667,NA,NA,NA,NA,136.666666666667,8,NA,NA
"41",Sep 2019,"Clark Fork River above Flathead",2019-09-17,14.85,NA,NA,8,10.5,8.46,265.6,15.2,172950,120,10,5.19,NA
"42",Jul 2020,"Clark Fork River above Flathead",2020-07-22,NA,NA,NA,5,1,8.075,200.05,19.2,NA,90,9,3.375,NA
"43",Aug 2020,"Clark Fork River above Flathead",2020-08-11,NA,NA,NA,8,3,NA,NA,NA,NA,120,6,NA,NA
"44",Sep 2020,"Clark Fork River above Flathead",2020-09-13,20,NA,NA,10.75,4,NA,NA,NA,NA,100,6.25,NA,NA
"45",Jul 2021,"Clark Fork River above Flathead",2021-07-21,20,NA,NA,23.6666666666667,25,NA,NA,NA,NA,193.333333333333,33.6666666666667,NA,NA
"46",Aug 2021,"Clark Fork River above Flathead",2021-08-24,20,NA,NA,6,NA,NA,NA,NA,NA,130,8,NA,NA
"47",Sep 2021,"Clark Fork River above Flathead",2021-09-13,20,NA,NA,10,NA,NA,NA,NA,NA,115,10.5,NA,NA
"48",Oct 2021,"Clark Fork River above Flathead",2021-10-08,10,NA,NA,8,NA,NA,NA,NA,NA,110,11,NA,NA
"49",Jul 2022,"Clark Fork River above Flathead",2022-07-14,NA,NA,NA,7,2,7.95,169.7,18.4,NA,150,6,3.98,NA
"50",Aug 2022,"Clark Fork River above Flathead",2022-08-15,20,NA,NA,NA,18.5,8.19666666666667,227.133333333333,19.7333333333333,NA,NA,29.3333333333333,0.96,NA
"51",Sep 2022,"Clark Fork River above Flathead",2022-09-21,NA,NA,NA,11,1,8.24,255,15.05,NA,250,26,1.835,NA
"52",Jun 2008,"Clark Fork River above Little Blackfoot",2008-06-18,30,NA,500,110.5,NA,8.305,260.05,13.15,138250,NA,126,18.4,NA
"53",Jul 2008,"Clark Fork River above Little Blackfoot",2008-07-14,16.6666666666667,NA,325,3,NA,NA,NA,NA,NA,NA,60.25,NA,NA
"54",Aug 2008,"Clark Fork River above Little Blackfoot",2008-08-20,10,NA,200,6,NA,8.38666666666667,471.333333333333,16.3,250666.666666667,NA,21,1.64333333333333,NA
"55",Sep 2008,"Clark Fork River above Little Blackfoot",2008-09-17,10,NA,250,41,NA,8.965,471,12.35,250500,NA,33.5,3.18,NA
"56",Jun 2009,"Clark Fork River above Little Blackfoot",2009-06-24,16.54,NA,NA,53.83,39.01,8.36,282,15.9,149900,NA,86.33,11.5,NA
"57",Jul 2009,"Clark Fork River above Little Blackfoot",2009-07-09,5.3,NA,NA,11.1025,21.296,NA,NA,NA,NA,NA,NA,NA,NA
"58",Aug 2009,"Clark Fork River above Little Blackfoot",2009-08-14,7.57333333333333,NA,NA,14.3066666666667,15.94,8.60333333333333,429.333333333333,19.3666666666667,228000,262,35.7366666666667,2.81,NA
"59",Sep 2009,"Clark Fork River above Little Blackfoot",2009-09-09,8.43,NA,NA,6.05,8.94666666666667,8.35,446.666666666667,17.7333333333333,237333.333333333,233.666666666667,20.8066666666667,2.32666666666667,NA
"60",Jun 2010,"Clark Fork River above Little Blackfoot",2010-06-23,25.4,NA,NA,119.1,47.9,7.93,298,15.9,154800,497,116.5,19.8,NA
"61",Jul 2010,"Clark Fork River above Little Blackfoot",2010-07-14,12.75,NA,NA,17.975,25.9,8.08,326.333333333333,19.2666666666667,175266.666666667,306,53.775,4.55666666666667,NA
"62",Aug 2010,"Clark Fork River above Little Blackfoot",2010-08-11,8.8,NA,NA,14.6,37.6333333333333,8.26666666666667,401,20.1333333333333,213000,363.333333333333,88.5333333333333,22.74,NA
"63",Sep 2010,"Clark Fork River above Little Blackfoot",2010-09-08,10.3,NA,NA,33.5666666666667,18.1333333333333,8.44333333333333,426.333333333333,14.5333333333333,226333.333333333,281,37.6333333333333,3.78666666666667,NA
"64",Jun 2011,"Clark Fork River above Little Blackfoot",2011-06-27,15.2,NA,NA,32.9,34.4333333333333,NA,NA,NA,NA,NA,86.5,NA,NA
"65",Jul 2011,"Clark Fork River above Little Blackfoot",2011-07-20,12.6333333333333,NA,NA,38.4666666666667,27.5,8.25,263.533333333333,15.5,171366.666666667,296,75.8333333333333,12.1433333333333,NA
"66",Aug 2011,"Clark Fork River above Little Blackfoot",2011-08-17,14.3,NA,NA,65.8,31.5,8.44666666666667,332.566666666667,16.9,216233.333333333,305,51.5666666666667,3.38666666666667,NA
"67",Sep 2011,"Clark Fork River above Little Blackfoot",2011-09-17,12.7,NA,NA,56.4,15.65,8.565,383.05,11.8,248950,304.5,32.3,2.82,NA
"68",Jun 2012,"Clark Fork River above Little Blackfoot",2012-06-23,10.24,NA,NA,25.27,24.455,8.435,281.7,14.25,182950,330.82,46.315,5.73,NA
"69",Jul 2012,"Clark Fork River above Little Blackfoot",2012-07-15,8.8675,NA,NA,1.78,19.3825,NA,NA,NA,NA,290.65,48.0775,NA,NA
"70",Aug 2012,"Clark Fork River above Little Blackfoot",2012-08-17,9.4,NA,NA,NA,10.0666666666667,NA,NA,NA,NA,290.226666666667,28.73,NA,NA
"71",Sep 2012,"Clark Fork River above Little Blackfoot",2012-09-08,NA,NA,NA,NA,3.5,8.465,438.15,11.75,284700,270.37,22.42,2.275,NA
"72",Jul 2013,"Clark Fork River above Little Blackfoot",2013-07-17,18.94,NA,NA,1.505,18.715,8.47,453.95,18.65,295100,281.795,31.4,1.31,NA
"73",Aug 2013,"Clark Fork River above Little Blackfoot",2013-08-10,7.52666666666667,NA,NA,1.37333333333333,16.3366666666667,NA,NA,NA,NA,269.29,27.5233333333333,NA,NA
"74",Sep 2013,"Clark Fork River above Little Blackfoot",2013-09-11,9.04,NA,NA,9.025,16.175,8.265,499.15,14.9,324350,271.77,29.835,2.085,NA
"75",Jul 2014,"Clark Fork River above Little Blackfoot",2014-07-09,9.2,NA,NA,25.2,27.4,8.325,344.7,18,224250,356,57.6,6.215,NA
"76",Aug 2014,"Clark Fork River above Little Blackfoot",2014-08-09,12.25,NA,NA,1.65,17.6333333333333,NA,NA,NA,NA,263.333333333333,31.4,NA,NA
"77",Sep 2014,"Clark Fork River above Little Blackfoot",2014-09-10,7.8,NA,NA,NA,9.45,8.465,464.65,13,301900,301.5,29.65,3.205,NA
"78",Jul 2015,"Clark Fork River above Little Blackfoot",2015-07-08,8.7,NA,NA,1.65,10.85,8.225,377.7,17.35,245700,317.5,31.35,1.885,NA
"79",Aug 2015,"Clark Fork River above Little Blackfoot",2015-08-08,14.675,NA,NA,5.925,6.93333333333333,NA,NA,NA,NA,212.5,24.0333333333333,NA,NA
"80",Sep 2015,"Clark Fork River above Little Blackfoot",2015-09-16,13.9,NA,NA,26.65,5.5,8.2,482.45,11.5,313650,366,31.6,3.71,NA
"81",Jul 2016,"Clark Fork River above Little Blackfoot",2016-07-13,21.9,NA,NA,1.25,23.1,8.15,438.3,15.55,284700,285,43.25,1.37,NA
"82",Aug 2016,"Clark Fork River above Little Blackfoot",2016-08-13,10.075,NA,NA,1.76666666666667,10.4333333333333,NA,NA,NA,NA,279.666666666667,30.1666666666667,NA,NA
"83",Sep 2016,"Clark Fork River above Little Blackfoot",2016-09-14,24.15,NA,NA,34.9,7.45,8.24,489.15,11.2,317800,293.5,22.7,1.21,NA
"84",Jul 2017,"Clark Fork River above Little Blackfoot",2017-07-17,13.5,NA,NA,2.5,15.1,8.235,398.05,19,258700,284.5,35.85,2.15,NA
"85",Aug 2017,"Clark Fork River above Little Blackfoot",2017-08-12,12.5333333333333,NA,NA,74.35,4.55,NA,NA,NA,NA,321,17.4,NA,NA
"86",Sep 2017,"Clark Fork River above Little Blackfoot",2017-09-12,13.7,NA,NA,180.8,10.9,8.23,487.1,10.9,316600,523,35,2.665,NA
"87",Jul 2018,"Clark Fork River above Little Blackfoot",2018-07-17,11.5,NA,NA,25.55,20.35,8.28,347.4,18.65,225900,324,53.25,4.94,NA
"88",Aug 2018,"Clark Fork River above Little Blackfoot",2018-08-16,19.4,NA,NA,65.8666666666667,7.63333333333333,NA,NA,NA,NA,337.333333333333,28.0666666666667,NA,NA
"89",Sep 2018,"Clark Fork River above Little Blackfoot",2018-09-11,24.9,NA,NA,89.3,7.9,8.285,450.85,12.9,293150,368,31.9,3.48,NA
"90",Jul 2019,"Clark Fork River above Little Blackfoot",2019-07-09,13.7,NA,NA,NA,46,8.735,378.15,19.4,245705,230,53,4.03,NA
"91",Aug 2019,"Clark Fork River above Little Blackfoot",2019-08-13,30,NA,NA,74,30,8.65,443.9,19.7,288280,310,37.5,2.6,NA
"92",Sep 2019,"Clark Fork River above Little Blackfoot",2019-09-19,16.6666666666667,NA,NA,102,23.3333333333333,NA,NA,NA,NA,340,94.6666666666667,NA,NA
"93",Jul 2020,"Clark Fork River above Little Blackfoot",2020-07-22,NA,NA,NA,NA,9,NA,NA,NA,NA,180,26,NA,NA
"94",Aug 2020,"Clark Fork River above Little Blackfoot",2020-08-12,NA,NA,NA,17,11.5,NA,NA,NA,NA,240,20,NA,NA
"95",Sep 2020,"Clark Fork River above Little Blackfoot",2020-09-16,20,NA,NA,36,13.6666666666667,NA,NA,NA,NA,250,22.3333333333333,NA,NA
"96",Jul 2021,"Clark Fork River above Little Blackfoot",2021-07-23,25,NA,NA,2,4.66666666666667,NA,NA,NA,NA,260,34.3333333333333,NA,NA
"97",Aug 2021,"Clark Fork River above Little Blackfoot",2021-08-25,30,NA,NA,4,3,NA,NA,NA,NA,260,30,NA,NA
"98",Sep 2021,"Clark Fork River above Little Blackfoot",2021-09-11,20,NA,NA,34,2,NA,NA,NA,NA,225,15.5,NA,NA
"99",Oct 2021,"Clark Fork River above Little Blackfoot",2021-10-08,10,NA,NA,16,1,NA,NA,NA,NA,200,7.5,NA,NA
"100",Jul 2022,"Clark Fork River above Little Blackfoot",2022-07-22,30,NA,NA,NA,21,8.43,436.1,21.2,NA,NA,50,3.125,NA
"101",Aug 2022,"Clark Fork River above Little Blackfoot",2022-08-19,15,NA,NA,6,7,8.585,466.15,21,NA,205,34,1.695,NA
"102",Sep 2022,"Clark Fork River above Little Blackfoot",2022-09-18,NA,NA,NA,NA,1.3,NA,NA,NA,NA,233.333333333333,12.6666666666667,NA,NA
"103",Jun 2008,"Clark Fork River above Missoula",2008-06-15,23.3333333333333,NA,333.333333333333,35.6666666666667,NA,NA,NA,NA,NA,NA,67,NA,NA
"104",Jul 2008,"Clark Fork River above Missoula",2008-07-16,20,NA,200,5.66666666666667,NA,8.47666666666667,230.666666666667,17.3333333333333,122633.333333333,NA,24.3333333333333,4.60333333333333,NA
"105",Aug 2008,"Clark Fork River above Missoula",2008-08-20,15,NA,133.333333333333,8.33333333333333,NA,8.27333333333333,276,16.2,146300,NA,9.66666666666667,1.63666666666667,NA
"106",Sep 2008,"Clark Fork River above Missoula",2008-09-17,10,NA,NA,8.5,NA,8.35,305,12.15,161750,NA,11,2.745,NA
"107",Jun 2009,"Clark Fork River above Missoula",2009-06-24,10.6133333333333,NA,NA,7.90666666666667,15.355,7.93,205,14.1,109000,NA,37.065,10.9,NA
"108",Jul 2009,"Clark Fork River above Missoula",2009-07-15,10.79,NA,NA,3.94333333333333,10.0466666666667,7.8,244.666666666667,16.2333333333333,130033.333333333,199.333333333333,23.0233333333333,5.02333333333333,NA
"109",Aug 2009,"Clark Fork River above Missoula",2009-08-17,7.4225,NA,NA,6.52,5.38,NA,NA,NA,NA,NA,NA,NA,NA
"110",Sep 2009,"Clark Fork River above Missoula",2009-09-09,10.395,NA,NA,3.896,3.465,7.85333333333333,301.666666666667,15.6666666666667,160066.666666667,161.666666666667,10.6633333333333,1.79333333333333,NA
"111",Jun 2010,"Clark Fork River above Missoula",2010-06-23,23.85,NA,NA,31.5,18.2,7.14,199.2,14.9,105700,299,61.85,17.9,NA
"112",Jul 2010,"Clark Fork River above Missoula",2010-07-14,9.35,NA,NA,4.9,10,7.52,247,17.4,131400,164,19.4666666666667,2.81666666666667,NA
"113",Aug 2010,"Clark Fork River above Missoula",2010-08-12,9.93333333333333,NA,NA,3.53333333333333,6.56666666666667,NA,NA,NA,NA,189,17.6,NA,NA
"114",Sep 2010,"Clark Fork River above Missoula",2010-09-08,6.05,NA,NA,2.46666666666667,3.83333333333333,7.72333333333333,304,13.2666666666667,162333.333333333,161.666666666667,12.1,2.28,NA
"115",Jun 2011,"Clark Fork River above Missoula",2011-06-23,32.4,NA,NA,26.9,17.3,NA,NA,NA,NA,NA,85.2333333333333,NA,NA
"116",Jul 2011,"Clark Fork River above Missoula",2011-07-19,11.75,NA,NA,11.3333333333333,11.7,8.25666666666667,205.866666666667,15.5,134300,185,33.5,7.88666666666667,NA
"117",Aug 2011,"Clark Fork River above Missoula",2011-08-18,9.53333333333333,NA,NA,4.64,10.9666666666667,NA,NA,NA,NA,130.333333333333,18.1,NA,NA
"118",Sep 2011,"Clark Fork River above Missoula",2011-09-17,8.8,NA,NA,2.9,6.8,8.36,277,12.1,180000,146,13.5,2.06,NA
"119",Jun 2012,"Clark Fork River above Missoula",2012-06-22,12.9066666666667,NA,NA,5.85333333333333,9.53666666666667,NA,NA,NA,NA,204.683333333333,23.9833333333333,NA,NA
"120",Jul 2012,"Clark Fork River above Missoula",2012-07-18,12.16,NA,NA,2.71,3.47,8.17666666666667,231.4,17.2333333333333,150566.666666667,149.486666666667,11.0366666666667,1.49,NA
"121",Aug 2012,"Clark Fork River above Missoula",2012-08-18,9.13333333333333,NA,NA,3.61,3.75666666666667,NA,NA,NA,NA,165.076666666667,12.74,NA,NA
"122",Sep 2012,"Clark Fork River above Missoula",2012-09-08,7.03,NA,NA,2.2,1.72,8.345,280.9,11.75,182650,159.635,8.9,1.415,NA
"123",Jul 2013,"Clark Fork River above Missoula",2013-07-17,15.095,NA,NA,2.21,3.57,8.22,252,17.8,163750,163.265,9.13,3.1,NA
"124",Aug 2013,"Clark Fork River above Missoula",2013-08-14,12.99,NA,NA,2.025,3.33,8.205,275.75,16.4,179450,155.005,11.65,2.225,NA
"125",Sep 2013,"Clark Fork River above Missoula",2013-09-09,10.8233333333333,NA,NA,0.968,3.71,NA,NA,NA,NA,NA,10.41,NA,NA
"126",Jul 2014,"Clark Fork River above Missoula",2014-07-05,8,NA,NA,3.76666666666667,9.06666666666667,NA,NA,NA,NA,142,22.4333333333333,NA,NA
"127",Aug 2014,"Clark Fork River above Missoula",2014-08-13,12.65,NA,NA,1.9,4.3,7.91,301.15,17.4,195950,151.5,11.55,1.55,NA
"128",Sep 2014,"Clark Fork River above Missoula",2014-09-10,10.8,NA,NA,1.85,5.3,7.74,338.45,13.4,220050,189.5,15.7,2.595,NA
"129",Jul 2015,"Clark Fork River above Missoula",2015-07-04,10.475,NA,NA,1.7,1.6,NA,NA,NA,NA,171.666666666667,10.9,NA,NA
"130",Aug 2015,"Clark Fork River above Missoula",2015-08-12,17.25,NA,NA,2.6,1.8,7.985,286,16.5,185900,265,15.7,3.005,NA
"131",Sep 2015,"Clark Fork River above Missoula",2015-09-16,7.15,NA,NA,NA,1.7,8.13,303.3,12.65,196900,232,20.3,4.785,NA
"132",Jul 2016,"Clark Fork River above Missoula",2016-07-09,NA,NA,NA,1.1,0.8,NA,NA,NA,NA,140.5,9.53333333333333,NA,NA
"133",Aug 2016,"Clark Fork River above Missoula",2016-08-17,19.8,NA,NA,10.95,1.25,8.245,264.65,16.05,171900,321,50.7,45.635,NA
"134",Sep 2016,"Clark Fork River above Missoula",2016-09-14,18.9,NA,NA,1.75,1.1,8.5,291.65,12.15,189800,139,13.2,3.295,NA
"135",Jul 2017,"Clark Fork River above Missoula",2017-07-15,14.9,NA,NA,2,4.2,NA,NA,NA,NA,169,15.15,NA,NA
"136",Aug 2017,"Clark Fork River above Missoula",2017-08-15,11.6,NA,NA,2.05,2,8.455,267.3,16.75,173850,180,10.85,1.62,NA
"137",Sep 2017,"Clark Fork River above Missoula",2017-09-12,9.6,NA,NA,3.95,1.9,8.32,306.15,12.4,198900,210.5,14,2.64,NA
"138",Jul 2018,"Clark Fork River above Missoula",2018-07-13,22,NA,NA,3.175,7.675,NA,NA,NA,NA,173,29.0666666666667,NA,NA
"139",Aug 2018,"Clark Fork River above Missoula",2018-08-12,11.8,NA,NA,3.9,3.3,8.375,283.15,17.05,183950,138.5,15.45,1.505,NA
"140",Sep 2018,"Clark Fork River above Missoula",2018-09-11,22.55,NA,NA,41.8,1.4,8.465,309.7,14.4,201200,153.5,12.35,2.65,NA
"141",Jul 2019,"Clark Fork River above Missoula",2019-07-09,15,NA,NA,5,24.5,8.58,277.3,17.4,180375,125,29.5,5.13,NA
"142",Aug 2019,"Clark Fork River above Missoula",2019-08-14,20,NA,NA,NA,14,8.52,303.85,18.05,197655,130,14,2.195,NA
"143",Sep 2019,"Clark Fork River above Missoula",2019-09-16,15,NA,NA,16,17,8.285,329.35,13.45,214175,175,46.5,12.11,NA
"144",Jul 2020,"Clark Fork River above Missoula",2020-07-22,NA,39.0981481481481,NA,NA,6,NA,NA,NA,NA,110,17,NA,68.2325925925926
"145",Aug 2020,"Clark Fork River above Missoula",2020-08-12,7,NA,NA,3,4.5,NA,NA,NA,NA,200,16,NA,NA
"146",Sep 2020,"Clark Fork River above Missoula",2020-09-16,20,NA,NA,3,5.66666666666667,NA,NA,NA,NA,125,12,NA,NA
"147",Jul 2021,"Clark Fork River above Missoula",2021-07-23,20,NA,NA,NA,1,NA,NA,NA,NA,105,14.5,NA,NA
"148",Aug 2021,"Clark Fork River above Missoula",2021-08-25,20,NA,NA,NA,NA,NA,NA,NA,NA,120,15,NA,NA
"149",Sep 2021,"Clark Fork River above Missoula",2021-09-15,10,NA,NA,NA,NA,NA,NA,NA,NA,115,10.5,NA,NA
"150",Oct 2021,"Clark Fork River above Missoula",2021-10-08,10,NA,NA,NA,1,NA,NA,NA,NA,130,15,NA,NA
"151",Jul 2022,"Clark Fork River above Missoula",2022-07-23,30,NA,NA,21,19.5,8.315,251.45,20.5,NA,125,42,5.92,NA
"152",Aug 2022,"Clark Fork River above Missoula",2022-08-18,16.6666666666667,NA,NA,3,2,NA,NA,NA,NA,126.666666666667,12.3333333333333,NA,NA
"153",Sep 2022,"Clark Fork River above Missoula",2022-09-20,NA,NA,NA,NA,NA,8.365,319.15,14.9,NA,115,8,3.73,NA
"154",Jun 2008,"Clark Fork River at Bonita",2008-06-20,20,NA,433.333333333333,47.3333333333333,NA,NA,NA,NA,NA,NA,95.3333333333333,NA,NA
"155",Jul 2008,"Clark Fork River at Bonita",2008-07-16,20,NA,233.333333333333,4.33333333333333,NA,8.55333333333333,387.666666666667,18.7,206033.333333333,NA,48,4.40666666666667,NA
"156",Aug 2008,"Clark Fork River at Bonita",2008-08-20,NA,NA,200,7.33333333333333,NA,8.62666666666667,491,16.7666666666667,260666.666666667,NA,15,3.26333333333333,NA
"157",Sep 2008,"Clark Fork River at Bonita",2008-09-17,10,NA,200,5,NA,8.66,470,13.05,249500,NA,38,5.465,NA
"158",Jun 2009,"Clark Fork River at Bonita",2009-06-24,7.85,NA,NA,28.01,31.9,8.35,305,15.9,162200,NA,86.96,14.9,NA
"159",Jul 2009,"Clark Fork River at Bonita",2009-07-09,9.45666666666667,NA,NA,3.2925,20.13,NA,NA,NA,NA,NA,NA,NA,NA
"160",Aug 2009,"Clark Fork River at Bonita",2009-08-14,7.59,NA,NA,9.03,11.2133333333333,8.46,430.333333333333,18.9,228666.666666667,261,36.3966666666667,5.64333333333333,NA
"161",Sep 2009,"Clark Fork River at Bonita",2009-09-09,11.0633333333333,NA,NA,7.98333333333333,10.1066666666667,8.37333333333333,472.666666666667,16.7666666666667,251000,246,24.04,3.64,NA
"162",Jun 2010,"Clark Fork River at Bonita",2010-06-23,20.2,NA,NA,62.3,34.8,7.76,278,15.9,148000,424,112.1,29.9,NA
"163",Jul 2010,"Clark Fork River at Bonita",2010-07-11,9.6,NA,NA,7.575,22.2,NA,NA,NA,NA,NA,NA,NA,NA
"164",Aug 2010,"Clark Fork River at Bonita",2010-08-11,7.65,NA,NA,3.96666666666667,20.6,8.07333333333333,436,19.7333333333333,231333.333333333,217.666666666667,36.3,2.79,NA
"165",Sep 2010,"Clark Fork River at Bonita",2010-09-08,6,NA,NA,2.9,11.8,8.20666666666667,455.666666666667,14.3,245000,234,29.2,3.66666666666667,NA
"166",Jun 2011,"Clark Fork River at Bonita",2011-06-27,20.6333333333333,NA,NA,19.3,34.2,NA,NA,NA,NA,NA,97.4333333333333,NA,NA
"167",Jul 2011,"Clark Fork River at Bonita",2011-07-20,10.3333333333333,NA,NA,17.8666666666667,25.0666666666667,8.26,299.7,16.7,194766.666666667,279.333333333333,68.5333333333333,12.3466666666667,NA
"168",Aug 2011,"Clark Fork River at Bonita",2011-08-17,8.1,NA,NA,5.23333333333333,23.3,8.35666666666667,373.133333333333,17.1,242666.666666667,182.333333333333,39.6,2.81666666666667,NA
"169",Sep 2011,"Clark Fork River at Bonita",2011-09-17,6.2,NA,NA,3.55,19.4,8.43,426.6,13.05,277250,235.5,41.35,3.77,NA
"170",Jun 2012,"Clark Fork River at Bonita",2012-06-24,10.02,NA,NA,3.02666666666667,23.54,NA,NA,NA,NA,277.76,41.6233333333333,NA,NA
"171",Jul 2012,"Clark Fork River at Bonita",2012-07-18,7.77666666666667,NA,NA,2.77,3.77333333333333,8.42,408.6,19.2666666666667,265666.666666667,253.406666666667,13.0366666666667,1.72,NA
"172",Aug 2012,"Clark Fork River at Bonita",2012-08-17,9.76,NA,NA,9.53,5.86666666666667,NA,NA,NA,NA,312.55,22.8266666666667,NA,NA
"173",Sep 2012,"Clark Fork River at Bonita",2012-09-08,NA,NA,NA,1.99,2.47,8.335,473.75,12.95,308100,188.365,11.925,1.49,NA
"174",Jul 2013,"Clark Fork River at Bonita",2013-07-20,18.0766666666667,NA,NA,11.175,5.56,NA,NA,NA,NA,310.273333333333,15.42,NA,NA
"175",Aug 2013,"Clark Fork River at Bonita",2013-08-14,10.305,NA,NA,2.36,6.63,8.315,507.5,17.55,329900,213.695,14.075,2.455,NA
"176",Sep 2013,"Clark Fork River at Bonita",2013-09-11,11.295,NA,NA,1.225,7.01,8.28,520,15.75,338000,236.165,28.765,7.23,NA
"177",Jul 2014,"Clark Fork River at Bonita",2014-07-12,NA,NA,NA,4.56666666666667,23.3666666666667,NA,NA,NA,NA,246.333333333333,46.2333333333333,NA,NA
"178",Aug 2014,"Clark Fork River at Bonita",2014-08-13,17.65,NA,NA,4.55,17.25,8.25,533,18.65,346450,230.5,33.5,3.135,NA
"179",Sep 2014,"Clark Fork River at Bonita",2014-09-10,8.9,NA,NA,2.7,11.85,8.255,504.05,14.15,327600,243,29.75,4.295,NA
"180",Jul 2015,"Clark Fork River at Bonita",2015-07-11,7.55,NA,NA,2.33333333333333,2.45,NA,NA,NA,NA,245.333333333333,10,NA,NA
"181",Aug 2015,"Clark Fork River at Bonita",2015-08-12,13.15,NA,NA,2.85,1.9,8.215,504.25,16.25,327600,261,21.15,4.165,NA
"182",Sep 2015,"Clark Fork River at Bonita",2015-09-16,14.4,NA,NA,1.7,5.05,8.355,479.75,13,311700,353.5,37,7.275,NA
"183",Jul 2016,"Clark Fork River at Bonita",2016-07-16,8.03333333333333,NA,NA,1.63333333333333,1.23333333333333,NA,NA,NA,NA,211.666666666667,8.8,NA,NA
"184",Aug 2016,"Clark Fork River at Bonita",2016-08-17,40.65,NA,NA,31.75,5.7,8.3,490.3,16,318800,541.5,76.45,34.135,NA
"185",Sep 2016,"Clark Fork River at Bonita",2016-09-14,19.1,NA,NA,2.3,7.75,8.52,496.95,13,323050,288,47.75,9.525,NA
"186",Jul 2017,"Clark Fork River at Bonita",2017-07-19,17.45,NA,NA,4.7,12.65,NA,NA,NA,NA,225,33.05,NA,NA
"187",Aug 2017,"Clark Fork River at Bonita",2017-08-15,15.2,NA,NA,6.95,1.95,8.305,507.45,17.85,329850,272.5,14.7,1.64,NA
"188",Sep 2017,"Clark Fork River at Bonita",2017-09-12,11.4,NA,NA,10.95,6.75,8.225,506.3,12.9,329200,334.5,32.8,5.275,NA
"189",Jul 2018,"Clark Fork River at Bonita",2018-07-20,15.4,NA,NA,5.525,17.5333333333333,NA,NA,NA,NA,241.333333333333,46.1333333333333,NA,NA
"190",Aug 2018,"Clark Fork River at Bonita",2018-08-12,8.9,NA,NA,4.7,11.8,8.385,447.65,17.95,291200,216,33.65,2,NA
