"","date_yearmon","Site","Ammonia","Nitrate + Nitrite","Orthophosphate","pH","Specific conductance","Temperature, water","Total dissolved solids","Total Phosphorus, mixed forms","Total Nitrogen, mixed forms","Turbidity","Weight","Chlorophyll a, corrected for pheophytin","ActivityStartDate"
"1604",Oct 2021,"Clark Fork River below Missoula",0.01,0.022,0.001,NA,NA,NA,NA,0.015,0.15,NA,NA,NA,2021-10-08
"1605",Jul 2022,"Clark Fork River below Missoula",NA,0.01,0.004,7.99,237.6,17.4,NA,0.019,0.14,6.14,16.7142857142857,53.8609571428571,2022-07-20
"1606",Aug 2022,"Clark Fork River below Missoula",0.02,0.033,0.0185,8.35333333333333,266.7,20.4,NA,0.0316666666666667,0.22,3.40666666666667,NA,NA,2022-08-13
"1607",Sep 2022,"Clark Fork River below Missoula",NA,0.033,0.0015,8.295,313.25,15.05,NA,0.0145,0.185,3.055,21.047619047619,116.164061904762,2022-09-11
"1608",Aug 2007,"Clark Fork River below Rock Creek confluence - 29.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.2727272727273,2007-08-20
"1609",Jun 1998,"Clark Fork River below Thompson Falls",NA,0.03,NA,8.32,171,12.4,86,0.013,NA,NA,NA,NA,1998-06-08
"1610",Jul 1998,"Clark Fork River below Thompson Falls",0.03,NA,0.005,NA,NA,NA,NA,0.052,NA,NA,NA,NA,1998-07-08
"1611",Aug 1998,"Clark Fork River below Thompson Falls",NA,NA,NA,7.92,168,23.8,85,0.005,NA,NA,NA,NA,1998-08-11
"1612",Sep 1998,"Clark Fork River below Thompson Falls",NA,NA,0.004,8.25,195,22.3,98,0.006,NA,NA,NA,NA,1998-09-10
"1613",Oct 1998,"Clark Fork River below Thompson Falls",NA,0.03,0.0105,7.64,192,13.2,97,0.008,0.1,NA,NA,NA,1998-10-07
"1614",Nov 1998,"Clark Fork River below Thompson Falls",NA,0.07,NA,7.53,186,6.9,94,0.005,0.1,NA,NA,NA,1998-11-18
"1615",Dec 1998,"Clark Fork River below Thompson Falls",NA,0.09,NA,7.6,238,4.3,114,0.06,0.1,NA,NA,NA,1998-12-16
"1616",Jan 1999,"Clark Fork River below Thompson Falls",NA,0.1,0.002,9.01,205,0.7,105,0.008,NA,NA,NA,NA,1999-01-27
"1617",Mar 1999,"Clark Fork River below Thompson Falls",NA,0.08,NA,7.95,201,5.4,103,0.012,NA,NA,NA,NA,1999-03-03
"1618",Apr 1999,"Clark Fork River below Thompson Falls",NA,0.07,0.003,7.84,184,7.9,93,0.011,NA,NA,NA,NA,1999-04-07
"1619",May 1999,"Clark Fork River below Thompson Falls",NA,0.06,0.006,7.75,140,11.9,70,0.0543333333333333,0.7,NA,NA,NA,1999-05-13
"1620",Jun 1999,"Clark Fork River below Thompson Falls",NA,0.03,0.004,7.29,146,18.9,70,0.04,0.2,NA,NA,NA,1999-06-16
"1621",Jul 1999,"Clark Fork River below Thompson Falls",NA,0.02,NA,7.26,189,19.9,95,0.014,NA,NA,NA,NA,1999-07-14
"1622",Aug 1999,"Clark Fork River below Thompson Falls",0.01,NA,NA,6.95,NA,22.3,NA,0.0095,0.1,NA,NA,NA,1999-08-17
"1623",Sep 1999,"Clark Fork River below Thompson Falls",0.05,0.03,NA,7.23,197,18.6,99,0.0075,0.2,NA,NA,NA,1999-09-22
"1624",Oct 1999,"Clark Fork River below Thompson Falls",0.09,0.03,0.001,6.95,204,8.9,106,0.008,0.2,NA,NA,NA,1999-10-20
"1625",Nov 1999,"Clark Fork River below Thompson Falls",NA,0.03,NA,7.69,183,8,92,0.007,NA,NA,NA,NA,1999-11-17
"1626",Dec 1999,"Clark Fork River below Thompson Falls",0.01,0.05,NA,6.79,192,4.1,96,0.003,0.2,NA,NA,NA,1999-12-15
"1627",Jan 2000,"Clark Fork River below Thompson Falls",0.02,0.06,0.001,8,202,5.3,103,0.004,NA,NA,NA,NA,2000-01-26
"1628",Mar 2000,"Clark Fork River below Thompson Falls",0.025,0.03,NA,8.445,178,7.2,89.5,0.0075,0.1,NA,NA,NA,2000-03-14
"1629",May 2000,"Clark Fork River below Thompson Falls",0.035,0.0433333333333333,NA,7.885,170,14.65,85,0.0153333333333333,0.15,6.21,NA,NA,2000-05-17
"1630",Jun 2000,"Clark Fork River below Thompson Falls",0.01,0.02,0.002,8.05,155,16.6,77,0.007,0.1,2.92,NA,NA,2000-06-12
"1631",Jul 2000,"Clark Fork River below Thompson Falls",0.02,0.01,0.0015,8.39,176,21.1,88,0.007,0.1,2.24,NA,NA,2000-07-18
"1632",Aug 2000,"Clark Fork River below Thompson Falls",NA,NA,0.0015,8.47,189,22.5,94,0.006,0.2,NA,NA,NA,2000-08-15
"1633",Sep 2000,"Clark Fork River below Thompson Falls",0.09,NA,NA,8.7,202,19.3,101,0.006,0.1,1.14,NA,NA,2000-09-13
"1634",Oct 2000,"Clark Fork River below Thompson Falls",NA,0.03,NA,8.5,217,14,108,0.005,0.1,0.95,NA,NA,2000-10-17
"1635",Nov 2000,"Clark Fork River below Thompson Falls",0.02,0.02,0.003,8.37,170,2.5,85,0.004,NA,0.95,NA,NA,2000-11-21
"1636",Dec 2000,"Clark Fork River below Thompson Falls",NA,0.07,NA,8.32,188,2.6,94,0.003,NA,1.27,NA,NA,2000-12-21
"1637",Jan 2001,"Clark Fork River below Thompson Falls",0.02,0.05,0.002,8.38,102,3.8,51,0.004,NA,1.13,NA,NA,2001-01-31
"1638",Mar 2001,"Clark Fork River below Thompson Falls",0.06,0.037,NA,8.37,228,5.6,NA,0.006,0.2,NA,NA,NA,2001-03-01
"1639",Apr 2001,"Clark Fork River below Thompson Falls",NA,0.022,0.002,8.455,209.5,10.15,NA,0.0135,0.1,2.64,NA,NA,2001-04-14
"1640",May 2001,"Clark Fork River below Thompson Falls",NA,0.034,0.001,8.01,157,14.8,78,0.018,0.2,NA,NA,NA,2001-05-23
"1641",Jun 2001,"Clark Fork River below Thompson Falls",0.01,NA,0.002,8.08,170,16.3,85,0.0145,NA,NA,NA,NA,2001-06-20
"1642",Jul 2001,"Clark Fork River below Thompson Falls",0.02,0.008,0.003,8.25,200,20.6,101,0.013,0.2,NA,NA,NA,2001-07-22
"1643",Aug 2001,"Clark Fork River below Thompson Falls",NA,0.007,0.002,8.49,192,21,96,0.013,0.2,2.83,NA,NA,2001-08-22
"1644",Sep 2001,"Clark Fork River below Thompson Falls",NA,0.007,0.001,8.25,199,16.9,100,0.005,NA,1.87,NA,NA,2001-09-26
"1645",Oct 2001,"Clark Fork River below Thompson Falls",0.05,0.024,NA,9.81,209,8.4,110,0.006,0.2,2.01,NA,NA,2001-10-25
"1646",Nov 2001,"Clark Fork River below Thompson Falls",0.05,0.017,0.001,8.5,207,7.3,106,0.004,NA,1.01,NA,NA,2001-11-20
"1647",Dec 2001,"Clark Fork River below Thompson Falls",0.01,0.027,0.002,7.92,205,2.2,104,NA,NA,2.33,NA,NA,2001-12-20
"1648",Jan 2002,"Clark Fork River below Thompson Falls",NA,0.038,NA,9.05,190,1.4,95,0.004,NA,0.56,NA,NA,2002-01-30
"1649",Mar 2002,"Clark Fork River below Thompson Falls",0.01,0.043,0.001,8.32,191,1.8,96,0.005,NA,3.74,NA,NA,2002-03-06
"1650",Apr 2002,"Clark Fork River below Thompson Falls",0.015,0.0435,0.002,8.255,178,9.05,98,0.0165,0.25,3.815,NA,NA,2002-04-08
"1651",May 2002,"Clark Fork River below Thompson Falls",0.03,0.0365,0.003,7.585,143,11.35,71.5,0.0295,0.2,19.935,NA,NA,2002-05-15
"1652",Jun 2002,"Clark Fork River below Thompson Falls",0.04,0.04,0.003,8.1,140,13.6,70,0.023,NA,25.9,NA,NA,2002-06-19
"1653",Jul 2002,"Clark Fork River below Thompson Falls",NA,0.01,0.002,8.1,173,23.3,87,0.0035,NA,5.9,NA,NA,2002-07-24
"1654",Aug 2002,"Clark Fork River below Thompson Falls",0.02,0.03,NA,8.87,181,20.4,91,0.004,NA,1.81,NA,NA,2002-08-21
"1655",Sep 2002,"Clark Fork River below Thompson Falls",NA,0.02,NA,8.1,194,16,97,0.004,NA,1.17,NA,NA,2002-09-25
"1656",Apr 2003,"Clark Fork River below Thompson Falls",0.07,0.056,0.006,6.83,164,11.3,82,0.03,0.2,7.2,NA,NA,2003-04-20
"1657",May 2003,"Clark Fork River below Thompson Falls",0.07,0.031,NA,7.3,172.3,11.4,86.3,0.019,0.2,5.84,NA,NA,2003-05-14
"1658",Jun 2003,"Clark Fork River below Thompson Falls",0.07,0.03,NA,7.46,153,20.3,78,0.018,0.2,7.7,NA,NA,2003-06-18
"1659",Jul 2003,"Clark Fork River below Thompson Falls",NA,0.0085,0.003,7.27,186,22.4,93,0.0065,NA,1.6,NA,NA,2003-07-16
"1660",Aug 2003,"Clark Fork River below Thompson Falls",NA,0.003,NA,7.92,192,24.7,96,0.0085,0.4,1.7,NA,NA,2003-08-10
"1661",Sep 2003,"Clark Fork River below Thompson Falls",0.03,0.0075,NA,7.54,210,14.6,105,0.004,0.15,NA,NA,NA,2003-09-21
"1662",Oct 2003,"Clark Fork River below Thompson Falls",NA,0.016,NA,8.4,218,10.6,109,0.005,0.1,1.8,NA,NA,2003-10-15
"1663",Nov 2003,"Clark Fork River below Thompson Falls",NA,0.0235,NA,8.4,209,6.5,105,0.004,0.2,2.1,NA,NA,2003-11-13
"1664",Dec 2003,"Clark Fork River below Thompson Falls",NA,0.035,NA,8.15,205,1.7,104,0.005,0.2,1.7,NA,NA,2003-12-18
"1665",Jan 2004,"Clark Fork River below Thompson Falls",NA,0.078,NA,8.5,208,2.5,NA,NA,0.1,2,NA,NA,2004-01-19
"1666",Feb 2004,"Clark Fork River below Thompson Falls",0.01,0.015,NA,8.51,201,5.1,NA,NA,0.1,2.2,NA,NA,2004-02-18
"1667",Mar 2004,"Clark Fork River below Thompson Falls",NA,0.059,0.003,7.94,205,8.7,NA,0.015,0.1,2.6,NA,NA,2004-03-17
"1668",Apr 2004,"Clark Fork River below Thompson Falls",0.02,0.053,0.003,NA,NA,NA,NA,0.022,0.2,NA,NA,NA,2004-04-14
"1669",May 2004,"Clark Fork River below Thompson Falls",NA,0.042,0.003,7.52,142,10.9,NA,0.0245,0.2,7.1,NA,NA,2004-05-12
"1670",Jun 2004,"Clark Fork River below Thompson Falls",NA,0.032,0.003,7.65,161,14,NA,0.019,NA,7.1,NA,NA,2004-06-14
"1671",Jul 2004,"Clark Fork River below Thompson Falls",NA,0.014,0.003,8.74,179,20.5,NA,0.01,NA,2.1,NA,NA,2004-07-14
"1672",Aug 2004,"Clark Fork River below Thompson Falls",NA,NA,0.002,8.65,187,23.3,NA,0.013,0.1,1.7,NA,NA,2004-08-22
"1673",Sep 2004,"Clark Fork River below Thompson Falls",NA,NA,0.005,8.86,193,15.4,NA,0.007,NA,1.6,NA,NA,2004-09-16
"1674",Oct 2004,"Clark Fork River below Thompson Falls",NA,0.02,0.003,8.3,108,10.6,NA,0.007,NA,1.8,NA,NA,2004-10-19
"1675",Nov 2004,"Clark Fork River below Thompson Falls",NA,0.0175,NA,8.68,208,6,NA,0.0055,0.1,1.5,NA,NA,2004-11-17
"1676",Dec 2004,"Clark Fork River below Thompson Falls",NA,0.046,NA,8.29,198,4.3,NA,0.005,NA,1.7,NA,NA,2004-12-15
"1677",Jan 2005,"Clark Fork River below Thompson Falls",NA,0.067,NA,8.03,204,1.3,NA,0.004,NA,3,NA,NA,2005-01-19
"1678",Feb 2005,"Clark Fork River below Thompson Falls",NA,0.016,NA,8.34,192,3,NA,0.007,0.1,2.6,NA,NA,2005-02-16
"1679",Mar 2005,"Clark Fork River below Thompson Falls",NA,0.032,0.004,8.13,171,8,NA,0.008,0.1,1.6,NA,NA,2005-03-16
"1680",Apr 2005,"Clark Fork River below Thompson Falls",NA,0.027,0.003,8,177,8.3,NA,0.007,NA,2.6,NA,NA,2005-04-14
"1681",May 2005,"Clark Fork River below Thompson Falls",NA,0.046,0.004,7.63,146,12.5,NA,0.029,0.3,13.3,NA,NA,2005-05-17
"1682",Jun 2005,"Clark Fork River below Thompson Falls",0.01,0.014,0.003,8.43,388,15.7,NA,0.018,NA,7.3,NA,NA,2005-06-23
"1683",Jul 2005,"Clark Fork River below Thompson Falls",NA,0.009,NA,8.64,160,20,NA,0.009,NA,2.1,NA,NA,2005-07-20
"1684",Aug 2005,"Clark Fork River below Thompson Falls",NA,0.0025,0.0205,9.16,152,19.9,NA,0.011,0.2,1.1,NA,NA,2005-08-17
"1685",Sep 2005,"Clark Fork River below Thompson Falls",NA,0.01,NA,8.39,210,14,NA,0.011,NA,1.4,NA,NA,2005-09-14
"1686",Oct 2005,"Clark Fork River below Thompson Falls",NA,0.014,NA,8.95,181,10.8,NA,0.01,NA,NA,NA,NA,2005-10-19
"1687",Nov 2005,"Clark Fork River below Thompson Falls",NA,0.023,NA,NA,162,4.5,NA,0.011,NA,NA,NA,NA,2005-11-16
"1688",Dec 2005,"Clark Fork River below Thompson Falls",NA,0.049,0.002,NA,195,2.7,NA,0.004,NA,NA,NA,NA,2005-12-13
"1689",Feb 2006,"Clark Fork River below Thompson Falls",NA,0.043,0.002,8.35,168,1.6,NA,0.0095,NA,2.21,NA,NA,2006-02-23
"1690",Mar 2006,"Clark Fork River below Thompson Falls",NA,0.034,NA,9.13,169,5.2,NA,0.006,NA,1.25,NA,NA,2006-03-14
"1691",Apr 2006,"Clark Fork River below Thompson Falls",NA,0.077,0.013,8.91,147,9.2,NA,0.038,0.3,12,NA,NA,2006-04-12
"1692",May 2006,"Clark Fork River below Thompson Falls",NA,0.019,0.003,8.27,157,14.6,NA,0.028,0.2,6.49,NA,NA,2006-05-16
"1693",Jun 2006,"Clark Fork River below Thompson Falls",NA,0.04,0.005,8.43,130,15.5,NA,0.0405,0.3,NA,NA,NA,2006-06-13
"1694",Jul 2006,"Clark Fork River below Thompson Falls",NA,0.0115,0.003,8.86,148,21.5,NA,0.0095,0.1,2.95,NA,NA,2006-07-13
"1695",Aug 2006,"Clark Fork River below Thompson Falls",NA,0.003,NA,9.12,157,20,NA,0.007,0.1,1.52,NA,NA,2006-08-16
"1696",Sep 2006,"Clark Fork River below Thompson Falls",NA,0.014,0.004,9.2,166,19.6,NA,0.009,NA,1.2,NA,NA,2006-09-13
"1697",Oct 2006,"Clark Fork River below Thompson Falls",NA,0.016,0.002,9.12,168,11.9,NA,0.0075,0.1,1.42,NA,NA,2006-10-11
"1698",Nov 2006,"Clark Fork River below Thompson Falls",NA,0.061,0.003,8.96,145,7.4,NA,0.012,0.2,5.87,NA,NA,2006-11-16
"1699",Dec 2006,"Clark Fork River below Thompson Falls",NA,0.051,0.003,9.68,162,1.9,NA,0.006,0.2,1.57,NA,NA,2006-12-11
"1700",Jan 2007,"Clark Fork River below Thompson Falls",NA,0.07,0.004,NA,NA,NA,NA,0.008,0.1,NA,NA,NA,2007-01-17
"1701",Feb 2007,"Clark Fork River below Thompson Falls",NA,0.033,0.004,NA,NA,NA,NA,0.012,0.1,NA,NA,NA,2007-02-20
"1702",Mar 2007,"Clark Fork River below Thompson Falls",NA,0.056,0.006,NA,NA,NA,NA,0.022,0.2,NA,NA,NA,2007-03-20
"1703",Apr 2007,"Clark Fork River below Thompson Falls",0.02,0.025,0.004,NA,NA,NA,NA,0.011,0.2,NA,NA,NA,2007-04-16
"1704",May 2007,"Clark Fork River below Thompson Falls",0.02,0.044,0.008,NA,NA,NA,NA,0.041,0.3,NA,NA,NA,2007-05-15
"1705",Jun 2007,"Clark Fork River below Thompson Falls",0.01,0.042,0.004,NA,NA,NA,NA,0.024,0.2,NA,NA,NA,2007-06-12
"1706",Jul 2007,"Clark Fork River below Thompson Falls",NA,0.013,0.004,NA,NA,NA,NA,0.01,0.1,NA,NA,NA,2007-07-10
"1707",Aug 2007,"Clark Fork River below Thompson Falls",0.01,0.024,0.003,NA,NA,NA,NA,0.01,0.1,NA,NA,NA,2007-08-20
"1708",Sep 2007,"Clark Fork River below Thompson Falls",0.01,0.016,0.003,NA,NA,NA,NA,0.011,0.1,NA,NA,NA,2007-09-19
"1709",Oct 2007,"Clark Fork River below Thompson Falls",0.01,0.023,0.006,NA,NA,NA,NA,0.009,0.2,NA,NA,NA,2007-10-23
"1710",Nov 2007,"Clark Fork River below Thompson Falls",0.02,0.036,0.004,NA,NA,NA,NA,0.011,NA,NA,NA,NA,2007-11-26
"1711",Dec 2007,"Clark Fork River below Thompson Falls",NA,0.048,0.004,NA,NA,NA,NA,0.01,0.1,NA,NA,NA,2007-12-18
"1712",Jan 2008,"Clark Fork River below Thompson Falls",NA,0.051,NA,8.19,202,1.6,NA,0.005,0.2,1.69,NA,NA,2008-01-15
"1713",Feb 2008,"Clark Fork River below Thompson Falls",NA,0.066,NA,8.59,198,1.7,NA,0.005,0.2,1.43,NA,NA,2008-02-18
"1714",Mar 2008,"Clark Fork River below Thompson Falls",NA,0.035,NA,8.51,204,5.48,NA,0.007,0.1,1.74,NA,NA,2008-03-12
"1715",Apr 2008,"Clark Fork River below Thompson Falls",NA,0.033,NA,NA,201,9.7,NA,0.015,0.2,3.49,NA,NA,2008-04-17
"1716",May 2008,"Clark Fork River below Thompson Falls",NA,0.049,NA,8.29,153,9.7,NA,0.038,0.3,14.6,NA,NA,2008-05-12
"1717",Jun 2008,"Clark Fork River below Thompson Falls",NA,0.004,NA,6.89,155,12.7,NA,0.03,0.2,16.8,NA,NA,2008-06-16
"1718",Jul 2008,"Clark Fork River below Thompson Falls",NA,0.009,NA,8.39,175,18.3,NA,0.01,0.1,2.59,NA,NA,2008-07-16
"1719",Aug 2008,"Clark Fork River below Thompson Falls",NA,0.015,NA,7.99,192,19.3,NA,0.008,0.1,1.12,NA,NA,2008-08-21
"1720",Sep 2008,"Clark Fork River below Thompson Falls",NA,0.007,NA,NA,NA,17.1,NA,0.008,NA,1.71,NA,NA,2008-09-10
"1721",Oct 2008,"Clark Fork River below Thompson Falls",0.02,0.027,NA,8.14,193,9.1,NA,0.014,0.1,5.14,NA,NA,2008-10-13
"1722",Nov 2008,"Clark Fork River below Thompson Falls",NA,0.078,NA,8.03,169,6.1,NA,0.011,0.1,2.4,NA,NA,2008-11-19
"1723",Dec 2008,"Clark Fork River below Thompson Falls",NA,0.059,NA,8.22,173,1.1,NA,0.007,NA,2.09,NA,NA,2008-12-18
"1724",Apr 2009,"Clark Fork River below Thompson Falls",0.01298,0.06897,0.00881,8.02,162,7.38,106,0.033,0.24,11.4,NA,NA,2009-04-29
"1725",May 2009,"Clark Fork River below Thompson Falls",0.02106,0.0291,0.01104,7.27,113,9.93,74,0.05153,0.25,51.5,NA,NA,2009-05-21
"1726",Jun 2009,"Clark Fork River below Thompson Falls",0.03029,0.04049,NA,7.76,153,15.71,100,0.02755,0.146,19.1,NA,NA,2009-06-16
"1727",Jul 2009,"Clark Fork River below Thompson Falls",0.0123,0.00947,NA,8.08,183,18.09,120,0.0077,0.08,1.73,NA,NA,2009-07-14
"1728",Aug 2009,"Clark Fork River below Thompson Falls",0.00772666666666667,0.00865666666666667,NA,8.23,203,19.28,131,0.00868,0.0565,1.03,NA,NA,2009-08-19
"1729",Sep 2009,"Clark Fork River below Thompson Falls",0.00596,0.00881,NA,NA,175,17.44,133,0.00759,0.068,1.14,NA,NA,2009-09-09
"1730",Oct 2009,"Clark Fork River below Thompson Falls",0.00596,0.03022,NA,8.24,204,6.27,133,0.00633,0.156,1.79,NA,NA,2009-10-15
"1731",Nov 2009,"Clark Fork River below Thompson Falls",0.00602,0.03025,NA,8.17,218,0.17,142,0.00371,0.079,1.16,NA,NA,2009-11-19
"1732",Dec 2009,"Clark Fork River below Thompson Falls",0.00539,0.09377,NA,7.96,213,0.08,142,0.00392,0.143,0.82,NA,NA,2009-12-17
"1733",Jan 2010,"Clark Fork River below Thompson Falls",NA,0.0507,NA,8.06,200,1.86,130,0.0064,0.106,1.67,NA,NA,2010-01-20
"1734",Feb 2010,"Clark Fork River below Thompson Falls",NA,0.0303,NA,7.92,199,4.45,130,0.0063,0.134,1.68,NA,NA,2010-02-18
"1735",Mar 2010,"Clark Fork River below Thompson Falls",0.0076,0.0244,NA,8.06,214,6.23,139,0.0073,0.161,1.26,NA,NA,2010-03-15
"1736",Apr 2010,"Clark Fork River below Thompson Falls",0.0065,0.0176,NA,8.03,211,8.63,137,0.0072,0.133,1.33,NA,NA,2010-04-16
"1737",May 2010,"Clark Fork River below Thompson Falls",NA,0.0121,NA,8.1,183,10.77,119,0.01,0.123,2.63,NA,NA,2010-05-11
"1738",Jun 2010,"Clark Fork River below Thompson Falls",NA,0.0389,NA,7.74,141,13.19,92,0.0256,0.201,8.79,NA,NA,2010-06-17
"1739",Jul 2010,"Clark Fork River below Thompson Falls",NA,0.0055,NA,7.97,185,19.48,120,0.0082,0.127,1.81,NA,NA,2010-07-16
"1740",Aug 2010,"Clark Fork River below Thompson Falls",NA,0.004,NA,8.11,199,21.68,129,0.009,0.147,1.69,NA,NA,2010-08-16
"1741",Sep 2010,"Clark Fork River below Thompson Falls",NA,0.0057,NA,8.02,201,16.29,132,0.0072,0.13,1.7,NA,NA,2010-09-16
"1742",Oct 2010,"Clark Fork River below Thompson Falls",NA,0.0206,NA,7.95,211,11.51,137,0.0063,0.122,1.46,NA,NA,2010-10-15
"1743",Nov 2010,"Clark Fork River below Thompson Falls",NA,0.0331,NA,7.82,209,5.51,136,0.0052,0.114,1.65,NA,NA,2010-11-14
"1744",Dec 2010,"Clark Fork River below Thompson Falls",NA,0.066,NA,7.93,200,2.52,130,0.0083,0.155,2.99,NA,NA,2010-12-17
"1745",Jan 2011,"Clark Fork River below Thompson Falls",NA,0.0574,NA,8.04,186,0.03,121,0.0048,0.143,1.28,NA,NA,2011-01-12
"1746",Feb 2011,"Clark Fork River below Thompson Falls",NA,0.0271,NA,8.46,192,2.34,124,0.0093,0.154,4.02,NA,NA,2011-02-15
"1747",Mar 2011,"Clark Fork River below Thompson Falls",NA,0.0249,NA,8.42,226,4.77,147,0.0085,0.143,3.45,NA,NA,2011-03-14
"1748",Apr 2011,"Clark Fork River below Thompson Falls",NA,0.0461,NA,8,181,6.7,118,0.0165,0.171,5.89,NA,NA,2011-04-13
"1749",May 2011,"Clark Fork River below Thompson Falls",0.0057,0.0528,NA,7.93,150,10.07,98,0.0699,0.389,17.4,NA,NA,2011-05-13
"1750",Jun 2011,"Clark Fork River below Thompson Falls",0.0059,0.0349,NA,7.79,139,11.76,90,0.0773,NA,45,NA,NA,2011-06-15
"1751",Jul 2011,"Clark Fork River below Thompson Falls",NA,0.0376,NA,7.96,157,16.97,102,0.0293,0.205,10.8,NA,NA,2011-07-14
"1752",Aug 2011,"Clark Fork River below Thompson Falls",NA,0.0338,NA,8.19,190,19.53,124,0.0089,0.117,2.61,NA,NA,2011-08-16
"1753",Sep 2011,"Clark Fork River below Thompson Falls",NA,0.0186,NA,8.13,201,15.7,130,0.0066,0.13,1.37,NA,NA,2011-09-19
"1754",Oct 2011,"Clark Fork River below Thompson Falls",NA,0.0258,NA,8.48,204,10.97,133,0.0066,0.13,1.04,NA,NA,2011-10-16
"1755",Nov 2011,"Clark Fork River below Thompson Falls",NA,0.0415,NA,8.18,206,3.22,134,0.0054,0.115,2.89,NA,NA,2011-11-16
"1756",Dec 2011,"Clark Fork River below Thompson Falls",NA,0.0702,NA,6.85,203,1.74,132,0.0033,0.127,1.42,NA,NA,2011-12-18
"1757",Jan 2012,"Clark Fork River below Thompson Falls",NA,0.06977,NA,6.96,201,0.8,130,NA,0.14043,1.64,NA,NA,2012-01-13
"1758",Feb 2012,"Clark Fork River below Thompson Falls",NA,0.03627,NA,6.36,207,2.53,135,0.00507,0.11941,1.29,NA,NA,2012-02-12
"1759",Mar 2012,"Clark Fork River below Thompson Falls",NA,0.04511,NA,8.12,199,5.25,128,0.01611,0.27317,2.34,NA,NA,2012-03-16
"1760",Apr 2012,"Clark Fork River below Thompson Falls",NA,0.04174,NA,7.92,180,8.46,117,0.04163,0.28008,18,NA,NA,2012-04-15
"1761",May 2012,"Clark Fork River below Thompson Falls",NA,0.05192,NA,8.12,154,9.44,100,0.01803,0.16327,7.24,NA,NA,2012-05-09
"1762",Jun 2012,"Clark Fork River below Thompson Falls",NA,0.03816,NA,8.03,150,10.83,98,0.0205,0.19874,7.92,NA,NA,2012-06-11
"1763",Jul 2012,"Clark Fork River below Thompson Falls",NA,0.01237,NA,8.35,164,20.41,106,0.00812,0.13228,3.43,NA,NA,2012-07-15
"1764",Aug 2012,"Clark Fork River below Thompson Falls",NA,0.00395,NA,8.71,187,22.14,122,0.00677,0.11157,1.16,NA,NA,2012-08-13
"1765",Dec 2012,"Clark Fork River below Thompson Falls",NA,0.05165,NA,7.57,176,5.67,114,0.00557,0.14,2,NA,NA,2012-12-05
"1766",Mar 2013,"Clark Fork River below Thompson Falls",NA,0.02971,0.00277,8.25,186,5.77,121,0.00715,0.14446,1.77,NA,NA,2013-03-27
"1767",Apr 2013,"Clark Fork River below Thompson Falls",NA,0.03252,0.0029,8.28,162,6.63,105,0.01091,0.14807,4.9,NA,NA,2013-04-22
"1768",May 2013,"Clark Fork River below Thompson Falls",NA,0.03642,0.00399,8.19,147,12.01,96,0.02103,0.17292,7.07,NA,NA,2013-05-21
"1769",Jun 2013,"Clark Fork River below Thompson Falls",NA,0.01238,0.00195,8.38,163,15.1,NA,0.01335,0.12827,3.9,NA,NA,2013-06-21
"1770",Jul 2013,"Clark Fork River below Thompson Falls",NA,0.00737,0.00219,8.29,179,22.84,116,0.00723,0.1112,1.45,NA,NA,2013-07-18
"1771",Aug 2013,"Clark Fork River below Thompson Falls",NA,0.00521,0.00242,8.39,187,23.21,121,0.00728,0.11763,0.95,NA,NA,2013-08-15
"1772",Sep 2013,"Clark Fork River below Thompson Falls",NA,0.00106,0.00158,8.26,195,18.12,127,0.00685,0.13336,1.06,NA,NA,2013-09-19
"1773",Oct 2013,"Clark Fork River below Thompson Falls",0.00724,0.01345,0.00367,8.14,189,9.36,123,0.00595,0.10032,1.6,NA,NA,2013-10-24
"1774",Nov 2013,"Clark Fork River below Thompson Falls",NA,0.03254,0.00235,8.05,217,6.3,141,0.00575,0.17918,1.4,NA,NA,2013-11-12
"1775",Mar 2014,"Clark Fork River below Thompson Falls",0.042,0.1413,0.0176,7.42,162,3.65,105,0.0693,0.586,49.8,NA,NA,2014-03-11
"1776",Apr 2014,"Clark Fork River below Thompson Falls",NA,0.0263,0.0047,7.99,159,7.29,103,0.0316,0.221,7.11,NA,NA,2014-04-15
"1777",May 2014,"Clark Fork River below Thompson Falls",NA,0.0359,0.0035,7.86,153,9.72,99,0.0216,0.222,6.58,NA,NA,2014-05-14
"1778",Jun 2014,"Clark Fork River below Thompson Falls",NA,0.032,0.006,7.89,147,14.37,96,0.0228,0.179,9.91,NA,NA,2014-06-11
"1779",Jul 2014,"Clark Fork River below Thompson Falls",NA,0.0111,0.0022,8,176,21.45,114,0.0088,0.139,4.97,NA,NA,2014-07-16
"1780",Aug 2014,"Clark Fork River below Thompson Falls",NA,0.0064,0.002,8.25,187,23.05,121,0.0068,0.143,1.45,NA,NA,2014-08-11
"1781",Sep 2014,"Clark Fork River below Thompson Falls",NA,0.0096,0.0025,8.03,200,15.37,130,0.0072,0.125,1.69,NA,NA,2014-09-17
"1782",Oct 2014,"Clark Fork River below Thompson Falls",NA,0.0149,0.0041,8.09,194,12.79,126,0.0057,0.107,1.39,NA,NA,2014-10-15
"1783",Nov 2014,"Clark Fork River below Thompson Falls",NA,0.0662,0.0037,8.13,190,0.37,124,0.0048,0.158,1.86,NA,NA,2014-11-19
"1784",Mar 2015,"Clark Fork River below Thompson Falls",NA,0.043,NA,6.6,150,6.24,97,0.0198,0.241,6.42,NA,NA,2015-03-17
