ActivityStartDate,MonitoringLocationName,CharacteristicName,ResultMeasureValue
9/7/2016,Clark Fork River above Missoula,Ammonia,21.1
7/24/2013,Clark Fork River at Bonita,Ammonia,21.31
8/22/2017,Clark Fork River above Little Blackfoot,Ammonia,21.4
10/11/2016,Clark Fork River at Noxon,Ammonia,21.6
9/7/2016,Clark Fork River above Little Blackfoot,Ammonia,21.6
8/5/2015,Clark Fork River above Missoula,Ammonia,21.7
6/13/2011,Clark Fork River below Cabinet Gorge Dam,Ammonia,21.7
9/21/2016,Clark Fork River at Deer Lodge,Ammonia,21.7
7/25/2013,Clark Fork River at Huson,Ammonia,21.72
7/6/2016,Clark Fork River above Little Blackfoot,Ammonia,21.9
9/3/2009,Clark Fork River above Flathead,Ammonia,21.99
8/21/2018,Clark Fork River above Little Blackfoot,Ammonia,22
10/13/2015,Clark Fork River at Noxon,Ammonia,22.1
9/20/2017,Clark Fork River above Flathead,Ammonia,22.1
9/18/2018,Clark Fork River below Warm Springs,Ammonia,22.3
9/18/2018,Clark Fork River above Little Blackfoot,Ammonia,22.3
9/20/2018,Clark Fork River below Missoula,Ammonia,22.3
7/29/2016,Clark Fork River at Huson,Ammonia,22.5
8/25/2011,Clark Fork River below Missoula,Ammonia,22.7
5/16/2017,Clark Fork River below Cabinet Gorge Dam,Ammonia,22.7
9/9/2015,Clark Fork River at Deer Lodge,Ammonia,22.9
6/22/2011,Clark Fork River at Deer Lodge,Ammonia,22.9
7/14/2010,Clark Fork River below Warm Springs,Ammonia,22.9
8/10/2016,Clark Fork River above Missoula,Ammonia,23
7/7/2010,Clark Fork River below Warm Springs,Ammonia,23
7/11/2017,Clark Fork River above Missoula,Ammonia,23.2
8/16/2010,Clark Fork River at Noxon,Ammonia,23.4
9/18/2018,Clark Fork River below Warm Springs,Ammonia,23.4
6/23/2010,Clark Fork River above Missoula,Ammonia,23.8
6/23/2010,Clark Fork River above Missoula,Ammonia,23.9
7/20/2016,Clark Fork River below Warm Springs,Ammonia,24.2
8/18/2011,Clark Fork River below Missoula,Ammonia,24.3
9/19/2018,Clark Fork River at Huson,Ammonia,24.6
10/11/2016,Clark Fork River at Noxon,Ammonia,24.8
6/23/2010,Clark Fork River at Deer Lodge,Ammonia,25.1
6/23/2011,Clark Fork River below Missoula,Ammonia,25.2
6/23/2010,Clark Fork River above Little Blackfoot,Ammonia,25.4
7/29/2009,Clark Fork River below Warm Springs,Ammonia,25.5
3/27/2013,Clark Fork River below Cabinet Gorge Dam,Ammonia,25.51
9/20/2018,Clark Fork River below Missoula,Ammonia,25.6
5/9/2012,Clark Fork River below Cabinet Gorge Dam,Ammonia,25.78
9/7/2016,Clark Fork River at Bonita,Ammonia,25.8
8/6/2014,Clark Fork River at Bonita,Ammonia,26.1
11/19/2009,Clark Fork River at Noxon,Ammonia,26.34
6/23/2011,Clark Fork River at Huson,Ammonia,26.6
8/11/2011,Clark Fork River below Missoula,Ammonia,26.7
9/21/2016,Clark Fork River above Little Blackfoot,Ammonia,26.7
7/20/2011,Clark Fork River below Warm Springs,Ammonia,26.8
6/22/2011,Clark Fork River above Missoula,Ammonia,26.9
8/8/2018,Clark Fork River below Missoula,Ammonia,27
7/10/2018,Clark Fork River above Missoula,Ammonia,27
6/22/2011,Clark Fork River below Warm Springs,Ammonia,27.2
9/4/2018,Clark Fork River above Little Blackfoot,Ammonia,27.5
9/3/2016,Clark Fork River above Flathead,Ammonia,27.6
8/24/2016,Clark Fork River at Deer Lodge,Ammonia,28.4
8/24/2011,Clark Fork River at Deer Lodge,Ammonia,28.9
8/21/2018,Clark Fork River above Little Blackfoot,Ammonia,29
6/2/2009,Clark Fork River below Cabinet Gorge Dam,Ammonia,29.46
5/7/2020,Clark Fork River below Cabinet Gorge Dam,Ammonia,30
6/11/2008,Clark Fork River above Missoula,Ammonia,30
7/10/2008,Clark Fork River below Missoula,Ammonia,30
6/26/2008,Clark Fork River below Missoula,Ammonia,30
7/17/2008,Clark Fork River below Missoula,Ammonia,30
7/9/2008,Clark Fork River above Missoula,Ammonia,30
8/15/2019,Clark Fork River at Noxon,Ammonia,30
7/24/2021,Clark Fork River at Bonita,Ammonia,30
7/24/2021,Clark Fork River at Huson,Ammonia,30
8/25/2021,Clark Fork River above Little Blackfoot,Ammonia,30
7/24/2021,Clark Fork River above Little Blackfoot,Ammonia,30
7/3/2019,Clark Fork River at Huson,Ammonia,30
6/24/1998,Clark Fork River below Cabinet Gorge Dam,Ammonia,30
7/8/1998,Clark Fork River below Thompson Falls,Ammonia,30
11/17/1998,Clark Fork River below Missoula,Ammonia,30
7/8/1998,Clark Fork River above Thompson Falls,Ammonia,30
8/20/1998,Clark Fork River below Missoula,Ammonia,30
9/3/1998,Clark Fork River below Missoula,Ammonia,30
6/23/1999,Clark Fork River below Cabinet Gorge Dam,Ammonia,30
12/14/1999,Clark Fork River at Huson,Ammonia,30
11/16/1999,Clark Fork River above Missoula,Ammonia,30
8/16/1999,Clark Fork River at Deer Lodge,Ammonia,30
12/13/1999,Clark Fork River at Deer Lodge,Ammonia,30
8/17/1999,Clark Fork River at Bonita,Ammonia,30
3/2/1999,Clark Fork River above Missoula,Ammonia,30
3/2/1999,Clark Fork River at Harper Bridge,Ammonia,30
8/19/1999,Clark Fork River at Noxon,Ammonia,30
11/16/1999,Clark Fork River at Bonita,Ammonia,30
12/14/1999,Clark Fork River at Bonita,Ammonia,30
5/21/2000,Clark Fork River above Little Blackfoot,Ammonia,30
1/24/2000,Clark Fork River at Gold Creek,Ammonia,30
10/17/2000,Clark Fork River above Thompson Falls,Ammonia,30
11/2/2000,Clark Fork River below Warm Springs,Ammonia,30
5/3/2000,Clark Fork River below Thompson Falls,Ammonia,30
7/26/2000,Clark Fork River above Little Blackfoot,Ammonia,30
6/11/2000,Clark Fork River at Turah,Ammonia,30
4/4/2000,Clark Fork River below Cabinet Gorge Dam,Ammonia,30
12/6/2000,Clark Fork River at Huson,Ammonia,30
11/21/2000,Clark Fork River at Noxon,Ammonia,30
11/21/2000,Clark Fork River at Huson,Ammonia,30
2/28/2000,Clark Fork River below Warm Springs,Ammonia,30
3/1/2000,Clark Fork River above Thompson Falls,Ammonia,30
10/12/2000,Clark Fork River above Little Blackfoot,Ammonia,30
7/17/2000,Clark Fork River above Missoula,Ammonia,30
3/27/2000,Clark Fork River above Missoula,Ammonia,30
2/29/2000,Clark Fork River above Missoula,Ammonia,30
10/16/2000,Clark Fork River at Gold Creek,Ammonia,30
7/5/2000,Clark Fork River below Cabinet Gorge Dam,Ammonia,30
1/26/2000,Clark Fork River above Flathead,Ammonia,30
3/27/2000,Clark Fork River above Little Blackfoot,Ammonia,30
7/26/2000,Clark Fork River below Warm Springs,Ammonia,30
1/25/2000,Clark Fork River above Missoula,Ammonia,30
5/21/2000,Clark Fork River at Huson,Ammonia,30
8/14/2000,Clark Fork River at Gold Creek,Ammonia,30
11/21/2000,Clark Fork River at Huson,Ammonia,30
11/2/2000,Clark Fork River at Huson,Ammonia,30
5/21/2000,Clark Fork River below Warm Springs,Ammonia,30
9/13/2000,Clark Fork River at Harper Bridge,Ammonia,30
7/12/2000,Clark Fork River above Little Blackfoot,Ammonia,30
11/20/2000,Clark Fork River below Warm Springs,Ammonia,30
5/22/2000,Clark Fork River above Flathead,Ammonia,30
7/12/2000,Clark Fork River below Warm Springs,Ammonia,30
2/29/2000,Clark Fork River above Little Blackfoot,Ammonia,30
2/29/2000,Clark Fork River at Deer Lodge,Ammonia,30
9/6/2000,Clark Fork River above Little Blackfoot,Ammonia,30
5/3/2000,Clark Fork River at Huson,Ammonia,30
3/27/2000,Clark Fork River below Warm Springs,Ammonia,30
4/4/2000,Clark Fork River below Cabinet Gorge Dam,Ammonia,30
5/3/2000,Clark Fork River above Flathead,Ammonia,30
7/18/2000,Clark Fork River below Thompson Falls,Ammonia,30
7/12/2000,Clark Fork River at Huson,Ammonia,30
8/14/2000,Clark Fork River below Missoula,Ammonia,30
2/28/2001,Clark Fork River at Harper Bridge,Ammonia,30
4/4/2001,Clark Fork River at Harper Bridge,Ammonia,30
5/23/2001,Clark Fork River above Flathead,Ammonia,30
4/26/2001,Clark Fork River above Little Blackfoot,Ammonia,30
6/18/2001,Clark Fork River at Bonita,Ammonia,30
12/18/2001,Clark Fork River below Warm Springs,Ammonia,30
1/31/2001,Clark Fork River at Huson,Ammonia,30
11/20/2001,Clark Fork River below Cabinet Gorge Dam,Ammonia,30
5/23/2001,Clark Fork River above Thompson Falls,Ammonia,30
11/20/2001,Clark Fork River at Noxon,Ammonia,30
11/20/2001,Clark Fork River above Thompson Falls,Ammonia,30
1/31/2001,Clark Fork River at Harper Bridge,Ammonia,30
4/23/2001,Clark Fork River below Warm Springs,Ammonia,30
4/24/2001,Clark Fork River above Flathead,Ammonia,30
6/5/2001,Clark Fork River below Cabinet Gorge Dam,Ammonia,30
3/1/2001,Clark Fork River above Thompson Falls,Ammonia,30
6/7/2001,Clark Fork River below Cabinet Gorge Dam,Ammonia,30
12/20/2001,Clark Fork River at Noxon,Ammonia,30
11/19/2001,Clark Fork River at Harper Bridge,Ammonia,30
6/19/2001,Clark Fork River at Turah,Ammonia,30
4/4/2001,Clark Fork River at Noxon,Ammonia,30
11/20/2001,Clark Fork River at Noxon,Ammonia,30
7/18/2001,Clark Fork River at Huson,Ammonia,30
7/11/2001,Clark Fork River below Warm Springs,Ammonia,30
7/18/2001,Clark Fork River below Missoula,Ammonia,30
6/18/2002,Clark Fork River at Harper Bridge,Ammonia,30
9/24/2002,Clark Fork River at Harper Bridge,Ammonia,30
7/24/2002,Clark Fork River at Noxon,Ammonia,30
1/28/2002,Clark Fork River below Warm Springs,Ammonia,30
1/28/2002,Clark Fork River at Gold Creek,Ammonia,30
5/29/2002,Clark Fork River at Harper Bridge,Ammonia,30
5/30/2002,Clark Fork River at Noxon,Ammonia,30
4/1/2002,Clark Fork River at Bonita,Ammonia,30
4/29/2002,Clark Fork River at Gold Creek,Ammonia,30
6/18/2002,Clark Fork River at Huson,Ammonia,30
1/30/2002,Clark Fork River at Noxon,Ammonia,30
7/22/2002,Clark Fork River at Gold Creek,Ammonia,30
4/3/2002,Clark Fork River at Noxon,Ammonia,30
6/17/2002,Clark Fork River below Warm Springs,Ammonia,30
6/19/2002,Clark Fork River above Flathead,Ammonia,30
5/28/2002,Clark Fork River at Gold Creek,Ammonia,30
8/21/2002,Clark Fork River above Flathead,Ammonia,30
5/30/2002,Clark Fork River below Thompson Falls,Ammonia,30
5/29/2002,Clark Fork River at Harper Bridge,Ammonia,30
4/1/2002,Clark Fork River at Turah,Ammonia,30
3/6/2002,Clark Fork River at Noxon,Ammonia,30
4/29/2002,Clark Fork River at Turah,Ammonia,30
6/17/2002,Clark Fork River below Warm Springs,Ammonia,30
6/9/2003,Clark Fork River above Little Blackfoot,Ammonia,30
6/9/2003,Clark Fork River at Deer Lodge,Ammonia,30
6/9/2003,Clark Fork River below Warm Springs,Ammonia,30
5/14/2003,Clark Fork River below Cabinet Gorge Dam,Ammonia,30
7/16/2003,Clark Fork River at Noxon,Ammonia,30
9/3/2003,Clark Fork River below Missoula,Ammonia,30
8/4/2003,Clark Fork River at Deer Lodge,Ammonia,30
6/10/2003,Clark Fork River at Huson,Ammonia,30
9/16/2003,Clark Fork River below Missoula,Ammonia,30
6/15/2004,Clark Fork River above Flathead,Ammonia,30
7/29/2004,Clark Fork River below Missoula,Ammonia,30
9/1/2005,Clark Fork River below Missoula,Ammonia,30
9/28/2005,Clark Fork River above Missoula,Ammonia,30
2/15/2005,Clark Fork River above Little Blackfoot,Ammonia,30
6/8/2005,Clark Fork River below Warm Springs,Ammonia,30
9/29/2005,Clark Fork River above Flathead,Ammonia,30
5/16/2005,Clark Fork River above Little Blackfoot,Ammonia,30
8/31/2005,Clark Fork River above Missoula,Ammonia,30
6/8/2005,Clark Fork River above Little Blackfoot,Ammonia,30
9/27/2006,Clark Fork River above Missoula,Ammonia,30
6/29/2006,Clark Fork River below Missoula,Ammonia,30
6/15/2006,Clark Fork River at Huson,Ammonia,30
6/15/2006,Clark Fork River below Missoula,Ammonia,30
7/5/2006,Clark Fork River above Missoula,Ammonia,30
6/14/2006,Clark Fork River above Missoula,Ammonia,30
6/6/2007,Clark Fork River at Deer Lodge,Ammonia,30
6/14/2007,Clark Fork River below Missoula,Ammonia,30
6/13/2007,Clark Fork River above Missoula,Ammonia,30
9/19/2007,Clark Fork River below Cabinet Gorge Dam,Ammonia,30
6/7/2007,Clark Fork River above Flathead,Ammonia,30
6/6/2007,Clark Fork River above Missoula,Ammonia,30
8/16/2007,Clark Fork River below Missoula,Ammonia,30
8/16/2007,Clark Fork River above Flathead,Ammonia,30
8/15/2022,Clark Fork River below Warm Springs,Ammonia,30
10/28/2019,Clark Fork River below Cabinet Gorge Dam,Ammonia,30
8/1/2022,Clark Fork River below Missoula,Ammonia,30
7/31/2022,Clark Fork River below Warm Springs,Ammonia,30
9/24/2020,Clark Fork River at Noxon,Ammonia,30
6/12/2008,Clark Fork River below Cabinet Gorge Dam,Ammonia,30
7/17/2019,Clark Fork River at Noxon,Ammonia,30
7/16/2019,Clark Fork River below Warm Springs,Ammonia,30
7/27/2021,Clark Fork River below Warm Springs,Ammonia,30
7/27/2021,Clark Fork River at Deer Lodge,Ammonia,30
8/31/2021,Clark Fork River at Noxon,Ammonia,30
8/31/2021,Clark Fork River at Noxon,Ammonia,30
7/31/2022,Clark Fork River at Deer Lodge,Ammonia,30
8/31/2021,Clark Fork River below Thompson Falls,Ammonia,30
8/31/2021,Clark Fork River at Noxon,Ammonia,30
7/9/2008,Clark Fork River at Deer Lodge,Ammonia,30
8/1/2022,Clark Fork River at Huson,Ammonia,30
8/31/2021,Clark Fork River below Cabinet Gorge Dam,Ammonia,30
6/25/2008,Clark Fork River below Warm Springs,Ammonia,30
8/6/2019,Clark Fork River below Missoula,Ammonia,30
9/9/2019,Clark Fork River at Deer Lodge,Ammonia,30
7/31/2022,Clark Fork River above Little Blackfoot,Ammonia,30
11/15/2022,Clark Fork River below Cabinet Gorge Dam,Ammonia,30
11/15/2022,Clark Fork River below Cabinet Gorge Dam,Ammonia,30
9/9/2019,Clark Fork River above Little Blackfoot,Ammonia,30
7/2/2019,Clark Fork River at Deer Lodge,Ammonia,30
8/6/2019,Clark Fork River at Huson,Ammonia,30
8/1/2022,Clark Fork River above Flathead,Ammonia,30
10/24/2022,Clark Fork River below Cabinet Gorge Dam,Ammonia,30
8/24/2021,Clark Fork River at Deer Lodge,Ammonia,30
7/31/2022,Clark Fork River above Missoula,Ammonia,30
8/6/2019,Clark Fork River above Flathead,Ammonia,30
8/5/2019,Clark Fork River below Warm Springs,Ammonia,30
8/5/2019,Clark Fork River at Deer Lodge,Ammonia,30
8/5/2019,Clark Fork River above Little Blackfoot,Ammonia,30
8/5/2019,Clark Fork River at Bonita,Ammonia,30
7/27/2017,Clark Fork River above Flathead,Ammonia,30.2
6/16/2009,Clark Fork River below Thompson Falls,Ammonia,30.29
8/21/2018,Clark Fork River at Deer Lodge,Ammonia,30.4
9/18/2018,Clark Fork River above Missoula,Ammonia,30.4
5/26/2012,Clark Fork River below Cabinet Gorge Dam,Ammonia,30.66
8/23/2017,Clark Fork River above Flathead,Ammonia,31.4
7/29/2016,Clark Fork River above Flathead,Ammonia,32.3
7/10/2018,Clark Fork River above Missoula,Ammonia,32.6
9/3/2009,Clark Fork River below Missoula,Ammonia,35.02
7/26/2012,Clark Fork River below Missoula,Ammonia,35.15
6/29/2011,Clark Fork River at Bonita,Ammonia,35.2
7/10/2018,Clark Fork River at Bonita,Ammonia,36.1
5/8/2012,Clark Fork River below Cabinet Gorge Dam,Ammonia,36.86
4/29/2009,Clark Fork River below Cabinet Gorge Dam,Ammonia,37.3
9/18/2018,Clark Fork River below Warm Springs,Ammonia,37.7
6/20/2012,Clark Fork River at Deer Lodge,Ammonia,38.55
6/9/2009,Clark Fork River below Cabinet Gorge Dam,Ammonia,38.6
8/28/2008,Clark Fork River below Missoula,Ammonia,40
8/14/2008,Clark Fork River below Missoula,Ammonia,40
8/21/2008,Clark Fork River below Missoula,Ammonia,40
8/15/2019,Clark Fork River at Noxon,Ammonia,40
6/24/1998,Clark Fork River below Cabinet Gorge Dam,Ammonia,40
12/16/1998,Clark Fork River at Noxon,Ammonia,40
6/10/1998,Clark Fork River below Cabinet Gorge Dam,Ammonia,40
7/7/1998,Clark Fork River at Gold Creek,Ammonia,40
6/8/1998,Clark Fork River above Flathead,Ammonia,40
7/8/1998,Clark Fork River above Flathead,Ammonia,40
7/12/1999,Clark Fork River below Warm Springs,Ammonia,40
7/12/1999,Clark Fork River at Gold Creek,Ammonia,40
11/17/1999,Clark Fork River above Thompson Falls,Ammonia,40
11/15/1999,Clark Fork River at Deer Lodge,Ammonia,40
7/12/1999,Clark Fork River at Gold Creek,Ammonia,40
7/13/1999,Clark Fork River below Missoula,Ammonia,40
3/3/1999,Clark Fork River at Huson,Ammonia,40
3/2/1999,Clark Fork River at Turah,Ammonia,40
6/14/1999,Clark Fork River at Deer Lodge,Ammonia,40
12/6/2000,Clark Fork River above Little Blackfoot,Ammonia,40
1/26/2000,Clark Fork River at Noxon,Ammonia,40
8/14/2000,Clark Fork River at Harper Bridge,Ammonia,40
3/27/2000,Clark Fork River at Gold Creek,Ammonia,40
5/2/2000,Clark Fork River below Warm Springs,Ammonia,40
9/6/2000,Clark Fork River below Warm Springs,Ammonia,40
10/16/2000,Clark Fork River at Turah,Ammonia,40
3/28/2000,Clark Fork River at Huson,Ammonia,40
5/21/2000,Clark Fork River at Harper Bridge,Ammonia,40
10/12/2000,Clark Fork River at Huson,Ammonia,40
2/29/2000,Clark Fork River at Huson,Ammonia,40
3/28/2000,Clark Fork River below Thompson Falls,Ammonia,40
9/12/2000,Clark Fork River below Warm Springs,Ammonia,40
5/23/2000,Clark Fork River below Thompson Falls,Ammonia,40
7/17/2000,Clark Fork River at Bonita,Ammonia,40
1/25/2000,Clark Fork River at Huson,Ammonia,40
7/17/2000,Clark Fork River above Little Blackfoot,Ammonia,40
1/24/2000,Clark Fork River above Little Blackfoot,Ammonia,40
6/11/2000,Clark Fork River above Missoula,Ammonia,40
7/26/2000,Clark Fork River at Huson,Ammonia,40
4/26/2001,Clark Fork River below Warm Springs,Ammonia,40
3/29/2001,Clark Fork River at Huson,Ammonia,40
2/28/2001,Clark Fork River at Gold Creek,Ammonia,40
3/29/2001,Clark Fork River above Little Blackfoot,Ammonia,40
7/22/2001,Clark Fork River at Noxon,Ammonia,40
1/30/2001,Clark Fork River at Gold Creek,Ammonia,40
4/26/2001,Clark Fork River below Warm Springs,Ammonia,40
12/18/2001,Clark Fork River at Bonita,Ammonia,40
8/20/2001,Clark Fork River above Little Blackfoot,Ammonia,40
6/11/2001,Clark Fork River below Cabinet Gorge Dam,Ammonia,40
10/25/2001,Clark Fork River above Thompson Falls,Ammonia,40
2/28/2001,Clark Fork River at Harper Bridge,Ammonia,40
12/19/2001,Clark Fork River at Huson,Ammonia,40
7/17/2001,Clark Fork River below Warm Springs,Ammonia,40
10/25/2001,Clark Fork River above Flathead,Ammonia,40
5/30/2002,Clark Fork River above Thompson Falls,Ammonia,40
6/19/2002,Clark Fork River below Thompson Falls,Ammonia,40
5/30/2002,Clark Fork River above Flathead,Ammonia,40
4/1/2002,Clark Fork River below Warm Springs,Ammonia,40
8/15/2002,Clark Fork River at Huson,Ammonia,40
5/30/2002,Clark Fork River below Cabinet Gorge Dam,Ammonia,40
6/19/2002,Clark Fork River at Noxon,Ammonia,40
6/4/2002,Clark Fork River below Cabinet Gorge Dam,Ammonia,40
3/6/2002,Clark Fork River above Thompson Falls,Ammonia,40
6/18/2002,Clark Fork River at Huson,Ammonia,40
7/22/2002,Clark Fork River below Warm Springs,Ammonia,40
6/13/2002,Clark Fork River below Cabinet Gorge Dam,Ammonia,40
6/17/2002,Clark Fork River at Turah,Ammonia,40
4/29/2002,Clark Fork River below Warm Springs,Ammonia,40
7/18/2002,Clark Fork River below Missoula,Ammonia,40
5/28/2002,Clark Fork River below Warm Springs,Ammonia,40
6/18/2002,Clark Fork River below Missoula,Ammonia,40
8/12/2003,Clark Fork River below Missoula,Ammonia,40
8/10/2003,Clark Fork River at Noxon,Ammonia,40
7/22/2003,Clark Fork River at Huson,Ammonia,40
6/18/2003,Clark Fork River at Noxon,Ammonia,40
6/9/2003,Clark Fork River above Missoula,Ammonia,40
4/20/2003,Clark Fork River below Cabinet Gorge Dam,Ammonia,40
4/20/2003,Clark Fork River at Noxon,Ammonia,40
8/5/2003,Clark Fork River below Missoula,Ammonia,40
8/19/2003,Clark Fork River below Missoula,Ammonia,40
5/17/2004,Clark Fork River below Cabinet Gorge Dam,Ammonia,40
7/28/2004,Clark Fork River above Missoula,Ammonia,40
12/13/2005,Clark Fork River below Warm Springs,Ammonia,40
1/18/2005,Clark Fork River below Warm Springs,Ammonia,40
3/15/2005,Clark Fork River above Little Blackfoot,Ammonia,40
1/18/2005,Clark Fork River at Deer Lodge,Ammonia,40
6/14/2006,Clark Fork River below Warm Springs,Ammonia,40
6/6/2007,Clark Fork River above Missoula,Ammonia,40
6/6/2007,Clark Fork River above Little Blackfoot,Ammonia,40
6/6/2007,Clark Fork River below Cabinet Gorge Dam,Ammonia,40
6/11/2008,Clark Fork River above Little Blackfoot,Ammonia,40
8/4/2021,Clark Fork River at Noxon,Ammonia,40
7/16/2008,Clark Fork River below Warm Springs,Ammonia,40
6/16/2009,Clark Fork River at Noxon,Ammonia,41.24
7/16/2018,Clark Fork River below Missoula,Ammonia,41.4
3/11/2014,Clark Fork River below Thompson Falls,Ammonia,42
9/19/2018,Clark Fork River above Flathead,Ammonia,42.2
6/5/2009,Clark Fork River below Cabinet Gorge Dam,Ammonia,42.22
8/25/2016,Clark Fork River at Huson,Ammonia,43.7
7/8/1999,Clark Fork River below Missoula,Ammonia,50
7/8/1999,Clark Fork River below Missoula,Ammonia,50
9/22/1999,Clark Fork River below Cabinet Gorge Dam,Ammonia,50
9/22/1999,Clark Fork River below Thompson Falls,Ammonia,50
4/6/1999,Clark Fork River below Missoula,Ammonia,50
4/6/1999,Clark Fork River below Missoula,Ammonia,50
6/11/1999,Clark Fork River below Cabinet Gorge Dam,Ammonia,50
11/16/1999,Clark Fork River at Huson,Ammonia,50
3/3/1999,Clark Fork River at Huson,Ammonia,50
12/14/1999,Clark Fork River at Huson,Ammonia,50
8/15/2000,Clark Fork River above Thompson Falls,Ammonia,50
2/29/2000,Clark Fork River at Huson,Ammonia,50
5/3/2000,Clark Fork River above Missoula,Ammonia,50
9/12/2000,Clark Fork River at Bonita,Ammonia,50
5/21/2000,Clark Fork River below Missoula,Ammonia,50
6/3/2000,Clark Fork River below Cabinet Gorge Dam,Ammonia,50
12/6/2000,Clark Fork River below Warm Springs,Ammonia,50
2/29/2000,Clark Fork River at Turah,Ammonia,50
7/18/2000,Clark Fork River above Thompson Falls,Ammonia,50
12/20/2000,Clark Fork River above Little Blackfoot,Ammonia,50
8/15/2000,Clark Fork River at Noxon,Ammonia,50
2/28/2001,Clark Fork River at Bonita,Ammonia,50
10/25/2001,Clark Fork River below Thompson Falls,Ammonia,50
1/11/2001,Clark Fork River below Warm Springs,Ammonia,50
12/18/2001,Clark Fork River above Little Blackfoot,Ammonia,50
6/19/2001,Clark Fork River below Missoula,Ammonia,50
5/22/2001,Clark Fork River below Missoula,Ammonia,50
10/24/2001,Clark Fork River at Huson,Ammonia,50
1/30/2001,Clark Fork River at Gold Creek,Ammonia,50
7/25/2001,Clark Fork River at Huson,Ammonia,50
11/20/2001,Clark Fork River below Thompson Falls,Ammonia,50
10/25/2001,Clark Fork River at Noxon,Ammonia,50
6/19/2002,Clark Fork River above Thompson Falls,Ammonia,50
3/6/2002,Clark Fork River below Cabinet Gorge Dam,Ammonia,50
5/29/2002,Clark Fork River below Missoula,Ammonia,50
6/18/2002,Clark Fork River above Missoula,Ammonia,50
3/4/2002,Clark Fork River below Warm Springs,Ammonia,50
1/28/2002,Clark Fork River above Little Blackfoot,Ammonia,50
9/21/2003,Clark Fork River below Thompson Falls,Ammonia,50
6/13/2003,Clark Fork River below Cabinet Gorge Dam,Ammonia,50
10/15/2003,Clark Fork River at Noxon,Ammonia,50
5/14/2003,Clark Fork River at Noxon,Ammonia,50
6/1/2004,Clark Fork River below Cabinet Gorge Dam,Ammonia,50
1/18/2005,Clark Fork River at Gold Creek,Ammonia,50
9/29/2005,Clark Fork River below Missoula,Ammonia,50
6/11/2008,Clark Fork River at Deer Lodge,Ammonia,50
6/22/2011,Clark Fork River above Missoula,Ammonia,54
9/18/2018,Clark Fork River at Bonita,Ammonia,56.4
9/9/2010,Clark Fork River below Missoula,Ammonia,57.1
9/9/2010,Clark Fork River below Missoula,Ammonia,58
6/24/2010,Clark Fork River above Flathead,Ammonia,58.4
7/8/1998,Clark Fork River at Noxon,Ammonia,60
7/8/1998,Clark Fork River below Cabinet Gorge Dam,Ammonia,60
8/17/1999,Clark Fork River below Missoula,Ammonia,60
6/14/1999,Clark Fork River below Warm Springs,Ammonia,60
8/17/1999,Clark Fork River above Missoula,Ammonia,60
7/22/1999,Clark Fork River below Missoula,Ammonia,60
11/16/1999,Clark Fork River at Harper Bridge,Ammonia,60
6/16/1999,Clark Fork River below Cabinet Gorge Dam,Ammonia,60
1/24/2000,Clark Fork River at Gold Creek,Ammonia,60
1/25/2000,Clark Fork River at Harper Bridge,Ammonia,60
5/3/2000,Clark Fork River below Cabinet Gorge Dam,Ammonia,60
12/20/2000,Clark Fork River below Warm Springs,Ammonia,60
8/15/2000,Clark Fork River below Cabinet Gorge Dam,Ammonia,60
9/12/2000,Clark Fork River above Little Blackfoot,Ammonia,60
12/21/2000,Clark Fork River at Huson,Ammonia,60
1/25/2000,Clark Fork River at Huson,Ammonia,60
2/29/2000,Clark Fork River at Bonita,Ammonia,60
1/25/2000,Clark Fork River at Bonita,Ammonia,60
10/16/2000,Clark Fork River above Little Blackfoot,Ammonia,60
7/18/2000,Clark Fork River at Harper Bridge,Ammonia,60
3/28/2000,Clark Fork River at Harper Bridge,Ammonia,60
2/29/2000,Clark Fork River at Harper Bridge,Ammonia,60
9/13/2000,Clark Fork River below Cabinet Gorge Dam,Ammonia,60
5/3/2000,Clark Fork River below Missoula,Ammonia,60
11/19/2001,Clark Fork River at Harper Bridge,Ammonia,60
1/11/2001,Clark Fork River at Huson,Ammonia,60
10/25/2001,Clark Fork River below Cabinet Gorge Dam,Ammonia,60
5/31/2001,Clark Fork River below Missoula,Ammonia,60
10/25/2001,Clark Fork River at Noxon,Ammonia,60
1/30/2001,Clark Fork River above Little Blackfoot,Ammonia,60
6/28/2001,Clark Fork River below Missoula,Ammonia,60
3/1/2001,Clark Fork River below Thompson Falls,Ammonia,60
6/28/2001,Clark Fork River below Missoula,Ammonia,60
2/8/2001,Clark Fork River at Huson,Ammonia,60
3/5/2002,Clark Fork River at Harper Bridge,Ammonia,60
6/6/2002,Clark Fork River below Cabinet Gorge Dam,Ammonia,60
7/23/2002,Clark Fork River below Missoula,Ammonia,60
5/27/2003,Clark Fork River below Cabinet Gorge Dam,Ammonia,60
6/24/2003,Clark Fork River below Missoula,Ammonia,60
6/10/2003,Clark Fork River below Missoula,Ammonia,60
12/13/2005,Clark Fork River above Little Blackfoot,Ammonia,60
6/1/2006,Clark Fork River above Little Blackfoot,Ammonia,60
8/19/2009,Clark Fork River at Noxon,Ammonia,61.25
6/11/1998,Clark Fork River at Turah,Ammonia,70
5/3/1999,Clark Fork River below Warm Springs,Ammonia,70
3/2/1999,Clark Fork River at Bonita,Ammonia,70
5/23/2000,Clark Fork River at Noxon,Ammonia,70
5/2/2000,Clark Fork River at Bonita,Ammonia,70
