 Agency Code, Station number,Site, Begin date,Day,Month,Year, Begin time, End date, End time, Time datum, Time datum reliability code, Agency Collecting Sample Code, Medium code, Taxonomic unit code, Body part code," Stream width, feet"," Temperature, water, degrees Celsius"," Temperature, air, degrees Celsius"," Temperature, air, degrees Fahrenheit"," Barometric pressure, millimeters of mercury"," Agency analyzing sample, code"," Weather, World Meteorological Organization (WMO) code"," Discharge, cubic feet per second"," Discharge, instantaneous, cubic feet per second"," Number of sampling points, count"," Gage height, feet"," Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius"," Hydrogen ion, water, unfiltered, calculated, milligrams per liter"," pH, water, unfiltered, field, standard units"," pH, water, unfiltered, laboratory, standard units"," Carbon dioxide, water, unfiltered, milligrams per liter"," Hardness, water, milligrams per liter as calcium carbonate"," Noncarbonate hardness, water, filtered, lab, milligrams per liter as calcium carbonate"," Calcium, water, filtered, milligrams per liter"," Magnesium, water, filtered, milligrams per liter"," Sodium, water, filtered, milligrams per liter"," Sodium adsorption ratio (SAR), water, number"," Sodium fraction of cations, water, percent in equivalents of major cations"," Potassium, water, filtered, milligrams per liter"," Chloride, water, filtered, milligrams per liter"," Sulfate, water, filtered, milligrams per liter"," Fluoride, water, filtered, milligrams per liter"," Silica, water, filtered, milligrams per liter as SiO2"," Arsenic, water, filtered, micrograms per liter"," Arsenic, water, unfiltered, micrograms per liter"," Cadmium, water, filtered, micrograms per liter"," Cadmium, water, unfiltered, micrograms per liter"," Copper, water, filtered, micrograms per liter"," Copper, water, unfiltered, recoverable, micrograms per liter"," Iron, water, unfiltered, recoverable, micrograms per liter"," Iron, water, filtered, micrograms per liter"," Lead, water, filtered, micrograms per liter"," Lead, water, unfiltered, recoverable, micrograms per liter"," Manganese, water, unfiltered, recoverable, micrograms per liter"," Manganese, water, filtered, micrograms per liter"," Zinc, water, filtered, micrograms per liter"," Zinc, water, unfiltered, recoverable, micrograms per liter"," Aluminum, water, unfiltered, recoverable, micrograms per liter"," Aluminum, water, filtered, micrograms per liter"," Alkalinity, water, filtered, fixed endpoint (pH 4.5) titration, laboratory, milligrams per liter as calcium carbonate"," Gage height, above datum, meters"," Discharge, cubic meters per second"," Discharge, instantaneous, cubic meters per second"," Transit rate, sampler, minimum, feet per second"," Transit rate, sampler, feet per second"," Transit rate, sampler, maximum, feet per second"," Site visit purpose, code"," Turbidity, water, unfiltered, broad band light source (400"," Turbidity, water, unfiltered, monochrome near infra"," Turbidity, water, unfiltered, monochrome near infra"," Dissolved solids, water, filtered, sum of constituents, milligrams per liter"," Dissolved solids, water, short tons per day"," Dissolved solids, water, filtered, short tons per acre"," Suspended sediment, sieve diameter, percent smaller than 0.0625 millimeters"," Sample purpose, code"," Sample location, distance downstream, feet"," Sample location, distance upstream, feet"," Sampler nozzle material, code"," Sampler nozzle diameter, code"," Suspended sediment concentration, milligrams per liter"," Suspended sediment discharge, short tons per day"," Velocity at point in stream, feet per second"," Sampling method, code"," Sampler type, code"," Sample splitter type, field, code"," Bottle or bag sampler material (construction), code"," Specific conductance, water, unfiltered, laboratory, microsiemens per centimeter at 25 degrees Celsius"," Suspended sediment, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, smaller than 0.063 mm sieve diameter, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, larger than 0.063 mm sieve diameter, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, between 0.063 and 4 mm sieve diameter, sediment mass analyzed for particle size fractions, dry weight, grams"," Type of replicate, code"," Type of quality assurance data associated with sample, code"," Sulfuric acid NWIS lot number, 4.5 N (1:7), 1 mL, National Field Supply Service (NFSS) stock number Q438FLD"," Nitric acid NWIS lot number, 7.5"," Conductance standard NWIS lot number, 50 uS/cm KCl, National Field Supply Service (NFSS) stock number Q42FLD"," Conductance standard NWIS lot number, 100 uS/cm KCl, National Field Supply Service (NFSS) stock number Q43FLD"," Conductance standard NWIS lot number, 500 uS/cm KCl, National Field Supply Service (NFSS) stock number Q45FLD"," Conductance standard NWIS lot number, 750 uS/cm KCl, National Field Supply Service (NFSS) stock number Q46FLD"," Conductance standard NWIS lot number, 1000 uS/cm KCl, National Field Supply Service (NFSS) stock number Q47FLD"," pH 10 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q122FLD, Q123FLD"," pH 4 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q124FLD, Q125FLD"," pH 7 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q126FLD, Q127FLD"," Lot number, first, inorganic"," NWIS lot number, capsule filter, 0.45 micron"," NWIS lot number, disk filter, 0.45 micron"," Julian date, in"
USGS,12324200,DL,3/18/2015,18,3,2015,14:00,,,MDT,K,OBSERVER,WS,,,,6,,,,,,,,1,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,10,,,,,28,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/18/2015,18,3,2015,14:01,,,MDT,K,OBSERVER,WS,,,,6,,,,,,,,1,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,10,,,,,39,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/19/2015,19,3,2015,17:34,,,MDT,K,OBSERVER,WS,,,,10,,,,,,,,1,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,10,,,,,30,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/19/2015,19,3,2015,17:35,,,MDT,K,OBSERVER,WS,,,,10,,,,,,,,1,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,10,,,,,29,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/20/2015,20,3,2015,17:00,,,MDT,K,OBSERVER,WS,,,,10,,,,,,,,1,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,10,,,,,30,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/20/2015,20,3,2015,17:01,,,MDT,K,OBSERVER,WS,,,,10,,,,,,,,1,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,10,,,,,29,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/21/2015,21,3,2015,19:00,,,MDT,K,OBSERVER,WS,,,,9.5,,,,,,,,1,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,10,,,,,31,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/21/2015,21,3,2015,19:01,,,MDT,K,OBSERVER,WS,,,,9.5,,,,,,,,1,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,10,,,,,29,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/22/2015,22,3,2015,16:34,,,MDT,K,OBSERVER,WS,,,,8.5,,,,,,,,1,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,32,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/22/2015,22,3,2015,16:35,,,MDT,K,OBSERVER,WS,,,,8.5,,,,,,,,1,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,31,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/23/2015,23,3,2015,17:35,,,MDT,K,OBSERVER,WS,,,,7,,,,,,,,1,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,10,,,,,27,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/23/2015,23,3,2015,17:36,,,MDT,K,OBSERVER,WS,,,,7,,,,,,,,1,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,10,,,,,27,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/24/2015,24,3,2015,13:05,,,MDT,K,USGS-WRD,WS,,,,4,2,,,,,,286,,2.92,438,0.00001,8.3,8.1,,203,,59.1,13.3,,,,,,,,,8.7,14,0.068,0.184,5.4,38.2,634,14.2,0.126,5.15,106,31.7,6.7,33.2,,,,0.89,,8.1,,,,,,,,,,,76,,,,,,25,19,,10,3044,,,436,,,,,20,30,,4181060,,,,,,,,,,8372,,
USGS,12324200,DL,3/24/2015,24,3,2015,13:06,,,MDT,K,USGS-WRD,WS,,,,4,2,,,,,,250,1,2.92,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,7.1,,,,,,,,,,,,10,,,,,25,17,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/24/2015,24,3,2015,13:07,,,MDT,K,USGS-WRD,WS,,,,4,2,,,,,,250,1,2.92,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,7.1,,,,,,,,,,,,10,,,,,23,16,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/24/2015,24,3,2015,18:00,,,MDT,K,OBSERVER,WS,,,,5,,,,,,,,1,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,10,,,,,25,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/24/2015,24,3,2015,18:01,,,MDT,K,OBSERVER,WS,,,,5,,,,,,,,1,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,10,,,,,28,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/25/2015,25,3,2015,16:13,,,MDT,K,OBSERVER,WS,,,,7.5,,,,,,,,1,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,10,,,,,30,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/25/2015,25,3,2015,16:14,,,MDT,K,OBSERVER,WS,,,,7.5,,,,,,,,1,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,10,,,,,27,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/26/2015,26,3,2015,15:34,,,MDT,K,OBSERVER,WS,,,,3,,,,,,,,1,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,10,,,,,32,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/26/2015,26,3,2015,15:35,,,MDT,K,OBSERVER,WS,,,,3,,,,,,,,1,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,10,,,,,27,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/27/2015,27,3,2015,16:27,,,MDT,K,OBSERVER,WS,,,,11,,,,,,,,1,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,10,,,,,28,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/27/2015,27,3,2015,16:28,,,MDT,K,OBSERVER,WS,,,,11,,,,,,,,1,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,10,,,,,26,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/28/2015,28,3,2015,17:25,,,MDT,K,OBSERVER,WS,,,,10,,,,,,,,1,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,10,,,,,22,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/28/2015,28,3,2015,17:26,,,MDT,K,OBSERVER,WS,,,,10,,,,,,,,1,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,10,,,,,23,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/29/2015,29,3,2015,15:03,,,MDT,K,OBSERVER,WS,,,,10,,,,,,,,1,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,10,,,,,24,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/29/2015,29,3,2015,15:04,,,MDT,K,OBSERVER,WS,,,,10,,,,,,,,1,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,10,,,,,23,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/30/2015,30,3,2015,17:10,,,MDT,K,OBSERVER,WS,,,,11,,,,,,,,1,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,10,,,,,27,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/30/2015,30,3,2015,17:11,,,MDT,K,OBSERVER,WS,,,,11,,,,,,,,1,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,10,,,,,24,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/31/2015,31,3,2015,17:28,,,MDT,K,OBSERVER,WS,,,,10,,,,,,,,1,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,10,,,,,62,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,3/31/2015,31,3,2015,17:29,,,MDT,K,OBSERVER,WS,,,,10,,,,,,,,1,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,10,,,,,25,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/2/2015,2,4,2015,16:00,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,10,,,,,29,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/2/2015,2,4,2015,16:01,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,10,,,,,27,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/3/2015,3,4,2015,16:54,,,MDT,K,OBSERVER,WS,,,,5,,,,,,,,1,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,10,,,,,21,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/3/2015,3,4,2015,16:55,,,MDT,K,OBSERVER,WS,,,,5,,,,,,,,1,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,10,,,,,22,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/4/2015,4,4,2015,17:07,,,MDT,K,OBSERVER,WS,,,,7.5,,,,,,,,1,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,10,,,,,23,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/4/2015,4,4,2015,17:08,,,MDT,K,OBSERVER,WS,,,,7.5,,,,,,,,1,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,10,,,,,23,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/5/2015,5,4,2015,16:25,,,MDT,K,OBSERVER,WS,,,,7,,,,,,,,1,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,10,,,,,24,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/5/2015,5,4,2015,16:26,,,MDT,K,OBSERVER,WS,,,,7,,,,,,,,1,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,10,,,,,24,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/6/2015,6,4,2015,17:00,,,MDT,K,OBSERVER,WS,,,,5,,,,,,,,1,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,10,,,,,21,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/6/2015,6,4,2015,17:01,,,MDT,K,OBSERVER,WS,,,,5,,,,,,,,1,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,10,,,,,20,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/7/2015,7,4,2015,15:37,,,MDT,K,OBSERVER,WS,,,,6,,,,,,,,1,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,10,,,,,26,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/7/2015,7,4,2015,15:38,,,MDT,K,OBSERVER,WS,,,,6,,,,,,,,1,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,10,,,,,24,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/8/2015,8,4,2015,15:40,,,MDT,K,OBSERVER,WS,,,,8.5,,,,,,,,1,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,10,,,,,23,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/8/2015,8,4,2015,15:41,,,MDT,K,OBSERVER,WS,,,,8.5,,,,,,,,1,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,10,,,,,26,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/9/2015,9,4,2015,16:05,,,MDT,K,OBSERVER,WS,,,,10,,,,,,,,1,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,10,,,,,29,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/9/2015,9,4,2015,16:06,,,MDT,K,OBSERVER,WS,,,,10,,,,,,,,1,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,10,,,,,28,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/10/2015,10,4,2015,15:24,,,MDT,K,OBSERVER,WS,,,,13,,,,,,,,1,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,10,,,,,22,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/10/2015,10,4,2015,15:25,,,MDT,K,OBSERVER,WS,,,,13,,,,,,,,1,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,,10,,,,,23,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/11/2015,11,4,2015,18:00,,,MDT,K,OBSERVER,WS,,,,12.5,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,10,,,,,46,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/11/2015,11,4,2015,18:01,,,MDT,K,OBSERVER,WS,,,,12.5,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,10,,,,,49,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/12/2015,12,4,2015,17:50,,,MDT,K,OBSERVER,WS,,,,7.5,,,,,,,,1,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,10,,,,,41,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/12/2015,12,4,2015,17:51,,,MDT,K,OBSERVER,WS,,,,7.5,,,,,,,,1,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,10,,,,,28,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/13/2015,13,4,2015,10:40,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,10,,,,,38,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/13/2015,13,4,2015,10:41,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,10,,,,,45,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/14/2015,14,4,2015,18:20,,,MDT,K,OBSERVER,WS,,,,8.7,,,,,,,,1,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,10,,,,,33,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/14/2015,14,4,2015,18:21,,,MDT,K,OBSERVER,WS,,,,8.7,,,,,,,,1,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,10,,,,,22,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/15/2015,15,4,2015,17:00,,,MDT,K,OBSERVER,WS,,,,5,,,,,,,,1,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,10,,,,,19,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/15/2015,15,4,2015,17:01,,,MDT,K,OBSERVER,WS,,,,5,,,,,,,,1,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,10,,,,,21,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/16/2015,16,4,2015,20:10,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,21,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/16/2015,16,4,2015,20:11,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,21,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/17/2015,17,4,2015,6:45,,,MDT,K,OBSERVER,WS,,,,5.3,,,,,,,,1,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,19,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/17/2015,17,4,2015,6:46,,,MDT,K,OBSERVER,WS,,,,5.3,,,,,,,,1,2.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,23,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/18/2015,18,4,2015,19:10,,,MDT,K,OBSERVER,WS,,,,6.5,,,,,,,,1,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,22,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/18/2015,18,4,2015,19:11,,,MDT,K,OBSERVER,WS,,,,6.5,,,,,,,,1,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,18,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/19/2015,19,4,2015,18:45,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,23,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/19/2015,19,4,2015,18:46,,,MDT,K,OBSERVER,WS,,,,9,,,,,,,,1,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,21,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/20/2015,20,4,2015,7:16,,,MDT,K,OBSERVER,WS,,,,13,,,,,,,,1,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,10,,,,,24,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/20/2015,20,4,2015,7:17,,,MDT,K,OBSERVER,WS,,,,13,,,,,,,,1,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,10,,,,,32,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/21/2015,21,4,2015,13:25,,,MDT,K,USGS-WRD,WS,,,,11.5,18,,,,,,245,,2.84,465,0.00001,8.3,8.1,,212,,62.2,13.7,,,,,,,,,10.8,13.8,0.076,0.14,6.5,28.5,449,17.3,0.152,3.12,89.5,30.9,5.9,24,,,,0.87,,6.9,,,,,,,,,,,83,,,,,,16,11,,10,3044,,,456,,,,,20,30,,4181060,,,,,,,,,,1395,,
USGS,12324200,DL,4/21/2015,21,4,2015,13:26,,,MDT,K,USGS-WRD,WS,,,,11.5,18,,,,,,216,1,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,6.1,,,,,,,,,,,,10,,,,,15,8.7,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/21/2015,21,4,2015,13:27,,,MDT,K,USGS-WRD,WS,,,,11.5,18,,,,,,216,1,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,6.1,,,,,,,,,,,,10,,,,,17,9.9,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/21/2015,21,4,2015,18:00,,,MDT,K,OBSERVER,WS,,,,14.5,,,,,,,,1,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,33,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
USGS,12324200,DL,4/21/2015,21,4,2015,18:01,,,MDT,K,OBSERVER,WS,,,,14.5,,,,,,,,1,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,10,,,,,38,,,30,3007,,,,,,,,,,,,,,,,,,,,,,,
