 Agency Code, Station number,Site, Begin date,Day,Month,Year, Begin time, End date, End time, Time datum, Time datum reliability code, Agency Collecting Sample Code, Medium code, Taxonomic unit code, Body part code," Stream width, feet"," Temperature, water, degrees Celsius"," Temperature, air, degrees Celsius"," Temperature, air, degrees Fahrenheit"," Barometric pressure, millimeters of mercury"," Agency analyzing sample, code"," Weather, World Meteorological Organization (WMO) code"," Discharge, cubic feet per second"," Discharge, instantaneous, cubic feet per second"," Number of sampling points, count"," Gage height, feet"," Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius"," Hydrogen ion, water, unfiltered, calculated, milligrams per liter"," pH, water, unfiltered, field, standard units"," pH, water, unfiltered, laboratory, standard units"," Carbon dioxide, water, unfiltered, milligrams per liter"," Hardness, water, milligrams per liter as calcium carbonate"," Calcium, water, filtered, milligrams per liter"," Magnesium, water, filtered, milligrams per liter"," Sodium, water, filtered, milligrams per liter"," Sodium adsorption ratio (SAR), water, number"," Sodium fraction of cations, water, percent in equivalents of major cations"," Potassium, water, filtered, milligrams per liter"," Chloride, water, filtered, milligrams per liter"," Sulfate, water, filtered, milligrams per liter"," Fluoride, water, filtered, milligrams per liter"," Silica, water, filtered, milligrams per liter as SiO2"," Arsenic, water, filtered, micrograms per liter"," Arsenic, water, unfiltered, micrograms per liter"," Cadmium, water, filtered, micrograms per liter"," Cadmium, water, unfiltered, micrograms per liter"," Copper, water, filtered, micrograms per liter"," Copper, water, unfiltered, recoverable, micrograms per liter"," Iron, water, unfiltered, recoverable, micrograms per liter"," Iron, water, filtered, micrograms per liter"," Lead, water, filtered, micrograms per liter"," Lead, water, unfiltered, recoverable, micrograms per liter"," Manganese, water, unfiltered, recoverable, micrograms per liter"," Manganese, water, filtered, micrograms per liter"," Zinc, water, filtered, micrograms per liter"," Zinc, water, unfiltered, recoverable, micrograms per liter"," Gage height, above datum, meters"," Discharge, cubic meters per second"," Discharge, instantaneous, cubic meters per second"," Transit rate, sampler, minimum, feet per second"," Transit rate, sampler, feet per second"," Transit rate, sampler, maximum, feet per second"," Site visit purpose, code"," Turbidity, water, unfiltered, monochrome near infra"," Dissolved solids, water, filtered, sum of constituents, milligrams per liter"," Dissolved solids, water, short tons per day"," Dissolved solids, water, filtered, short tons per acre"," Suspended sediment, sieve diameter, percent smaller than 0.0625 millimeters"," Sample purpose, code"," Sample location, distance downstream, feet"," Sample location, distance upstream, feet"," Sampler nozzle material, code"," Sampler nozzle diameter, code"," Suspended sediment concentration, milligrams per liter"," Suspended sediment discharge, short tons per day"," Velocity at point in stream, feet per second"," Sampling method, code"," Sampler type, code"," Sample splitter type, field, code"," Bottle or bag sampler material (construction), code"," Specific conductance, water, unfiltered, laboratory, microsiemens per centimeter at 25 degrees Celsius"," Acid neutralizing capacity, water, unfiltered, fixed endpoint (pH 4.5) titration, laboratory, milligrams per liter as calcium carbonate"," Suspended sediment, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, smaller than 0.063 mm sieve diameter, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, larger than 0.063 mm sieve diameter, sediment mass recovered from whole water sample, dry weight, grams"," Suspended sediment, between 0.063 and 4 mm sieve diameter, sediment mass analyzed for particle size fractions, dry weight, grams"," Type of replicate, code"," Type of quality assurance data associated with sample, code"," Sulfuric acid NWIS lot number, 4.5 N (1:7), 1 mL, National Field Supply Service (NFSS) stock number Q438FLD"," Nitric acid NWIS lot number, 7.5"," Conductance standard NWIS lot number, 100 uS/cm KCl, National Field Supply Service (NFSS) stock number Q43FLD"," Conductance standard NWIS lot number, 500 uS/cm KCl, National Field Supply Service (NFSS) stock number Q45FLD"," Conductance standard NWIS lot number, 750 uS/cm KCl, National Field Supply Service (NFSS) stock number Q46FLD"," Conductance standard NWIS lot number, 1000 uS/cm KCl, National Field Supply Service (NFSS) stock number Q47FLD"," pH 10 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q122FLD, Q123FLD"," pH 4 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q124FLD, Q125FLD"," pH 7 Buffer solution, NWIS lot number, National Field Supply Service (NFSS) stock numbers Q126FLD, Q127FLD"," Lot number, first, inorganic"," NWIS lot number, capsule filter, 0.45 micron"," NWIS lot number, disk filter, 0.45 micron"," Julian date, in"
USGS,12331800,BN,6/2/2005,2,6,2005,16:30,,,MDT,K,USGS-WRD,WS,,,,9.5,11,,,80020,,,2210,,5.67,312,0.00001,8.2,7.6,,140,39.6,10.1,,,,,,,,,12.2,30,0.067,0.823,12.8,146,3320,36.8,0.294,23,403,18.1,9,201,1.73,,63,,,,,,,,,61,,,,,,222,1320,,20,3036,,,287,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/7/2005,7,6,2005,14:10,,,MST,K,USGS-WRD,WS,,,,10.5,14.5,,,1028,,,3030,,6.4,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/23/2005,23,6,2005,11:50,,,MDT,K,USGS-WRD,WS,,,,16,20,,,80020,,,2030,,5.49,289,0.00001,8.2,7.9,,133,39.7,8.16,,,,,,,,,12.9,18,0.067,0.277,8.6,48.3,884,14.2,0.185,7.48,137,14,5.4,45,1.67,,57,,,,,,,,,69,,,,,,49,269,,20,3036,,,257,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,7/13/2005,13,7,2005,10:40,,,MST,K,USGS-WRD,WS,,,,20,23,,,1028,,,694,,3.73,425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,7/26/2005,26,7,2005,13:40,,,MDT,K,USGS-WRD,WS,,,,18.5,25,,,80020,,,323,,2.91,495,M ,8.5,7.9,,237,67.5,16.7,,,,,,,,,11.5,12.7,E 0.036,0.043,4.3,6.1,43.5,< 6.0,E 0.040,0.3,20.5,11.7,2.9,5,0.89,,9.1,,,,,,,,,77,,,,,,5,4.4,,10,3044,,,494,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,8/24/2005,24,8,2005,12:10,,,MDT,K,USGS-WRD,WS,,,,15.5,19.5,,,80020,,,270,,2.76,536,M ,8.4,8.1,,256,72.8,18.1,,,,,,,,,11.6,11.7,E 0.033,E 0.038,4.2,6.3,50.5,6.8,< 0.080,0.45,29.7,7.35,2.6,6,0.84,,7.6,,,,,,,,,72,,,,,,8,5.8,,10,3044,,,541,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,10/11/2005,11,10,2005,14:30,,,MDT,K,USGS-WRD,WS,,,,8.5,8,,,,,,605,,3.57,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,10/18/2005,18,10,2005,14:20,,,MDT,K,USGS-WRD,WS,,,,12.5,23,,,80020,,,563,,3.47,479,M ,8.5,8,,226,63.5,16.4,,,,,,,,,8.3,9.3,E 0.038,0.081,3.8,8.8,176,9.2,< 0.080,1.35,61.4,7.9,2.1,12,1.06,,16,,,,,,,,,76,,,,,,11,17,,10,3044,,,469,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,12/9/2005,9,12,2005,12:00,,,MST,K,USGS-WRD,WS,,,,4,0,,,,,,166,,2.36,630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,1/10/2006,10,1,2006,13:30,,,MST,K,USGS-WRD,WS,,,,2,9,,,,,,530,,3.38,480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,3/6/2006,6,3,2006,13:40,,,MST,K,USGS-WRD,WS,,,,2.5,5,,,,,,512,,3.34,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,3/21/2006,21,3,2006,14:50,,,MST,K,USGS-WRD,WS,,,,7,10.5,,,80020,,,443,,3.19,475,M ,8.6,8.2,,226,64.3,15.8,,,,,,,,,7.3,8.5,0.041,0.086,3.9,10.8,233,E 3.6,E 0.058,1.78,59.1,25.2,2.9,15,0.97,,13,,,,,,,,,72,,,,,,14,17,,10,3044,,,480,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,4/18/2006,18,4,2006,16:00,,,MDT,K,USGS-WRD,WS,,,,7.5,7,,,80020,,,1180,,4.47,368,0.00001,8.3,8,,166,47.6,11.3,,,,,,,,,7.9,13.9,0.046,0.263,6.4,38.3,1140,29.7,0.177,7.12,150,15.7,7.1,49,1.36,,33,,,,,,,,,65,,,,,,63,201,,20,3036,,,376,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,4/20/2006,20,4,2006,10:00,,,MST,K,USGS-WRD,WS,,,,7.5,7,,,,,,1050,,4.28,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,5/9/2006,9,5,2006,15:45,,,MDT,K,USGS-WRD,WS,,,,10.5,13,,,80020,,,1020,,4.25,337,M ,8.4,7.9,,155,45.2,10.1,,,,,,,,,8.9,11.6,< 0.040,0.164,5.2,19.9,537,8.5,E 0.041,3.54,78.2,12.4,3,25,1.3,,29,,,,,,,,,70,,,,,,27,74,,20,3036,,,340,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,5/23/2006,23,5,2006,14:15,,,MDT,K,USGS-WRD,WS,,,,15.5,20.5,,,80020,,,1150,,4.43,294,0.00001,8.2,7.9,,130,38.5,8.18,,,,,,,,,13.7,19.3,E 0.037,0.306,9.2,58.3,1160,17.2,0.135,8.35,170,10.7,4.8,58,1.35,,33,,,,,,,,,78,,,,,,55,171,,20,3036,,,296,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,5/31/2006,31,5,2006,11:40,,,MST,K,USGS-WRD,WS,,,,13.5,16,,,,,,888,,4.04,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/14/2006,14,6,2006,7:30,,,MDT,K,USGS-WRD,WS,,,,17,15,,,80020,,,1300,,4.63,366,0.00001,8.2,8,,160,46.6,10.6,,,,,,,,,13.3,20.6,0.04,0.325,8.8,52.5,1120,14.8,0.13,8.8,184,8.56,5,59,1.41,,37,,,,,,,,,74,,,,,,53,186,,20,3036,,,362,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,7/11/2006,11,7,2006,11:20,,,MST,K,USGS-WRD,WS,,,,18.5,27,,,,,,406,,3.14,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,7/25/2006,25,7,2006,12:05,,,MDT,K,USGS-WRD,WS,,,,21.5,32.5,,,80020,,,232,,2.6,522,M ,8.4,8.3,,236,65.2,17.8,,,,,,,,,12.2,12.1,E 0.020,E 0.035,4.1,6.1,27.1,< 6.0,< 0.080,0.21,15.2,6.96,1.5,3,0.79,,6.6,,,,,,,,,58,,,,,,8,5,,10,3044,,,519,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,8/15/2006,15,8,2006,12:40,,,MST,K,USGS-WRD,WS,,,,18.5,21,,,,,,150,,2.3,605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,8/24/2006,24,8,2006,14:10,,,MDT,K,USGS-WRD,WS,,,,19.5,27,,,80020,,,172,,2.37,577,M ,8.5,8.4,,267,74.1,19.9,,,,,,,,,10.2,10.4,< 0.040,0.051,3.3,5.3,30,< 6.0,< 0.080,0.22,19.3,6.75,2.2,4,0.72,,4.9,,,,,,,,,67,,,,,,7,3.3,,10,3044,,,576,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,10/3/2006,3,10,2006,13:45,,,MDT,K,USGS-WRD,WS,,,,14,18,,,,,,404,,3.1,560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.94,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,11/14/2006,14,11,2006,15:00,,,MST,K,USGS-WRD,WS,,,,5,5,,,80020,,,573,,3.48,459,M ,8.7,8.4,,218,62.7,14.8,,,,,,,,,8.4,9.2,E 0.020,0.08,2.9,9.7,188,E 3.9,< 0.120,1.32,44.4,11,2.6,12,1.06,,16,,,,,,,,,79,,,,,,12,19,,10,3044,,,470,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,11/15/2006,15,11,2006,14:00,,,MST,K,USGS-WRD,WS,,,,3.5,4,,,,,,540,,3.42,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,12/27/2006,27,12,2006,15:20,,,MST,K,USGS-WRD,WS,,,,2.5,8,,,,,,513,,3.35,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.02,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,2/22/2007,22,2,2007,9:20,,,MST,K,USGS-WRD,WS,,,,3,-3,,,,,,510,,3.31,475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.01,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,2/27/2007,27,2,2007,15:25,,,MST,K,USGS-WRD,WS,,,,3,4,,,,,,460,,3.19,478,M ,8.4,8.1,,208,59.4,14.5,,,,,,,,,7.4,8.5,0.06,0.123,3.3,14.3,276,E 3.6,E 0.060,1.84,64.4,27.6,5.6,20,0.97,,13,,,,,,,,,80,,,,,,13,16,,10,3044,,,476,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,3/28/2007,28,3,2007,8:50,,,MDT,K,USGS-WRD,WS,,,,5.5,2.5,,,,,,720,,3.72,401,0.00001,8.3,8,,183,53.5,12.1,,,,,,,,,6.9,10,E 0.030,0.14,3.6,20,532,9.9,E 0.070,3.8,91.3,18,4,30,1.13,,20,,,,,,,,,74,,,,,,27,52,,20,3036,,,402,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,4/3/2007,3,4,2007,11:40,,,MST,K,USGS-WRD,WS,,,,6.5,5,,,,,,653,,3.58,439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,5/8/2007,8,5,2007,8:15,,,MDT,K,USGS-WRD,WS,,,,11.5,11,,,,,,1030,,4.26,356,0.00001,8.2,7.9,,154,44,10.8,,,,,,,,,9.7,14.6,0.04,0.22,4.8,38.2,913,11.4,E 0.110,7.15,156,7.8,4,47.6,1.3,,29,,,,,,,,,72,,,,,,54,150,,20,3036,,,360,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,5/14/2007,14,5,2007,13:50,,,MST,K,USGS-WRD,WS,,,,12.5,21,,,,,,1410,,4.62,293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,5/24/2007,24,5,2007,8:20,,,MST,K,USGS-WRD,WS,,,,9,4.5,,,,,,1820,,5.38,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.64,,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/7/2007,7,6,2007,11:40,,,MDT,K,USGS-WRD,WS,,,,9,15.5,,,,,,3160,,6.73,293,0.00001,8.2,7.8,,121,34.8,8.26,,,,,,,,,18,41.3,0.07,1.02,16,170,4450,53.9,0.58,31,507,30.9,9.5,200,2.05,,89,,,,,,,,,59,,,,,,315,2690,,20,3036,,,297,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/19/2007,19,6,2007,14:25,,,MDT,K,USGS-WRD,WS,,,,15.5,23,,,,,,1410,,4.87,352,0.00001,8.3,8.1,,153,44.7,10.1,,,,,,,,,12.6,16.3,0.05,0.2,6.1,26.2,657,39.1,0.13,5.24,111,27.5,4.2,32.8,1.48,,40,,,,,,,,,67,,,,,,37,141,,20,3036,,,357,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,7/2/2007,2,7,2007,15:05,,,MST,K,USGS-WRD,WS,,,,21,27.5,,,,,,542,,3.43,463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,7/24/2007,24,7,2007,14:40,,,MDT,K,USGS-WRD,WS,,,,21,33,,,,,,298,,2.8,463,M ,8.6,8.4,,206,57.5,15.2,,,,,,,,,11.5,11.6,E 0.030,0.05,3.9,5.5,25.7,< 6.0,< 0.120,0.18,13.5,3.3,0.95,2.9,0.85,,8.4,,,,,,,,,71,,,,,,7,5.6,,10,3044,,,470,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,8/14/2007,14,8,2007,13:00,,,MST,K,USGS-WRD,WS,,,,,23,,,,,,242,,2.61,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,8/28/2007,28,8,2007,12:15,,,MDT,K,USGS-WRD,WS,,,,16.5,21.5,,,,,,232,,2.58,573,M ,8.4,8.3,,252,71.4,18,,,,,,,,,11.1,11.3,E 0.028,0.066,3.1,5.9,80.7,< 6.0,< 0.120,0.67,53.6,11.7,2.1,7.4,0.79,,6.6,,,,,,,,,82,,,,,,9,5.6,,10,3044,,,584,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,10/2/2007,2,10,2007,9:10,,,MDT,K,USGS-WRD,WS,,,,8,10.5,,,,,,563,,3.45,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,11/6/2007,6,11,2007,15:30,,,MST,K,USGS-WRD,WS,,,,6,10,,,,,,568,,3.45,475,M ,8.5,8.3,,218,62.5,15,,,,,,,,,7.8,8.1,E 0.024,0.034,2.6,6.3,115,< 8.0,< 0.080,0.83,36.9,9.78,2.4,6.9,1.05,,16,,,,,,,,,77,,,,,,4,6.1,,10,3044,,,476,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,11/14/2007,14,11,2007,9:45,,,MST,K,USGS-WRD,WS,,,,2.5,18,,,,,,572,,3.45,322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,12/27/2007,27,12,2007,10:20,,,MST,K,USGS-WRD,WS,,,,0,-6,,,,,,429,,3.15,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.96,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,2/5/2008,5,2,2008,13:20,,,MST,K,USGS-WRD,WS,,,,2.5,1,,,,,,434,,3.13,505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,3/4/2008,4,3,2008,13:45,,,MST,K,USGS-WRD,WS,,,,4,6,,,,,,465,,3.21,480,M ,8.5,8.3,,210,59.6,14.9,,,,,,,,,7.3,9.6,E 0.040,0.133,3.6,16.7,376,< 8.0,< 0.080,3.08,88.8,23.5,4.3,20.9,0.98,,13,,,,,,,,,80,,,,,,19,24,,10,3044,,,479,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,3/26/2008,26,3,2008,9:00,,,MDT,K,USGS-WRD,WS,,,,4.5,3,,,,,,510,,3.29,491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,4/9/2008,9,4,2008,9:15,,,MDT,K,USGS-WRD,WS,,,,6,2,,,,,,465,,3.21,479,0.00001,8.3,8,,203,57.7,14.4,,,,,,,,,7.7,9.8,E 0.040,0.128,3.8,15.2,333,< 8.0,E 0.054,2.73,87.5,26.2,4.1,21.9,0.98,,13,,,,,,,,,72,,,,,,23,29,,10,3044,,,474,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,5/2/2008,2,5,2008,8:35,,,MDT,K,USGS-WRD,WS,,,,7,11,,,,,,732,,3.77,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.15,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,5/8/2008,8,5,2008,9:10,,,MDT,K,USGS-WRD,WS,,,,8.5,9,,,,,,867,,4.03,363,0.00001,8.1,7.8,,157,44.7,11.1,,,,,,,,,9,17.3,< 0.040,0.245,4,37.4,1200,27.7,0.154,10.5,219,11.9,3.8,56.4,1.23,,25,,,,,,,,,81,,,,,,64,150,,10,3044,,,359,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/2/2008,2,6,2008,9:15,,,MDT,K,USGS-WRD,WS,,,,12,21.5,,,,,,2190,,5.64,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/4/2008,4,6,2008,13:05,,,MDT,K,USGS-WRD,WS,,,,11,7.5,,,,,,2210,,5.82,280,0.00001,8.1,7.9,,116,33.9,7.5,,,,,,,,,13.2,20.5,0.046,0.297,8.3,55.8,1280,27.2,0.214,10.2,191,11.5,6.9,66.3,1.77,,63,,,,,,,,,66,,,,,,78,465,,20,3036,,,279,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/12/2008,12,6,2008,9:00,,,MDT,K,USGS-WRD,WS,,,,7,6.5,,,,,,3060,,6.77,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/17/2008,17,6,2008,7:40,,,MDT,K,USGS-WRD,WS,,,,13.5,12,,,,,,2740,,6.45,274,0.00001,8.1,8,,118,34.6,7.71,,,,,,,,,13.8,19.8,0.055,0.288,9.1,52,1260,29.2,0.261,9.29,168,13.3,7.5,66.2,1.97,,78,,,,,,,,,65,,,,,,72,533,,20,3036,,,272,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,6/25/2008,25,6,2008,11:30,,,MDT,K,USGS-WRD,WS,,,,14.5,22,,,,,,2250,,5.92,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,7/9/2008,9,7,2008,14:55,,,MDT,K,USGS-WRD,WS,,,,19,29,,,,,,1130,,4.51,357,M ,8.4,8.2,,155,45.1,10.4,,,,,,,,,13.5,16.9,0.066,0.138,7.1,23.1,431,E 7.7,0.227,3.61,83.9,26.9,4,24.4,1.37,,32,,,,,,,,,71,,,,,,19,58,,20,3036,,,349,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,7/21/2008,21,7,2008,15:50,,,MDT,K,USGS-WRD,WS,,,,20.5,30,,,,,,566,,3.5,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,8/12/2008,12,8,2008,8:50,,,MDT,K,USGS-WRD,WS,,,,15.5,,,,,,,304,,2.83,527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.86,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,8/19/2008,19,8,2008,13:40,,,MDT,K,USGS-WRD,WS,,,,19.5,27,,,,,,270,,2.73,499,M ,8.5,8.4,,213,59.8,15.5,,,,,,,,,11.2,12.1,E 0.026,0.016,4.3,5.7,74.3,< 8.0,< 0.080,0.32,21.6,6.18,2.3,4.3,0.83,,7.6,,,,,,,,,68,,,,,,3,2.2,,10,3044,,,484,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,10/2/2008,2,10,2008,10:50,,,MDT,K,USGS-WRD,WS,,,,11.7,11.5,,,,,,559,,3.42,485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.04,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,10/21/2008,21,10,2008,15:20,,,MDT,K,USGS-WRD,WS,,,,8,7,,,,,,766,,3.86,416,M ,8.4,8.2,,192,55.3,13.1,,,,,,,,,8.4,10.1,0.035,0.076,3.4,13.7,323,8.3,0.07,2.88,81.2,9.47,3.1,17.9,1.18,,22,,,,,,,,,82,,,,,,13,27,,10,3044,,,412,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,11/12/2008,12,11,2008,10:10,,,MST,K,USGS-WRD,WS,,,,5.8,6.9,,,,,,804,,3.88,433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,1/8/2009,8,1,2009,15:55,,,MST,K,USGS-WRD,WS,,,,1.5,6,,,,,,855,,3.93,490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,3/5/2009,5,3,2009,14:05,,,MST,K,USGS-WRD,WS,,,,4.4,4.2,,,,,,684,,3.64,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,3/25/2009,25,3,2009,8:30,,,MDT,K,USGS-WRD,WS,,,,4,0,,,,,,943,,4.09,406,0.00001,8.1,7.8,,173,49.9,11.8,,,,,,,,,8.6,13.9,0.058,0.234,6.9,40.8,1140,27.6,0.153,6.95,134,17.6,5.8,49,1.25,,27,,,,,,,,,66,,,,,,59,150,,10,3044,,,390,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,4/8/2009,8,4,2009,13:00,,,MST,K,USGS-WRD,WS,,,,8.3,9.1,,,,,,1290,,4.57,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,12331800,BN,4/28/2009,28,4,2009,16:20,,,MDT,K,USGS-WRD,WS,,,,5,3,,,,,,1500,,4.98,333,0.00001,8.2,8,,145,41.8,9.76,,,,,,,,,7.1,13.6,0.04,0.223,5.1,38.3,1180,40.8,0.211,8.17,152,8.49,4.6,49.1,1.52,,42,,,,,,,,,55,,,,,,70,284,,20,3036,,,332,,,,,,,,,,,,,,,,,,,,
