agency_cd,SITE,datetime,Day,Month,Year,Temp_Mean,10s,Temp Max,10s,Temp Min,10s,Discharge_CFS,10s
USGS,12324200,9/16/2008,16,9,2008,186,A,,,,,,
USGS,12324200,9/17/2008,17,9,2008,179,A,,,,,,
USGS,12324200,9/18/2008,18,9,2008,165,A,,,,,,
USGS,12324200,9/19/2008,19,9,2008,164,A,,,,,,
USGS,12324200,9/20/2008,20,9,2008,164,A,,,,,,
USGS,12324200,9/21/2008,21,9,2008,168,A,,,,,,
USGS,12324200,9/22/2008,22,9,2008,179,A,,,,,,
USGS,12324200,9/23/2008,23,9,2008,176,A,,,,,,
USGS,12324200,9/24/2008,24,9,2008,177,A,,,,,,
USGS,12324200,9/25/2008,25,9,2008,172,A,,,,,,
USGS,12324200,9/26/2008,26,9,2008,161,A,,,,,,
USGS,12324200,9/27/2008,27,9,2008,159,A,,,,,,
USGS,12324200,9/28/2008,28,9,2008,155,A,,,,,,
USGS,12324200,9/29/2008,29,9,2008,156,A,,,,,,
USGS,12324200,9/30/2008,30,9,2008,170,A,,,,,,
USGS,12324200,10/1/2008,1,10,2008,178,A,,,,,,
USGS,12324200,10/2/2008,2,10,2008,180,A,,,,,,
USGS,12324200,10/3/2008,3,10,2008,183,A,,,,,,
USGS,12324200,10/4/2008,4,10,2008,209,A,,,,,,
USGS,12324200,10/5/2008,5,10,2008,220,A,,,,,,
USGS,12324200,10/6/2008,6,10,2008,218,A,,,,,,
USGS,12324200,10/7/2008,7,10,2008,212,A,,,,,,
USGS,12324200,10/8/2008,8,10,2008,220,A,,,,,,
USGS,12324200,10/9/2008,9,10,2008,230,A,,,,,,
USGS,12324200,10/10/2008,10,10,2008,247,A,,,,,,
USGS,12324200,10/11/2008,11,10,2008,251,A,,,,,,
USGS,12324200,10/12/2008,12,10,2008,255,A,,,,,,
USGS,12324200,10/13/2008,13,10,2008,268,A,,,,,,
USGS,12324200,10/14/2008,14,10,2008,279,A,,,,,,
USGS,12324200,10/15/2008,15,10,2008,272,A,,,,,,
USGS,12324200,10/16/2008,16,10,2008,278,A,,,,,,
USGS,12324200,10/17/2008,17,10,2008,273,A,,,,,,
USGS,12324200,10/18/2008,18,10,2008,278,A,,,,,,
USGS,12324200,10/19/2008,19,10,2008,277,A,,,,,,
USGS,12324200,10/20/2008,20,10,2008,277,A,,,,,,
USGS,12324200,10/21/2008,21,10,2008,288,A,,,,,,
USGS,12324200,10/22/2008,22,10,2008,283,A,,,,,,
USGS,12324200,10/23/2008,23,10,2008,276,A,,,,,,
USGS,12324200,10/24/2008,24,10,2008,279,A,,,,,,
USGS,12324200,10/25/2008,25,10,2008,285,A,,,,,,
USGS,12324200,10/26/2008,26,10,2008,280,A,,,,,,
USGS,12324200,10/27/2008,27,10,2008,273,A,,,,,,
USGS,12324200,10/28/2008,28,10,2008,268,A,,,,,,
USGS,12324200,10/29/2008,29,10,2008,266,A,,,,,,
USGS,12324200,10/30/2008,30,10,2008,268,A,,,,,,
USGS,12324200,10/31/2008,31,10,2008,275,A,,,,,,
USGS,12324200,11/1/2008,1,11,2008,268,A,,,,,,
USGS,12324200,11/2/2008,2,11,2008,277,A,,,,,,
USGS,12324200,11/3/2008,3,11,2008,288,A,,,,,,
USGS,12324200,11/4/2008,4,11,2008,287,A,,,,,,
USGS,12324200,11/5/2008,5,11,2008,293,A,,,,,,
USGS,12324200,11/6/2008,6,11,2008,297,A,,,,,,
USGS,12324200,11/7/2008,7,11,2008,305,A,,,,,,
USGS,12324200,11/8/2008,8,11,2008,323,A,,,,,,
USGS,12324200,11/9/2008,9,11,2008,318,A,,,,,,
USGS,12324200,11/10/2008,10,11,2008,309,A,,,,,,
USGS,12324200,11/11/2008,11,11,2008,296,A,,,,,,
USGS,12324200,11/12/2008,12,11,2008,287,A,,,,,,
USGS,12324200,11/13/2008,13,11,2008,339,A,,,,,,
USGS,12324200,11/14/2008,14,11,2008,360,A,,,,,,
USGS,12324200,11/15/2008,15,11,2008,323,A,,,,,,
USGS,12324200,11/16/2008,16,11,2008,318,A,,,,,,
USGS,12324200,11/17/2008,17,11,2008,303,A,,,,,,
USGS,12324200,11/18/2008,18,11,2008,298,A,,,,,,
USGS,12324200,11/19/2008,19,11,2008,291,A,,,,,,
USGS,12324200,11/20/2008,20,11,2008,286,A,,,,,,
USGS,12324200,11/21/2008,21,11,2008,290,A,,,,,,
USGS,12324200,11/22/2008,22,11,2008,280,A,,,,,,
USGS,12324200,11/23/2008,23,11,2008,269,A,,,,,,
USGS,12324200,11/24/2008,24,11,2008,252,A,,,,,,
USGS,12324200,11/25/2008,25,11,2008,256,A,,,,,,
USGS,12324200,11/26/2008,26,11,2008,262,A,,,,,,
USGS,12324200,11/27/2008,27,11,2008,256,A,,,,,,
USGS,12324200,11/28/2008,28,11,2008,261,A,,,,,,
USGS,12324200,11/29/2008,29,11,2008,275,A,,,,,,
USGS,12324200,11/30/2008,30,11,2008,284,A,,,,,,
USGS,12324200,12/1/2008,1,12,2008,289,A,,,,,,
USGS,12324200,12/2/2008,2,12,2008,290,A,,,,,,
USGS,12324200,12/3/2008,3,12,2008,285,A,,,,,,
USGS,12324200,12/4/2008,4,12,2008,254,A,,,,,,
USGS,12324200,12/5/2008,5,12,2008,251,A,,,,,,
USGS,12324200,12/6/2008,6,12,2008,290,A,,,,,,
USGS,12324200,12/7/2008,7,12,2008,289,A,,,,,,
USGS,12324200,12/8/2008,8,12,2008,283,A,,,,,,
USGS,12324200,12/9/2008,9,12,2008,270,A,,,,,,
USGS,12324200,12/10/2008,10,12,2008,269,A,,,,,,
USGS,12324200,12/11/2008,11,12,2008,264,A,,,,,,
USGS,12324200,12/12/2008,12,12,2008,239,A,,,,,,
USGS,12324200,12/13/2008,13,12,2008,237,A,,,,,,
USGS,12324200,12/14/2008,14,12,2008,90,A:e,,,,,,
USGS,12324200,12/15/2008,15,12,2008,80,A:e,,,,,,
USGS,12324200,12/16/2008,16,12,2008,80,A:e,,,,,,
USGS,12324200,12/17/2008,17,12,2008,100,A:e,,,,,,
USGS,12324200,12/18/2008,18,12,2008,130,A:e,,,,,,
USGS,12324200,12/19/2008,19,12,2008,150,A:e,,,,,,
USGS,12324200,12/20/2008,20,12,2008,140,A:e,,,,,,
USGS,12324200,12/21/2008,21,12,2008,130,A:e,,,,,,
USGS,12324200,12/22/2008,22,12,2008,140,A:e,,,,,,
USGS,12324200,12/23/2008,23,12,2008,150,A:e,,,,,,
USGS,12324200,12/24/2008,24,12,2008,160,A:e,,,,,,
USGS,12324200,12/25/2008,25,12,2008,160,A:e,,,,,,
USGS,12324200,12/26/2008,26,12,2008,170,A:e,,,,,,
USGS,12324200,12/27/2008,27,12,2008,170,A:e,,,,,,
USGS,12324200,12/28/2008,28,12,2008,188,A,,,,,,
USGS,12324200,12/29/2008,29,12,2008,209,A,,,,,,
USGS,12324200,12/30/2008,30,12,2008,220,A:e,,,,,,
USGS,12324200,12/31/2008,31,12,2008,249,A,,,,,,
USGS,12324200,1/1/2009,1,1,2009,261,A,,,,,,
USGS,12324200,1/2/2009,2,1,2009,285,A,,,,,,
USGS,12324200,1/3/2009,3,1,2009,250,A:e,,,,,,
USGS,12324200,1/4/2009,4,1,2009,220,A:e,,,,,,
USGS,12324200,1/5/2009,5,1,2009,200,A:e,,,,,,
USGS,12324200,1/6/2009,6,1,2009,236,A,,,,,,
USGS,12324200,1/7/2009,7,1,2009,296,A,,,,,,
USGS,12324200,1/8/2009,8,1,2009,431,A,,,,,,
USGS,12324200,1/9/2009,9,1,2009,385,A,,,,,,
USGS,12324200,1/10/2009,10,1,2009,316,A,,,,,,
USGS,12324200,1/11/2009,11,1,2009,303,A,,,,,,
USGS,12324200,1/12/2009,12,1,2009,302,A,,,,,,
USGS,12324200,1/13/2009,13,1,2009,309,A,,,,,,
USGS,12324200,1/14/2009,14,1,2009,285,A,,,,,,
USGS,12324200,1/15/2009,15,1,2009,283,A,,,,,,
USGS,12324200,1/16/2009,16,1,2009,280,A,,,,,,
USGS,12324200,1/17/2009,17,1,2009,272,A,,,,,,
USGS,12324200,1/18/2009,18,1,2009,265,A,,,,,,
USGS,12324200,1/19/2009,19,1,2009,270,A,,,,,,
USGS,12324200,1/20/2009,20,1,2009,281,A,,,,,,
USGS,12324200,1/21/2009,21,1,2009,280,A,,,,,,
USGS,12324200,1/22/2009,22,1,2009,270,A,,,,,,
USGS,12324200,1/23/2009,23,1,2009,250,A:e,,,,,,
USGS,12324200,1/24/2009,24,1,2009,200,A:e,,,,,,
USGS,12324200,1/25/2009,25,1,2009,170,A:e,,,,,,
USGS,12324200,1/26/2009,26,1,2009,150,A:e,,,,,,
USGS,12324200,1/27/2009,27,1,2009,160,A:e,,,,,,
USGS,12324200,1/28/2009,28,1,2009,200,A:e,,,,,,
USGS,12324200,1/29/2009,29,1,2009,217,A,,,,,,
USGS,12324200,1/30/2009,30,1,2009,234,A,,,,,,
USGS,12324200,1/31/2009,31,1,2009,257,A,,,,,,
USGS,12324200,2/1/2009,1,2,2009,230,A:e,,,,,,
USGS,12324200,2/2/2009,2,2,2009,237,A,,,,,,
USGS,12324200,2/3/2009,3,2,2009,241,A,,,,,,
USGS,12324200,2/4/2009,4,2,2009,240,A:e,,,,,,
USGS,12324200,2/5/2009,5,2,2009,240,A:e,,,,,,
USGS,12324200,2/6/2009,6,2,2009,238,A,,,,,,
USGS,12324200,2/7/2009,7,2,2009,237,A,,,,,,
USGS,12324200,2/8/2009,8,2,2009,233,A,,,,,,
USGS,12324200,2/9/2009,9,2,2009,237,A,,,,,,
USGS,12324200,2/10/2009,10,2,2009,235,A,,,,,,
USGS,12324200,2/11/2009,11,2,2009,225,A,,,,,,
USGS,12324200,2/12/2009,12,2,2009,231,A,,,,,,
USGS,12324200,2/13/2009,13,2,2009,225,A,,,,,,
USGS,12324200,2/14/2009,14,2,2009,221,A,,,,,,
USGS,12324200,2/15/2009,15,2,2009,229,A,,,,,,
USGS,12324200,2/16/2009,16,2,2009,230,A,,,,,,
USGS,12324200,2/17/2009,17,2,2009,228,A,,,,,,
USGS,12324200,2/18/2009,18,2,2009,228,A,,,,,,
USGS,12324200,2/19/2009,19,2,2009,227,A,,,,,,
USGS,12324200,2/20/2009,20,2,2009,229,A,,,,,,
USGS,12324200,2/21/2009,21,2,2009,226,A,,,,,,
USGS,12324200,2/22/2009,22,2,2009,227,A,,,,,,
USGS,12324200,2/23/2009,23,2,2009,241,A,,,,,,
USGS,12324200,2/24/2009,24,2,2009,264,A,,,,,,
USGS,12324200,2/25/2009,25,2,2009,260,A,,,,,,
USGS,12324200,2/26/2009,26,2,2009,249,A,,,,,,
USGS,12324200,2/27/2009,27,2,2009,245,A,,,,,,
USGS,12324200,2/28/2009,28,2,2009,231,A,,,,,,
USGS,12324200,3/1/2009,1,3,2009,253,A,,,,,,
USGS,12324200,3/2/2009,2,3,2009,259,A,,,,,,
USGS,12324200,3/3/2009,3,3,2009,280,A,,,,,,
USGS,12324200,3/4/2009,4,3,2009,265,A,,,,,,
USGS,12324200,3/5/2009,5,3,2009,254,A,,,,,,
USGS,12324200,3/6/2009,6,3,2009,247,A,,,,,,
USGS,12324200,3/7/2009,7,3,2009,242,A,,,,,,
USGS,12324200,3/8/2009,8,3,2009,251,A,,,,,,
USGS,12324200,3/9/2009,9,3,2009,230,A,,,,,,
USGS,12324200,3/10/2009,10,3,2009,224,A,,,,,,
USGS,12324200,3/11/2009,11,3,2009,220,A,,,,,,
USGS,12324200,3/12/2009,12,3,2009,228,A,,,,,,
USGS,12324200,3/13/2009,13,3,2009,225,A,,,,,,
USGS,12324200,3/14/2009,14,3,2009,230,A,,,,,,
USGS,12324200,3/15/2009,15,3,2009,235,A,,,,,,
USGS,12324200,3/16/2009,16,3,2009,245,A,,,,,,
USGS,12324200,3/17/2009,17,3,2009,239,A,,,,,,
USGS,12324200,3/18/2009,18,3,2009,238,A,,,,,,
USGS,12324200,3/19/2009,19,3,2009,245,A,,,,,,
USGS,12324200,3/20/2009,20,3,2009,271,A,,,,,,
USGS,12324200,3/21/2009,21,3,2009,295,A,,,,,,
USGS,12324200,3/22/2009,22,3,2009,325,A,,,,,,
USGS,12324200,3/23/2009,23,3,2009,324,A,,,,,,
USGS,12324200,3/24/2009,24,3,2009,303,A,,,,,,
USGS,12324200,3/25/2009,25,3,2009,270,A,,,,,,
USGS,12324200,3/26/2009,26,3,2009,232,A,,,,,,
USGS,12324200,3/27/2009,27,3,2009,237,A,,,,,,
USGS,12324200,3/28/2009,28,3,2009,243,A,,,,,,
USGS,12324200,3/29/2009,29,3,2009,247,A,,,,,,
USGS,12324200,3/30/2009,30,3,2009,214,A,,,,,,
USGS,12324200,3/31/2009,31,3,2009,243,A,,,,,,
USGS,12324200,4/1/2009,1,4,2009,229,A,,,,,,
USGS,12324200,4/2/2009,2,4,2009,235,A,,,,,,
USGS,12324200,4/3/2009,3,4,2009,253,A,,,,,,
USGS,12324200,4/4/2009,4,4,2009,265,A,,,,,,
USGS,12324200,4/5/2009,5,4,2009,273,A,,,,,,
USGS,12324200,4/6/2009,6,4,2009,302,A,,,,,,
USGS,12324200,4/7/2009,7,4,2009,313,A,,,,,,
USGS,12324200,4/8/2009,8,4,2009,321,A,,,,,,
USGS,12324200,4/9/2009,9,4,2009,324,A,,,,,,
USGS,12324200,4/10/2009,10,4,2009,305,A,,,,,,
USGS,12324200,4/11/2009,11,4,2009,300,A,,,,,,
USGS,12324200,4/12/2009,12,4,2009,297,A,,,,,,
USGS,12324200,4/13/2009,13,4,2009,306,A,,,,,,
USGS,12324200,4/14/2009,14,4,2009,348,A,,,,,,
USGS,12324200,4/15/2009,15,4,2009,350,A,,,,,,
USGS,12324200,4/16/2009,16,4,2009,317,A,,,,,,
USGS,12324200,4/17/2009,17,4,2009,245,A,,,,,,
USGS,12324200,4/18/2009,18,4,2009,245,A,,,,,,
USGS,12324200,4/19/2009,19,4,2009,257,A,,,,,,
USGS,12324200,4/20/2009,20,4,2009,277,A,,,,,,
USGS,12324200,4/21/2009,21,4,2009,309,A,,,,,,
USGS,12324200,4/22/2009,22,4,2009,377,A,,,,,,
USGS,12324200,4/23/2009,23,4,2009,453,A,,,,,,
USGS,12324200,4/24/2009,24,4,2009,457,A,,,,,,
USGS,12324200,4/25/2009,25,4,2009,458,A,,,,,,
USGS,12324200,4/26/2009,26,4,2009,423,A,,,,,,
USGS,12324200,4/27/2009,27,4,2009,387,A,,,,,,
USGS,12324200,4/28/2009,28,4,2009,386,A,,,,,,
USGS,12324200,4/29/2009,29,4,2009,384,A,,,,,,
USGS,12324200,4/30/2009,30,4,2009,310,A,,,,,,
USGS,12324200,5/1/2009,1,5,2009,305,A,,,,,,
USGS,12324200,5/2/2009,2,5,2009,307,A,,,,,,
USGS,12324200,5/3/2009,3,5,2009,310,A,,,,,,
USGS,12324200,5/4/2009,4,5,2009,343,A,,,,,,
USGS,12324200,5/5/2009,5,5,2009,337,A,,,,,,
USGS,12324200,5/6/2009,6,5,2009,352,A,,,,,,
USGS,12324200,5/7/2009,7,5,2009,378,A,,,,,,
USGS,12324200,5/8/2009,8,5,2009,402,A,,,,,,
USGS,12324200,5/9/2009,9,5,2009,410,A,,,,,,
USGS,12324200,5/10/2009,10,5,2009,384,A,,,,,,
USGS,12324200,5/11/2009,11,5,2009,373,A,,,,,,
USGS,12324200,5/12/2009,12,5,2009,394,A,,,,,,
USGS,12324200,5/13/2009,13,5,2009,433,A,,,,,,
USGS,12324200,5/14/2009,14,5,2009,410,A,,,,,,
USGS,12324200,5/15/2009,15,5,2009,407,A,,,,,,
USGS,12324200,5/16/2009,16,5,2009,402,A,,,,,,
USGS,12324200,5/17/2009,17,5,2009,407,A,,,,,,
USGS,12324200,5/18/2009,18,5,2009,438,A,,,,,,
USGS,12324200,5/19/2009,19,5,2009,530,A,,,,,,
USGS,12324200,5/20/2009,20,5,2009,683,A,,,,,,
USGS,12324200,5/21/2009,21,5,2009,719,A,,,,,,
USGS,12324200,5/22/2009,22,5,2009,694,A,,,,,,
USGS,12324200,5/23/2009,23,5,2009,678,A,,,,,,
USGS,12324200,5/24/2009,24,5,2009,762,A,,,,,,
USGS,12324200,5/25/2009,25,5,2009,997,A,,,,,,
USGS,12324200,5/26/2009,26,5,2009,1050,A,,,,,,
USGS,12324200,5/27/2009,27,5,2009,1010,A,,,,,,
USGS,12324200,5/28/2009,28,5,2009,993,A,,,,,,
USGS,12324200,5/29/2009,29,5,2009,1010,A,,,,,,
USGS,12324200,5/30/2009,30,5,2009,1050,A,,,,,,
USGS,12324200,5/31/2009,31,5,2009,1090,A,,,,,,
USGS,12324200,6/1/2009,1,6,2009,1140,A,,,,,,
USGS,12324200,6/2/2009,2,6,2009,1130,A,,,,,,
USGS,12324200,6/3/2009,3,6,2009,1010,A,,,,,,
USGS,12324200,6/4/2009,4,6,2009,863,A,,,,,,
USGS,12324200,6/5/2009,5,6,2009,844,A,,,,,,
USGS,12324200,6/6/2009,6,6,2009,967,A,,,,,,
USGS,12324200,6/7/2009,7,6,2009,1040,A,,,,,,
USGS,12324200,6/8/2009,8,6,2009,905,A,,,,,,
USGS,12324200,6/9/2009,9,6,2009,822,A,,,,,,
USGS,12324200,6/10/2009,10,6,2009,731,A,,,,,,
USGS,12324200,6/11/2009,11,6,2009,651,A,,,,,,
USGS,12324200,6/12/2009,12,6,2009,598,A,,,,,,
USGS,12324200,6/13/2009,13,6,2009,573,A,,,,,,
USGS,12324200,6/14/2009,14,6,2009,564,A,,,,,,
USGS,12324200,6/15/2009,15,6,2009,642,A,,,,,,
USGS,12324200,6/16/2009,16,6,2009,783,A,,,,,,
USGS,12324200,6/17/2009,17,6,2009,852,A,,,,,,
USGS,12324200,6/18/2009,18,6,2009,973,A,,,,,,
USGS,12324200,6/19/2009,19,6,2009,958,A,,,,,,
USGS,12324200,6/20/2009,20,6,2009,927,A,,,,,,
USGS,12324200,6/21/2009,21,6,2009,997,A,,,,,,
USGS,12324200,6/22/2009,22,6,2009,1020,A,,,,,,
USGS,12324200,6/23/2009,23,6,2009,975,A,,,,,,
USGS,12324200,6/24/2009,24,6,2009,792,A,,,,,,
USGS,12324200,6/25/2009,25,6,2009,711,A,,,,,,
USGS,12324200,6/26/2009,26,6,2009,718,A,,,,,,
USGS,12324200,6/27/2009,27,6,2009,655,A,,,,,,
USGS,12324200,6/28/2009,28,6,2009,585,A,,,,,,
USGS,12324200,6/29/2009,29,6,2009,532,A,,,,,,
USGS,12324200,6/30/2009,30,6,2009,473,A,,,,,,
USGS,12324200,7/1/2009,1,7,2009,457,A,,,,,,
USGS,12324200,7/2/2009,2,7,2009,428,A,,,,,,
USGS,12324200,7/3/2009,3,7,2009,429,A,,,,,,
USGS,12324200,7/4/2009,4,7,2009,409,A,,,,,,
USGS,12324200,7/5/2009,5,7,2009,391,A,,,,,,
USGS,12324200,7/6/2009,6,7,2009,378,A,,,,,,
USGS,12324200,7/7/2009,7,7,2009,374,A,,,,,,
USGS,12324200,7/8/2009,8,7,2009,349,A,,,,,,
USGS,12324200,7/9/2009,9,7,2009,363,A,,,,,,
USGS,12324200,7/10/2009,10,7,2009,346,A,,,,,,
USGS,12324200,7/11/2009,11,7,2009,323,A,,,,,,
USGS,12324200,7/12/2009,12,7,2009,305,A,,,,,,
USGS,12324200,7/13/2009,13,7,2009,358,A,,,,,,
USGS,12324200,7/14/2009,14,7,2009,417,A,,,,,,
USGS,12324200,7/15/2009,15,7,2009,395,A,,,,,,
USGS,12324200,7/16/2009,16,7,2009,354,A,,,,,,
USGS,12324200,7/17/2009,17,7,2009,332,A,,,,,,
USGS,12324200,7/18/2009,18,7,2009,314,A,,,,,,
USGS,12324200,7/19/2009,19,7,2009,296,A,,,,,,
USGS,12324200,7/20/2009,20,7,2009,276,A,,,,,,
USGS,12324200,7/21/2009,21,7,2009,262,A,,,,,,
USGS,12324200,7/22/2009,22,7,2009,246,A,,,,,,
USGS,12324200,7/23/2009,23,7,2009,234,A,,,,,,
USGS,12324200,7/24/2009,24,7,2009,218,A,,,,,,
USGS,12324200,7/25/2009,25,7,2009,212,A,,,,,,
USGS,12324200,7/26/2009,26,7,2009,214,A,,,,,,
USGS,12324200,7/27/2009,27,7,2009,251,A,,,,,,
USGS,12324200,7/28/2009,28,7,2009,253,A,,,,,,
USGS,12324200,7/29/2009,29,7,2009,250,A,,,,,,
USGS,12324200,7/30/2009,30,7,2009,230,A,,,,,,
USGS,12324200,7/31/2009,31,7,2009,207,A,,,,,,
USGS,12324200,8/1/2009,1,8,2009,204,A,,,,,,
USGS,12324200,8/2/2009,2,8,2009,189,A,,,,,,
USGS,12324200,8/3/2009,3,8,2009,166,A,,,,,,
USGS,12324200,8/4/2009,4,8,2009,152,A,,,,,,
USGS,12324200,8/5/2009,5,8,2009,142,A,,,,,,
USGS,12324200,8/6/2009,6,8,2009,157,A,,,,,,
USGS,12324200,8/7/2009,7,8,2009,206,A,,,,,,
USGS,12324200,8/8/2009,8,8,2009,247,A,,,,,,
USGS,12324200,8/9/2009,9,8,2009,231,A,,,,,,
USGS,12324200,8/10/2009,10,8,2009,217,A,,,,,,
USGS,12324200,8/11/2009,11,8,2009,208,A,,,,,,
USGS,12324200,8/12/2009,12,8,2009,195,A,,,,,,
USGS,12324200,8/13/2009,13,8,2009,187,A,,,,,,
USGS,12324200,8/14/2009,14,8,2009,199,A,,,,,,
USGS,12324200,8/15/2009,15,8,2009,230,A,,,,,,
USGS,12324200,8/16/2009,16,8,2009,237,A,,,,,,
USGS,12324200,8/17/2009,17,8,2009,250,A,,,,,,
USGS,12324200,8/18/2009,18,8,2009,249,A,,,,,,
USGS,12324200,8/19/2009,19,8,2009,220,A,,,,,,
USGS,12324200,8/20/2009,20,8,2009,199,A,,,,,,
USGS,12324200,8/21/2009,21,8,2009,185,A,,,,,,
USGS,12324200,8/22/2009,22,8,2009,177,A,,,,,,
USGS,12324200,8/23/2009,23,8,2009,170,A,,,,,,
USGS,12324200,8/24/2009,24,8,2009,183,A,,,,,,
USGS,12324200,8/25/2009,25,8,2009,179,A,,,,,,
USGS,12324200,8/26/2009,26,8,2009,175,A,,,,,,
USGS,12324200,8/27/2009,27,8,2009,170,A,,,,,,
USGS,12324200,8/28/2009,28,8,2009,163,A,,,,,,
USGS,12324200,8/29/2009,29,8,2009,157,A,,,,,,
USGS,12324200,8/30/2009,30,8,2009,157,A,,,,,,
USGS,12324200,8/31/2009,31,8,2009,164,A,,,,,,
USGS,12324200,9/1/2009,1,9,2009,198,A,,,,,,
USGS,12324200,9/2/2009,2,9,2009,185,A,,,,,,
USGS,12324200,9/3/2009,3,9,2009,181,A,,,,,,
USGS,12324200,9/4/2009,4,9,2009,168,A,,,,,,
USGS,12324200,9/5/2009,5,9,2009,145,A,,,,,,
USGS,12324200,9/6/2009,6,9,2009,148,A,,,,,,
USGS,12324200,9/7/2009,7,9,2009,146,A,,,,,,
USGS,12324200,9/8/2009,8,9,2009,152,A,,,,,,
USGS,12324200,9/9/2009,9,9,2009,151,A,,,,,,
USGS,12324200,9/10/2009,10,9,2009,144,A,,,,,,
USGS,12324200,9/11/2009,11,9,2009,150,A,,,,,,
USGS,12324200,9/12/2009,12,9,2009,151,A,,,,,,
USGS,12324200,9/13/2009,13,9,2009,150,A,,,,,,
USGS,12324200,9/14/2009,14,9,2009,149,A,,,,,,
USGS,12324200,9/15/2009,15,9,2009,143,A,,,,,,
USGS,12324200,9/16/2009,16,9,2009,143,A,,,,,,
USGS,12324200,9/17/2009,17,9,2009,143,A,,,,,,
USGS,12324200,9/18/2009,18,9,2009,145,A,,,,,,
USGS,12324200,9/19/2009,19,9,2009,142,A,,,,,,
USGS,12324200,9/20/2009,20,9,2009,179,A,,,,,,
USGS,12324200,9/21/2009,21,9,2009,158,A,,,,,,
USGS,12324200,9/22/2009,22,9,2009,140,A,,,,,,
USGS,12324200,9/23/2009,23,9,2009,139,A,,,,,,
USGS,12324200,9/24/2009,24,9,2009,136,A,,,,,,
USGS,12324200,9/25/2009,25,9,2009,142,A,,,,,,
USGS,12324200,9/26/2009,26,9,2009,162,A,,,,,,
USGS,12324200,9/27/2009,27,9,2009,157,A,,,,,,
USGS,12324200,9/28/2009,28,9,2009,163,A,,,,,,
USGS,12324200,9/29/2009,29,9,2009,164,A,,,,,,
USGS,12324200,9/30/2009,30,9,2009,211,A,,,,,,
USGS,12324200,10/1/2009,1,10,2009,208,A,,,,,,
USGS,12324200,10/2/2009,2,10,2009,203,A,,,,,,
USGS,12324200,10/3/2009,3,10,2009,206,A,,,,,,
USGS,12324200,10/4/2009,4,10,2009,213,A,,,,,,
USGS,12324200,10/5/2009,5,10,2009,220,A,,,,,,
USGS,12324200,10/6/2009,6,10,2009,235,A,,,,,,
USGS,12324200,10/7/2009,7,10,2009,246,A,,,,,,
USGS,12324200,10/8/2009,8,10,2009,283,A,,,,,,
USGS,12324200,10/9/2009,9,10,2009,275,A,,,,,,
USGS,12324200,10/10/2009,10,10,2009,267,A,,,,,,
USGS,12324200,10/11/2009,11,10,2009,278,A,,,,,,
USGS,12324200,10/12/2009,12,10,2009,274,A,,,,,,
USGS,12324200,10/13/2009,13,10,2009,291,A,,,,,,
USGS,12324200,10/14/2009,14,10,2009,302,A,,,,,,
USGS,12324200,10/15/2009,15,10,2009,302,A,,,,,,
USGS,12324200,10/16/2009,16,10,2009,307,A,,,,,,
USGS,12324200,10/17/2009,17,10,2009,322,A,,,,,,
USGS,12324200,10/18/2009,18,10,2009,307,A,,,,,,
USGS,12324200,10/19/2009,19,10,2009,309,A,,,,,,
USGS,12324200,10/20/2009,20,10,2009,370,A,,,,,,
USGS,12324200,10/21/2009,21,10,2009,345,A,,,,,,
USGS,12324200,10/22/2009,22,10,2009,333,A,,,,,,
USGS,12324200,10/23/2009,23,10,2009,317,A,,,,,,
USGS,12324200,10/24/2009,24,10,2009,315,A,,,,,,
USGS,12324200,10/25/2009,25,10,2009,308,A,,,,,,
USGS,12324200,10/26/2009,26,10,2009,306,A,,,,,,
USGS,12324200,10/27/2009,27,10,2009,303,A,,,,,,
USGS,12324200,10/28/2009,28,10,2009,303,A,,,,,,
USGS,12324200,10/29/2009,29,10,2009,333,A,,,,,,
USGS,12324200,10/30/2009,30,10,2009,377,A,,,,,,
USGS,12324200,10/31/2009,31,10,2009,380,A,,,,,,
USGS,12324200,11/1/2009,1,11,2009,355,A,,,,,,
USGS,12324200,11/2/2009,2,11,2009,335,A,,,,,,
USGS,12324200,11/3/2009,3,11,2009,326,A,,,,,,
USGS,12324200,11/4/2009,4,11,2009,312,A,,,,,,
USGS,12324200,11/5/2009,5,11,2009,309,A,,,,,,
USGS,12324200,11/6/2009,6,11,2009,310,A,,,,,,
USGS,12324200,11/7/2009,7,11,2009,309,A,,,,,,
USGS,12324200,11/8/2009,8,11,2009,305,A,,,,,,
USGS,12324200,11/9/2009,9,11,2009,299,A,,,,,,
USGS,12324200,11/10/2009,10,11,2009,297,A,,,,,,
USGS,12324200,11/11/2009,11,11,2009,300,A,,,,,,
USGS,12324200,11/12/2009,12,11,2009,306,A,,,,,,
USGS,12324200,11/13/2009,13,11,2009,291,A,,,,,,
USGS,12324200,11/14/2009,14,11,2009,288,A,,,,,,
USGS,12324200,11/15/2009,15,11,2009,280,A,,,,,,
USGS,12324200,11/16/2009,16,11,2009,293,A,,,,,,
USGS,12324200,11/17/2009,17,11,2009,310,A,,,,,,
USGS,12324200,11/18/2009,18,11,2009,317,A,,,,,,
USGS,12324200,11/19/2009,19,11,2009,305,A,,,,,,
USGS,12324200,11/20/2009,20,11,2009,313,A,,,,,,
USGS,12324200,11/21/2009,21,11,2009,310,A,,,,,,
USGS,12324200,11/22/2009,22,11,2009,285,A,,,,,,
