agency_cd,SITE,datetime,Day,Month,Year,Temp_Mean,10s,Temp Max,10s,Temp Min,10s,Discharge_CFS,10s
USGS,12324200,6/5/2002,5,6,2002,14.5,A,17,A,12.5,A,273,A
USGS,12324200,6/6/2002,6,6,2002,15,A,18,A,12.5,A,252,A
USGS,12324200,6/7/2002,7,6,2002,14,A,16.5,A,11.5,A,251,A
USGS,12324200,6/8/2002,8,6,2002,11.5,A,13.5,A,10.5,A,263,A
USGS,12324200,6/9/2002,9,6,2002,9,A,11,A,7,A,296,A
USGS,12324200,6/10/2002,10,6,2002,7.5,A,9,A,5.5,A,429,A
USGS,12324200,6/11/2002,11,6,2002,10.5,A,13.5,A,8,A,388,A
USGS,12324200,6/12/2002,12,6,2002,12.5,A,14.5,A,10.5,A,308,A
USGS,12324200,6/13/2002,13,6,2002,14,A,17.5,A,11,A,278,A
USGS,12324200,6/14/2002,14,6,2002,16,A,18.5,A,13,A,243,A
USGS,12324200,6/15/2002,15,6,2002,17,A,19.5,A,14,A,236,A
USGS,12324200,6/16/2002,16,6,2002,17.5,A,19.5,A,14.5,A,248,A
USGS,12324200,6/17/2002,17,6,2002,16.5,A,18,A,14.5,A,284,A
USGS,12324200,6/18/2002,18,6,2002,14,A,15.5,A,13,A,325,A
USGS,12324200,6/19/2002,19,6,2002,12.5,A,14.5,A,10.5,A,344,A
USGS,12324200,6/20/2002,20,6,2002,14,A,18,A,11,A,293,A
USGS,12324200,6/21/2002,21,6,2002,16.5,A,19,A,13.5,A,258,A
USGS,12324200,6/22/2002,22,6,2002,16,A,17.5,A,14.5,A,286,A
USGS,12324200,6/23/2002,23,6,2002,16.5,A,19,A,14.5,A,339,A
USGS,12324200,6/24/2002,24,6,2002,17,A,20,A,14.5,A,322,A
USGS,12324200,6/25/2002,25,6,2002,18.5,A,21.5,A,15.5,A,286,A
USGS,12324200,6/26/2002,26,6,2002,19.5,A,22,A,16.5,A,260,A
USGS,12324200,6/27/2002,27,6,2002,19.5,A,22,A,16.5,A,251,A
USGS,12324200,6/28/2002,28,6,2002,19,A,21.5,A,16.5,A,232,A
USGS,12324200,6/29/2002,29,6,2002,17.5,A,19.5,A,15.5,A,239,A
USGS,12324200,6/30/2002,30,6,2002,17,A,20,A,14.5,A,246,A
USGS,12324200,7/1/2002,1,7,2002,17,A,20,A,14,A,219,A
USGS,12324200,7/2/2002,2,7,2002,17,A,20,A,13.5,A,195,A
USGS,12324200,7/3/2002,3,7,2002,17,A,19,A,15,A,181,A
USGS,12324200,7/4/2002,4,7,2002,18,A,21,A,15,A,182,A
USGS,12324200,7/5/2002,5,7,2002,17.5,A,21,A,14.5,A,171,A
USGS,12324200,7/6/2002,6,7,2002,18.5,A,22,A,15,A,160,A
USGS,12324200,7/7/2002,7,7,2002,18,A,21,A,16,A,157,A
USGS,12324200,7/8/2002,8,7,2002,18,A,19.5,A,16,A,158,A
USGS,12324200,7/9/2002,9,7,2002,17.5,A,21,A,14,A,147,A
USGS,12324200,7/10/2002,10,7,2002,19,A,22.5,A,15,A,134,A
USGS,12324200,7/11/2002,11,7,2002,20.5,A,24.5,A,17,A,116,A
USGS,12324200,7/12/2002,12,7,2002,21.5,A,24.5,A,18,A,104,A
USGS,12324200,7/13/2002,13,7,2002,21.5,A,24.5,A,18.5,A,97.3,A
USGS,12324200,7/14/2002,14,7,2002,21.5,A,24.5,A,18.5,A,86.9,A
USGS,12324200,7/15/2002,15,7,2002,21,A,24,A,18.5,A,80.8,A
USGS,12324200,7/16/2002,16,7,2002,20,A,22,A,18,A,78.2,A
USGS,12324200,7/17/2002,17,7,2002,19.5,A,23,A,16,A,76.6,A
USGS,12324200,7/18/2002,18,7,2002,20,A,23,A,17.5,A,74.1,A
USGS,12324200,7/19/2002,19,7,2002,19,A,21.5,A,17,A,69.3,A
USGS,12324200,7/20/2002,20,7,2002,19.5,A,23,A,16.5,A,78,A
USGS,12324200,7/21/2002,21,7,2002,19.5,A,23,A,16,A,76.2,A
USGS,12324200,7/22/2002,22,7,2002,19,A,22.5,A,15.5,A,65.6,A
USGS,12324200,7/23/2002,23,7,2002,19.5,A,22,A,17,A,61.9,A
USGS,12324200,7/24/2002,24,7,2002,19.5,A,23.5,A,16,A,68.8,A
USGS,12324200,7/25/2002,25,7,2002,19,A,21.5,A,16,A,70.8,A
USGS,12324200,7/26/2002,26,7,2002,17.5,A,19.5,A,15,A,73.2,A
USGS,12324200,7/27/2002,27,7,2002,17.5,A,19,A,15.5,A,83.4,A
USGS,12324200,7/28/2002,28,7,2002,17,A,19,A,14,A,89.6,A
USGS,12324200,7/29/2002,29,7,2002,18.5,A,22,A,16,A,83.4,A
USGS,12324200,7/30/2002,30,7,2002,18,A,21.5,A,15,A,72.1,A
USGS,12324200,7/31/2002,31,7,2002,17.5,A,20.5,A,15,A,69.5,A
USGS,12324200,8/1/2002,1,8,2002,16,A,20,A,12.5,A,62.5,A
USGS,12324200,8/2/2002,2,8,2002,16.5,A,20,A,14,A,60.1,A
USGS,12324200,8/3/2002,3,8,2002,16,A,19.5,A,12.5,A,59.1,A
USGS,12324200,8/4/2002,4,8,2002,16.5,A,19,A,14.5,A,66,A
USGS,12324200,8/5/2002,5,8,2002,16.5,A,20,A,14,A,76.7,A
USGS,12324200,8/6/2002,6,8,2002,16.5,A,18,A,14.5,A,81,A
USGS,12324200,8/7/2002,7,8,2002,15,A,16,A,13.5,A,82.2,A
USGS,12324200,8/8/2002,8,8,2002,13,A,14,A,12.5,A,135,A
USGS,12324200,8/9/2002,9,8,2002,14,A,18,A,10.5,A,168,A
USGS,12324200,8/10/2002,10,8,2002,16.5,A,19.5,A,13,A,140,A
USGS,12324200,8/11/2002,11,8,2002,16.5,A,18.5,A,14.5,A,116,A
USGS,12324200,8/12/2002,12,8,2002,16.5,A,19.5,A,14,A,106,A
USGS,12324200,8/13/2002,13,8,2002,17,A,20.5,A,13.5,A,92,A
USGS,12324200,8/14/2002,14,8,2002,17.5,A,20.5,A,15,A,81.6,A
USGS,12324200,8/15/2002,15,8,2002,16.5,A,20.5,A,13,A,72.9,A
USGS,12324200,8/16/2002,16,8,2002,16,A,18.5,A,13.5,A,74.2,A
USGS,12324200,8/17/2002,17,8,2002,15,A,18,A,12,A,72,A
USGS,12324200,8/18/2002,18,8,2002,15.5,A,19,A,12.5,A,70.4,A
USGS,12324200,8/19/2002,19,8,2002,16,A,19,A,12.5,A,66,A
USGS,12324200,8/20/2002,20,8,2002,16,A,18.5,A,13.5,A,65.3,A
USGS,12324200,8/21/2002,21,8,2002,14,A,16,A,12.5,A,77.3,A
USGS,12324200,8/22/2002,22,8,2002,14.5,A,18,A,12,A,103,A
USGS,12324200,8/23/2002,23,8,2002,15,A,17.5,A,12.5,A,113,A
USGS,12324200,8/24/2002,24,8,2002,16.5,A,18.5,A,14,A,110,A
USGS,12324200,8/25/2002,25,8,2002,16,A,18.5,A,13.5,A,99.8,A
USGS,12324200,8/26/2002,26,8,2002,16,A,18.5,A,13.5,A,102,A
USGS,12324200,8/27/2002,27,8,2002,15.5,A,17,A,13.5,A,99.3,A
USGS,12324200,8/28/2002,28,8,2002,16.5,A,19.5,A,13.5,A,103,A
USGS,12324200,8/29/2002,29,8,2002,16.5,A,18,A,14.5,A,106,A
USGS,12324200,8/30/2002,30,8,2002,15.5,A,18,A,13,A,104,A
USGS,12324200,8/31/2002,31,8,2002,16,A,17.5,A,13.5,A,98.8,A
USGS,12324200,9/1/2002,1,9,2002,15,A,16.5,A,13.5,A,98.5,A
USGS,12324200,9/2/2002,2,9,2002,15.5,A,18.5,A,12.5,A,99.5,A
USGS,12324200,9/3/2002,3,9,2002,16,A,17.5,A,13.5,A,100,A
USGS,12324200,9/4/2002,4,9,2002,16,A,18.5,A,13.5,A,96.7,A
USGS,12324200,9/5/2002,5,9,2002,15.5,A,17,A,14.5,A,89.3,A
USGS,12324200,9/6/2002,6,9,2002,14,A,15,A,13,A,90.3,A
USGS,12324200,9/7/2002,7,9,2002,13.5,A,14.5,A,12.5,A,132,A
USGS,12324200,9/8/2002,8,9,2002,13,A,15.5,A,10.5,A,142,A
USGS,12324200,9/9/2002,9,9,2002,13,A,15.5,A,10,A,129,A
USGS,12324200,9/10/2002,10,9,2002,13.5,A,16.5,A,10.5,A,119,A
USGS,12324200,9/11/2002,11,9,2002,14.5,A,17.5,A,11.5,A,117,A
USGS,12324200,9/12/2002,12,9,2002,15,A,17.5,A,12,A,115,A
USGS,12324200,9/13/2002,13,9,2002,15,A,17.5,A,12,A,115,A
USGS,12324200,9/14/2002,14,9,2002,14.5,A,17,A,11.5,A,115,A
USGS,12324200,9/15/2002,15,9,2002,15,A,17,A,12.5,A,111,A
USGS,12324200,9/16/2002,16,9,2002,14.5,A,16,A,12.5,A,111,A
USGS,12324200,9/17/2002,17,9,2002,12.5,A,14.5,A,12,A,112,A
USGS,12324200,9/18/2002,18,9,2002,12,A,13,A,10.5,A,126,A
USGS,12324200,9/19/2002,19,9,2002,13,A,15.5,A,10.5,A,129,A
USGS,12324200,9/20/2002,20,9,2002,12.5,A,15,A,11,A,123,A
USGS,12324200,9/21/2002,21,9,2002,11,A,13,A,9,A,113,A
USGS,12324200,9/22/2002,22,9,2002,10.5,A,13,A,8,A,115,A
USGS,12324200,9/23/2002,23,9,2002,11,A,14,A,8.5,A,118,A
USGS,12324200,9/24/2002,24,9,2002,11.5,A,14,A,9,A,106,A
USGS,12324200,9/25/2002,25,9,2002,11,A,13.5,A,9,A,103,A
USGS,12324200,9/26/2002,26,9,2002,10.5,A,12,A,8.5,A,112,A
USGS,12324200,9/27/2002,27,9,2002,9.5,A,10.5,A,8.5,A,124,A
USGS,12324200,9/28/2002,28,9,2002,10,A,12.5,A,7.5,A,132,A
USGS,12324200,9/29/2002,29,9,2002,10,A,12,A,8,A,130,A
USGS,12324200,9/30/2002,30,9,2002,9.5,A,10.5,A,8.5,A,132,A
USGS,12324200,10/1/2002,1,10,2002,134,A,,,,,,
USGS,12324200,10/2/2002,2,10,2002,141,A,,,,,,
USGS,12324200,10/3/2002,3,10,2002,170,A,,,,,,
USGS,12324200,10/4/2002,4,10,2002,173,A,,,,,,
USGS,12324200,10/5/2002,5,10,2002,172,A,,,,,,
USGS,12324200,10/6/2002,6,10,2002,168,A,,,,,,
USGS,12324200,10/7/2002,7,10,2002,165,A,,,,,,
USGS,12324200,10/8/2002,8,10,2002,159,A,,,,,,
USGS,12324200,10/9/2002,9,10,2002,161,A,,,,,,
USGS,12324200,10/10/2002,10,10,2002,160,A,,,,,,
USGS,12324200,10/11/2002,11,10,2002,164,A,,,,,,
USGS,12324200,10/12/2002,12,10,2002,160,A,,,,,,
USGS,12324200,10/13/2002,13,10,2002,155,A,,,,,,
USGS,12324200,10/14/2002,14,10,2002,152,A,,,,,,
USGS,12324200,10/15/2002,15,10,2002,148,A,,,,,,
USGS,12324200,10/16/2002,16,10,2002,152,A,,,,,,
USGS,12324200,10/17/2002,17,10,2002,154,A,,,,,,
USGS,12324200,10/18/2002,18,10,2002,152,A,,,,,,
USGS,12324200,10/19/2002,19,10,2002,156,A,,,,,,
USGS,12324200,10/20/2002,20,10,2002,156,A,,,,,,
USGS,12324200,10/21/2002,21,10,2002,161,A,,,,,,
USGS,12324200,10/22/2002,22,10,2002,159,A,,,,,,
USGS,12324200,10/23/2002,23,10,2002,153,A,,,,,,
USGS,12324200,10/24/2002,24,10,2002,152,A,,,,,,
USGS,12324200,10/25/2002,25,10,2002,158,A,,,,,,
USGS,12324200,10/26/2002,26,10,2002,166,A,,,,,,
USGS,12324200,10/27/2002,27,10,2002,168,A,,,,,,
USGS,12324200,10/28/2002,28,10,2002,172,A,,,,,,
USGS,12324200,10/29/2002,29,10,2002,169,A,,,,,,
USGS,12324200,10/30/2002,30,10,2002,139,A,,,,,,
USGS,12324200,10/31/2002,31,10,2002,120,A:e,,,,,,
USGS,12324200,11/1/2002,1,11,2002,110,A:e,,,,,,
USGS,12324200,11/2/2002,2,11,2002,115,A:e,,,,,,
USGS,12324200,11/3/2002,3,11,2002,125,A:e,,,,,,
USGS,12324200,11/4/2002,4,11,2002,135,A:e,,,,,,
USGS,12324200,11/5/2002,5,11,2002,160,A:e,,,,,,
USGS,12324200,11/6/2002,6,11,2002,180,A:e,,,,,,
USGS,12324200,11/7/2002,7,11,2002,205,A,,,,,,
USGS,12324200,11/8/2002,8,11,2002,218,A,,,,,,
USGS,12324200,11/9/2002,9,11,2002,220,A,,,,,,
USGS,12324200,11/10/2002,10,11,2002,220,A,,,,,,
USGS,12324200,11/11/2002,11,11,2002,201,A,,,,,,
USGS,12324200,11/12/2002,12,11,2002,198,A,,,,,,
USGS,12324200,11/13/2002,13,11,2002,213,A,,,,,,
USGS,12324200,11/14/2002,14,11,2002,213,A,,,,,,
USGS,12324200,11/15/2002,15,11,2002,205,A,,,,,,
USGS,12324200,11/16/2002,16,11,2002,198,A,,,,,,
USGS,12324200,11/17/2002,17,11,2002,197,A,,,,,,
USGS,12324200,11/18/2002,18,11,2002,193,A,,,,,,
USGS,12324200,11/19/2002,19,11,2002,189,A,,,,,,
USGS,12324200,11/20/2002,20,11,2002,191,A,,,,,,
USGS,12324200,11/21/2002,21,11,2002,191,A,,,,,,
USGS,12324200,11/22/2002,22,11,2002,191,A,,,,,,
USGS,12324200,11/23/2002,23,11,2002,205,A,,,,,,
USGS,12324200,11/24/2002,24,11,2002,170,A:e,,,,,,
USGS,12324200,11/25/2002,25,11,2002,150,A:e,,,,,,
USGS,12324200,11/26/2002,26,11,2002,160,A:e,,,,,,
USGS,12324200,11/27/2002,27,11,2002,170,A:e,,,,,,
USGS,12324200,11/28/2002,28,11,2002,180,A:e,,,,,,
USGS,12324200,11/29/2002,29,11,2002,190,A:e,,,,,,
USGS,12324200,11/30/2002,30,11,2002,203,A,,,,,,
USGS,12324200,12/1/2002,1,12,2002,199,A,,,,,,
USGS,12324200,12/2/2002,2,12,2002,199,A,,,,,,
USGS,12324200,12/3/2002,3,12,2002,199,A,,,,,,
USGS,12324200,12/4/2002,4,12,2002,199,A,,,,,,
USGS,12324200,12/5/2002,5,12,2002,202,A,,,,,,
USGS,12324200,12/6/2002,6,12,2002,201,A,,,,,,
USGS,12324200,12/7/2002,7,12,2002,170,A:e,,,,,,
USGS,12324200,12/8/2002,8,12,2002,160,A:e,,,,,,
USGS,12324200,12/9/2002,9,12,2002,160,A:e,,,,,,
USGS,12324200,12/10/2002,10,12,2002,170,A:e,,,,,,
USGS,12324200,12/11/2002,11,12,2002,180,A:e,,,,,,
USGS,12324200,12/12/2002,12,12,2002,190,A,,,,,,
USGS,12324200,12/13/2002,13,12,2002,196,A,,,,,,
USGS,12324200,12/14/2002,14,12,2002,210,A,,,,,,
USGS,12324200,12/15/2002,15,12,2002,236,A,,,,,,
USGS,12324200,12/16/2002,16,12,2002,218,A,,,,,,
USGS,12324200,12/17/2002,17,12,2002,204,A,,,,,,
USGS,12324200,12/18/2002,18,12,2002,173,A,,,,,,
USGS,12324200,12/19/2002,19,12,2002,160,A:e,,,,,,
USGS,12324200,12/20/2002,20,12,2002,160,A:e,,,,,,
USGS,12324200,12/21/2002,21,12,2002,177,A,,,,,,
USGS,12324200,12/22/2002,22,12,2002,181,A,,,,,,
USGS,12324200,12/23/2002,23,12,2002,179,A,,,,,,
USGS,12324200,12/24/2002,24,12,2002,150,A:e,,,,,,
USGS,12324200,12/25/2002,25,12,2002,130,A:e,,,,,,
USGS,12324200,12/26/2002,26,12,2002,140,A:e,,,,,,
USGS,12324200,12/27/2002,27,12,2002,150,A:e,,,,,,
USGS,12324200,12/28/2002,28,12,2002,189,A,,,,,,
USGS,12324200,12/29/2002,29,12,2002,192,A,,,,,,
USGS,12324200,12/30/2002,30,12,2002,178,A,,,,,,
USGS,12324200,12/31/2002,31,12,2002,190,A,,,,,,
USGS,12324200,1/1/2003,1,1,2003,186,A,,,,,,
USGS,12324200,1/2/2003,2,1,2003,187,A,,,,,,
USGS,12324200,1/3/2003,3,1,2003,199,A,,,,,,
USGS,12324200,1/4/2003,4,1,2003,207,A,,,,,,
USGS,12324200,1/5/2003,5,1,2003,219,A,,,,,,
USGS,12324200,1/6/2003,6,1,2003,199,A,,,,,,
USGS,12324200,1/7/2003,7,1,2003,180,A,,,,,,
USGS,12324200,1/8/2003,8,1,2003,170,A:e,,,,,,
USGS,12324200,1/9/2003,9,1,2003,150,A:e,,,,,,
USGS,12324200,1/10/2003,10,1,2003,140,A:e,,,,,,
USGS,12324200,1/11/2003,11,1,2003,130,A:e,,,,,,
USGS,12324200,1/12/2003,12,1,2003,140,A:e,,,,,,
USGS,12324200,1/13/2003,13,1,2003,185,A,,,,,,
USGS,12324200,1/14/2003,14,1,2003,186,A,,,,,,
USGS,12324200,1/15/2003,15,1,2003,188,A,,,,,,
USGS,12324200,1/16/2003,16,1,2003,172,A,,,,,,
USGS,12324200,1/17/2003,17,1,2003,160,A:e,,,,,,
USGS,12324200,1/18/2003,18,1,2003,170,A:e,,,,,,
USGS,12324200,1/19/2003,19,1,2003,180,A:e,,,,,,
USGS,12324200,1/20/2003,20,1,2003,193,A,,,,,,
USGS,12324200,1/21/2003,21,1,2003,150,A:e,,,,,,
USGS,12324200,1/22/2003,22,1,2003,130,A:e,,,,,,
USGS,12324200,1/23/2003,23,1,2003,160,A:e,,,,,,
USGS,12324200,1/24/2003,24,1,2003,227,A,,,,,,
USGS,12324200,1/25/2003,25,1,2003,202,A,,,,,,
USGS,12324200,1/26/2003,26,1,2003,249,A,,,,,,
USGS,12324200,1/27/2003,27,1,2003,520,A,,,,,,
USGS,12324200,1/28/2003,28,1,2003,315,A,,,,,,
USGS,12324200,1/29/2003,29,1,2003,266,A,,,,,,
USGS,12324200,1/30/2003,30,1,2003,262,A,,,,,,
USGS,12324200,1/31/2003,31,1,2003,311,A,,,,,,
USGS,12324200,2/1/2003,1,2,2003,416,A,,,,,,
USGS,12324200,2/2/2003,2,2,2003,353,A,,,,,,
USGS,12324200,2/3/2003,3,2,2003,287,A,,,,,,
USGS,12324200,2/4/2003,4,2,2003,269,A,,,,,,
USGS,12324200,2/5/2003,5,2,2003,250,A,,,,,,
USGS,12324200,2/6/2003,6,2,2003,229,A,,,,,,
USGS,12324200,2/7/2003,7,2,2003,201,A,,,,,,
USGS,12324200,2/8/2003,8,2,2003,223,A,,,,,,
USGS,12324200,2/9/2003,9,2,2003,220,A,,,,,,
USGS,12324200,2/10/2003,10,2,2003,214,A,,,,,,
USGS,12324200,2/11/2003,11,2,2003,200,A,,,,,,
USGS,12324200,2/12/2003,12,2,2003,197,A,,,,,,
USGS,12324200,2/13/2003,13,2,2003,191,A,,,,,,
USGS,12324200,2/14/2003,14,2,2003,196,A,,,,,,
USGS,12324200,2/15/2003,15,2,2003,191,A,,,,,,
USGS,12324200,2/16/2003,16,2,2003,191,A,,,,,,
USGS,12324200,2/17/2003,17,2,2003,192,A,,,,,,
USGS,12324200,2/18/2003,18,2,2003,189,A,,,,,,
USGS,12324200,2/19/2003,19,2,2003,178,A,,,,,,
USGS,12324200,2/20/2003,20,2,2003,179,A,,,,,,
USGS,12324200,2/21/2003,21,2,2003,179,A,,,,,,
USGS,12324200,2/22/2003,22,2,2003,196,A,,,,,,
USGS,12324200,2/23/2003,23,2,2003,140,A:e,,,,,,
USGS,12324200,2/24/2003,24,2,2003,100,A:e,,,,,,
USGS,12324200,2/25/2003,25,2,2003,120,A:e,,,,,,
USGS,12324200,2/26/2003,26,2,2003,140,A:e,,,,,,
USGS,12324200,2/27/2003,27,2,2003,160,A:e,,,,,,
USGS,12324200,2/28/2003,28,2,2003,170,A:e,,,,,,
USGS,12324200,3/1/2003,1,3,2003,165,A,,,,,,
USGS,12324200,3/2/2003,2,3,2003,176,A,,,,,,
USGS,12324200,3/3/2003,3,3,2003,177,A,,,,,,
USGS,12324200,3/4/2003,4,3,2003,176,A,,,,,,
USGS,12324200,3/5/2003,5,3,2003,189,A,,,,,,
USGS,12324200,3/6/2003,6,3,2003,186,A,,,,,,
USGS,12324200,3/7/2003,7,3,2003,186,A,,,,,,
USGS,12324200,3/8/2003,8,3,2003,188,A,,,,,,
USGS,12324200,3/9/2003,9,3,2003,189,A,,,,,,
USGS,12324200,3/10/2003,10,3,2003,242,A,,,,,,
USGS,12324200,3/11/2003,11,3,2003,417,A,,,,,,
USGS,12324200,3/12/2003,12,3,2003,601,A,,,,,,
USGS,12324200,3/13/2003,13,3,2003,661,A,,,,,,
USGS,12324200,3/14/2003,14,3,2003,634,A,,,,,,
USGS,12324200,3/15/2003,15,3,2003,589,A,,,,,,
USGS,12324200,3/16/2003,16,3,2003,560,A,,,,,,
USGS,12324200,3/17/2003,17,3,2003,481,A,,,,,,
USGS,12324200,3/18/2003,18,3,2003,344,A,,,,,,
USGS,12324200,3/19/2003,19,3,2003,283,A,,,,,,
USGS,12324200,3/20/2003,20,3,2003,245,A,,,,,,
USGS,12324200,3/21/2003,21,3,2003,237,A,,,,,,
USGS,12324200,3/22/2003,22,3,2003,233,A,,,,,,
USGS,12324200,3/23/2003,23,3,2003,237,A,,,,,,
USGS,12324200,3/24/2003,24,3,2003,228,A,,,,,,
USGS,12324200,3/25/2003,25,3,2003,214,A,,,,,,
USGS,12324200,3/26/2003,26,3,2003,218,A,,,,,,
USGS,12324200,3/27/2003,27,3,2003,217,A,,,,,,
USGS,12324200,3/28/2003,28,3,2003,217,A,,,,,,
USGS,12324200,3/29/2003,29,3,2003,213,A,,,,,,
USGS,12324200,3/30/2003,30,3,2003,208,A,,,,,,
USGS,12324200,3/31/2003,31,3,2003,210,A,,,,,,
USGS,12324200,4/1/2003,1,4,2003,283,A,,,,,,
USGS,12324200,4/2/2003,2,4,2003,330,A,,,,,,
USGS,12324200,4/3/2003,3,4,2003,343,A,,,,,,
USGS,12324200,4/4/2003,4,4,2003,312,A,,,,,,
USGS,12324200,4/5/2003,5,4,2003,280,A,,,,,,
USGS,12324200,4/6/2003,6,4,2003,263,A,,,,,,
USGS,12324200,4/7/2003,7,4,2003,248,A,,,,,,
USGS,12324200,4/8/2003,8,4,2003,240,A,,,,,,
USGS,12324200,4/9/2003,9,4,2003,234,A,,,,,,
USGS,12324200,4/10/2003,10,4,2003,218,A,,,,,,
USGS,12324200,4/11/2003,11,4,2003,219,A,,,,,,
USGS,12324200,4/12/2003,12,4,2003,228,A,,,,,,
USGS,12324200,4/13/2003,13,4,2003,234,A,,,,,,
USGS,12324200,4/14/2003,14,4,2003,253,A,,,,,,
USGS,12324200,4/15/2003,15,4,2003,256,A,,,,,,
USGS,12324200,4/16/2003,16,4,2003,242,A,,,,,,
USGS,12324200,4/17/2003,17,4,2003,232,A,,,,,,
USGS,12324200,4/18/2003,18,4,2003,232,A,,,,,,
USGS,12324200,4/19/2003,19,4,2003,223,A,,,,,,
USGS,12324200,4/20/2003,20,4,2003,202,A,,,,,,
USGS,12324200,4/21/2003,21,4,2003,195,A,,,,,,
USGS,12324200,4/22/2003,22,4,2003,197,A,,,,,,
USGS,12324200,4/23/2003,23,4,2003,237,A,,,,,,
USGS,12324200,4/24/2003,24,4,2003,300,A,,,,,,
USGS,12324200,4/25/2003,25,4,2003,312,A,,,,,,
USGS,12324200,4/26/2003,26,4,2003,338,A,,,,,,
USGS,12324200,4/27/2003,27,4,2003,313,A,,,,,,
USGS,12324200,4/28/2003,28,4,2003,285,A,,,,,,
USGS,12324200,4/29/2003,29,4,2003,289,A,,,,,,
USGS,12324200,4/30/2003,30,4,2003,335,A,,,,,,
USGS,12324200,5/1/2003,1,5,2003,323,A,,,,,,
USGS,12324200,5/2/2003,2,5,2003,322,A,,,,,,
USGS,12324200,5/3/2003,3,5,2003,312,A,,,,,,
USGS,12324200,5/4/2003,4,5,2003,361,A,,,,,,
USGS,12324200,5/5/2003,5,5,2003,452,A,,,,,,
USGS,12324200,5/6/2003,6,5,2003,424,A,,,,,,
USGS,12324200,5/7/2003,7,5,2003,400,A,,,,,,
USGS,12324200,5/8/2003,8,5,2003,356,A,,,,,,
USGS,12324200,5/9/2003,9,5,2003,324,A,,,,,,
USGS,12324200,5/10/2003,10,5,2003,301,A,,,,,,
USGS,12324200,5/11/2003,11,5,2003,291,A,,,,,,
USGS,12324200,5/12/2003,12,5,2003,286,A,,,,,,
USGS,12324200,5/13/2003,13,5,2003,277,A,,,,,,
USGS,12324200,5/14/2003,14,5,2003,267,A,,,,,,
USGS,12324200,5/15/2003,15,5,2003,268,A,,,,,,
USGS,12324200,5/16/2003,16,5,2003,270,A,,,,,,
USGS,12324200,5/17/2003,17,5,2003,275,A,,,,,,
USGS,12324200,5/18/2003,18,5,2003,274,A,,,,,,
USGS,12324200,5/19/2003,19,5,2003,271,A,,,,,,
USGS,12324200,5/20/2003,20,5,2003,247,A,,,,,,
USGS,12324200,5/21/2003,21,5,2003,234,A,,,,,,
USGS,12324200,5/22/2003,22,5,2003,215,A,,,,,,
USGS,12324200,5/23/2003,23,5,2003,201,A,,,,,,
USGS,12324200,5/24/2003,24,5,2003,234,A,,,,,,
USGS,12324200,5/25/2003,25,5,2003,303,A,,,,,,
USGS,12324200,5/26/2003,26,5,2003,428,A,,,,,,
USGS,12324200,5/27/2003,27,5,2003,526,A,,,,,,
USGS,12324200,5/28/2003,28,5,2003,607,A,,,,,,
USGS,12324200,5/29/2003,29,5,2003,722,A,,,,,,
USGS,12324200,5/30/2003,30,5,2003,818,A,,,,,,
USGS,12324200,5/31/2003,31,5,2003,961,A,,,,,,
USGS,12324200,6/1/2003,1,6,2003,1020,A,,,,,,
USGS,12324200,6/2/2003,2,6,2003,968,A,,,,,,
USGS,12324200,6/3/2003,3,6,2003,806,A,,,,,,
USGS,12324200,6/4/2003,4,6,2003,650,A,,,,,,
USGS,12324200,6/5/2003,5,6,2003,555,A,,,,,,
USGS,12324200,6/6/2003,6,6,2003,471,A,,,,,,
USGS,12324200,6/7/2003,7,6,2003,424,A,,,,,,
USGS,12324200,6/8/2003,8,6,2003,374,A,,,,,,
USGS,12324200,6/9/2003,9,6,2003,370,A,,,,,,
USGS,12324200,6/10/2003,10,6,2003,381,A,,,,,,
USGS,12324200,6/11/2003,11,6,2003,449,A,,,,,,
USGS,12324200,6/12/2003,12,6,2003,426,A,,,,,,
USGS,12324200,6/13/2003,13,6,2003,367,A,,,,,,
USGS,12324200,6/14/2003,14,6,2003,390,A,,,,,,
USGS,12324200,6/15/2003,15,6,2003,364,A,,,,,,
USGS,12324200,6/16/2003,16,6,2003,339,A,,,,,,
USGS,12324200,6/17/2003,17,6,2003,326,A,,,,,,
USGS,12324200,6/18/2003,18,6,2003,318,A,,,,,,
USGS,12324200,6/19/2003,19,6,2003,309,A,,,,,,
USGS,12324200,6/20/2003,20,6,2003,350,A,,,,,,
USGS,12324200,6/21/2003,21,6,2003,413,A,,,,,,
USGS,12324200,6/22/2003,22,6,2003,374,A,,,,,,
USGS,12324200,6/23/2003,23,6,2003,337,A,,,,,,
USGS,12324200,6/24/2003,24,6,2003,311,A,,,,,,
USGS,12324200,6/25/2003,25,6,2003,285,A,,,,,,
USGS,12324200,6/26/2003,26,6,2003,258,A,,,,,,
USGS,12324200,6/27/2003,27,6,2003,241,A,,,,,,
USGS,12324200,6/28/2003,28,6,2003,230,A,,,,,,
USGS,12324200,6/29/2003,29,6,2003,231,A,,,,,,
USGS,12324200,6/30/2003,30,6,2003,219,A,,,,,,
USGS,12324200,7/1/2003,1,7,2003,198,A,,,,,,
USGS,12324200,7/2/2003,2,7,2003,190,A,,,,,,
USGS,12324200,7/3/2003,3,7,2003,182,A,,,,,,
USGS,12324200,7/4/2003,4,7,2003,169,A,,,,,,
USGS,12324200,7/5/2003,5,7,2003,161,A,,,,,,
